"Participant","Group","Block","TrialNum","TrialNumByLL","LikelihoodSD","LLType","LLMean","LSD","Splash1X","Splash2X","Splash3X","Splash4X","Splash5X","NetX","Correct","deltaD","Outlier"
49,"A",1,1,1,0.06,"Narrow",0.014649,0.102836,0.014656,0.016585,-0.029671,-0.058107,0.129781,0.011265,"hit",-0.003384,"no"
49,"A",1,2,2,0.06,"Narrow",-0.003829,0.076415,-0.012511,-0.058631,-0.022949,-0.016022,0.090965,0.039192,"miss",0.043021,"yes"
49,"A",1,5,3,0.06,"Narrow",-0.001161,0.091346,-0.023255,0.053357,0.056014,-0.016344,-0.075575,-0.00178,"hit",-0.00062,"no"
49,"A",1,7,4,0.06,"Narrow",0.0291,0.062446,0.045715,-0.020067,0.013281,0.058531,0.04804,0.027704,"hit",-0.001396,"no"
49,"A",1,11,5,0.06,"Narrow",0.041675,0.084224,0.039872,-0.020398,0.077188,0.009239,0.102475,0.039056,"hit",-0.002619,"no"
49,"A",1,16,6,0.06,"Narrow",0.03248,0.133111,0.012617,0.017882,0.156869,0.01859,-0.043556,0.042667,"hit",0.010187,"no"
49,"A",1,19,7,0.06,"Narrow",0.056392,0.063016,0.008336,0.059013,0.096191,0.050336,0.068086,0.07018,"hit",0.013788,"no"
49,"A",1,20,8,0.06,"Narrow",-0.026265,0.191997,0.031838,-0.135045,0.109462,-0.081066,-0.056513,-0.008346,"miss",0.017919,"no"
49,"A",1,21,9,0.06,"Narrow",-0.011779,0.161615,-0.077459,0.099446,0.067405,-0.030208,-0.118077,-0.02003,"hit",-0.008251,"no"
49,"A",1,23,10,0.06,"Narrow",0.00509,0.141624,0.081783,-0.104974,0.017017,0.047612,-0.015991,0.005517,"hit",0.000428,"no"
49,"A",1,24,11,0.06,"Narrow",-0.000341,0.132349,-0.005414,0.100434,-0.067998,-0.051557,0.022828,0.010503,"hit",0.010845,"no"
49,"A",1,26,12,0.06,"Narrow",-0.005792,0.077101,-0.030552,-0.02747,0.026695,-0.057899,0.060269,-0.01235,"hit",-0.006558,"no"
49,"A",1,27,13,0.06,"Narrow",0.040046,0.084874,-0.005491,0.043449,-0.015709,0.050984,0.126998,0.038592,"hit",-0.001454,"no"
49,"A",1,28,14,0.06,"Narrow",0.014655,0.132164,0.028576,0.128969,-0.012101,-0.03947,-0.032697,0.03037,"miss",0.015714,"no"
49,"A",1,29,15,0.06,"Narrow",-0.085346,0.218447,-0.046972,-0.272785,0.017864,-0.081858,-0.042979,-0.080939,"hit",0.004407,"no"
49,"A",1,30,16,0.06,"Narrow",0.044052,0.082025,0.058206,-0.011147,0.061037,0.098476,0.01369,0.044637,"hit",0.000585,"no"
49,"A",1,31,17,0.06,"Narrow",0.024482,0.246189,-0.103144,0.135633,-0.076698,0.171172,-0.004551,0.011402,"hit",-0.01308,"no"
49,"A",1,36,18,0.06,"Narrow",0.002134,0.045371,0.025345,-0.027427,0.022382,0.011919,-0.021548,-0.000069,"hit",-0.002203,"no"
49,"A",1,38,19,0.06,"Narrow",-0.014697,0.152804,-0.041752,0.066855,-0.044244,-0.129118,0.074772,-0.024558,"hit",-0.00986,"no"
49,"A",1,39,20,0.06,"Narrow",-0.000693,0.092135,0.000049,-0.085183,0.014449,0.001058,0.066163,-0.008118,"hit",-0.007426,"no"
49,"A",1,41,21,0.06,"Narrow",0.022166,0.173233,0.052153,-0.099896,0.127056,0.070013,-0.038496,0.040897,"miss",0.018731,"no"
49,"A",1,43,22,0.06,"Narrow",-0.012661,0.111971,-0.031179,0.049123,0.001122,-0.101719,0.019346,-0.011019,"hit",0.001642,"no"
49,"A",1,44,23,0.06,"Narrow",0.000449,0.040234,0.009516,0.004322,-0.017465,0.032372,-0.026502,0.001791,"hit",0.001343,"no"
49,"A",1,46,24,0.06,"Narrow",-0.085233,0.124402,-0.18063,-0.112881,-0.047158,-0.114862,0.029368,-0.096852,"hit",-0.011619,"no"
49,"A",1,51,25,0.06,"Narrow",0.07037,0.093848,0.113442,0.131226,0.052554,0.019107,0.035523,0.066764,"hit",-0.003606,"no"
49,"A",1,54,26,0.06,"Narrow",-0.025061,0.085845,0.024827,-0.079326,0.01529,-0.026,-0.060095,-0.017275,"hit",0.007786,"no"
49,"A",1,55,27,0.06,"Narrow",0.065131,0.092955,0.007452,0.055397,0.0798,0.135329,0.047679,0.066694,"hit",0.001563,"no"
49,"A",1,56,28,0.06,"Narrow",0.005031,0.109062,0.091818,-0.039678,-0.042963,-0.000302,0.016282,0.019215,"hit",0.014184,"no"
49,"A",1,57,29,0.06,"Narrow",-0.053392,0.068271,-0.015755,-0.076381,-0.029785,-0.022407,-0.122632,-0.045344,"hit",0.008048,"no"
49,"A",1,58,30,0.06,"Narrow",0.013664,0.112492,0.015131,-0.052498,0.075677,-0.045316,0.075324,0.030162,"miss",0.016498,"no"
49,"A",1,62,31,0.06,"Narrow",-0.013252,0.137386,-0.059802,0.08063,-0.088908,0.032514,-0.030694,-0.013625,"hit",-0.000374,"no"
49,"A",1,63,32,0.06,"Narrow",-0.023826,0.056035,-0.011538,-0.015567,-0.032781,0.0213,-0.080542,-0.014335,"hit",0.009491,"no"
49,"A",1,64,33,0.06,"Narrow",0.006385,0.064891,-0.040856,0.025755,-0.017945,-0.002503,0.067475,0.006934,"hit",0.000549,"no"
49,"A",1,65,34,0.06,"Narrow",0.013848,0.043888,0.039014,0.012324,-0.016091,0.032686,0.001306,0.022397,"hit",0.008549,"no"
49,"A",1,69,35,0.06,"Narrow",0.0127,0.064823,-0.030454,-0.022874,0.028479,0.020179,0.068173,0.012248,"hit",-0.000453,"no"
49,"A",1,71,36,0.06,"Narrow",-0.08409,0.16889,-0.081869,-0.04068,-0.225574,-0.003086,-0.069242,-0.059503,"miss",0.024588,"no"
49,"A",1,74,37,0.06,"Narrow",-0.02799,0.110642,-0.010903,0.029261,-0.027897,-0.120666,-0.009746,-0.026992,"hit",0.000998,"no"
49,"A",1,75,38,0.06,"Narrow",-0.042214,0.19559,-0.14097,0.086142,-0.130066,-0.084457,0.058281,-0.07036,"miss",-0.028146,"no"
49,"A",1,79,39,0.06,"Narrow",-0.002216,0.169363,-0.103725,0.077566,-0.073814,0.080614,0.008281,-0.0028,"hit",-0.000584,"no"
49,"A",1,80,40,0.06,"Narrow",-0.024792,0.067551,-0.020013,-0.029942,-0.077469,-0.044854,0.04832,-0.011218,"hit",0.013573,"no"
65,"A",1,1,1,0.06,"Narrow",-0.070113,0.075241,-0.041998,-0.099375,-0.016067,-0.10136,-0.091766,-0.087548,"miss",-0.017435,"no"
65,"A",1,6,2,0.06,"Narrow",0.002014,0.083003,0.036199,0.05417,0.018245,-0.041004,-0.057541,-0.039736,"miss",-0.04175,"no"
65,"A",1,8,3,0.06,"Narrow",-0.024773,0.135548,-0.052623,-0.064006,0.097631,-0.01658,-0.088285,-0.034384,"hit",-0.009611,"no"
65,"A",1,13,4,0.06,"Narrow",0.023857,0.130484,0.081857,0.008671,0.07689,-0.079129,0.030996,0.040599,"miss",0.016741,"no"
65,"A",1,15,5,0.06,"Narrow",0.025461,0.135839,0.13323,0.001206,-0.008565,-0.045114,0.046545,0.040413,"hit",0.014953,"no"
65,"A",1,18,6,0.06,"Narrow",0.011103,0.078122,-0.014737,0.003995,0.056122,-0.042917,0.053055,0.001288,"hit",-0.009815,"no"
65,"A",1,19,7,0.06,"Narrow",0.030231,0.081362,0.02763,0.005365,0.040191,0.102051,-0.024081,0.044445,"hit",0.014214,"no"
65,"A",1,20,8,0.06,"Narrow",-0.075248,0.09807,-0.127876,-0.001029,-0.076983,-0.110938,-0.059416,-0.113161,"miss",-0.037913,"no"
65,"A",1,22,9,0.06,"Narrow",0.003371,0.088813,-0.005062,0.03428,-0.013782,0.074758,-0.073337,-0.003709,"hit",-0.007081,"no"
65,"A",1,25,10,0.06,"Narrow",-0.012272,0.062183,-0.039018,0.000014,-0.059551,-0.001377,0.038574,0.001587,"hit",0.013859,"no"
65,"A",1,27,11,0.06,"Narrow",-0.009883,0.128518,-0.07203,-0.035783,0.052732,0.074871,-0.069206,0.030023,"miss",0.039906,"no"
65,"A",1,28,12,0.06,"Narrow",-0.049524,0.083572,-0.008405,-0.096698,0.001999,-0.058564,-0.08595,-0.068401,"miss",-0.018877,"no"
65,"A",1,29,13,0.06,"Narrow",-0.034209,0.1244,-0.018521,0.061727,-0.069988,-0.103004,-0.04126,-0.050681,"miss",-0.016472,"no"
65,"A",1,30,14,0.06,"Narrow",-0.013259,0.134222,-0.040951,0.020029,0.083471,-0.094976,-0.03387,-0.052248,"miss",-0.038988,"no"
65,"A",1,31,15,0.06,"Narrow",0.008662,0.080118,0.013681,-0.063473,0.003048,0.032183,0.057871,-0.011269,"miss",-0.019931,"no"
65,"A",1,32,16,0.06,"Narrow",-0.079487,0.053519,-0.110758,-0.0608,-0.04637,-0.100473,-0.079035,-0.075155,"hit",0.004332,"no"
65,"A",1,34,17,0.06,"Narrow",-0.042776,0.073679,-0.011348,-0.101417,-0.011537,-0.0393,-0.050279,-0.06118,"miss",-0.018404,"no"
65,"A",1,35,18,0.06,"Narrow",0.018097,0.087964,-0.00463,0.039926,0.085438,0.037391,-0.067638,0.03602,"miss",0.017922,"no"
65,"A",1,37,19,0.06,"Narrow",0.045513,0.080479,0.045038,-0.016381,0.096705,0.047321,0.054882,0.063265,"miss",0.017752,"no"
65,"A",1,40,20,0.06,"Narrow",0.041779,0.078733,0.02147,0.068898,-0.004972,0.094901,0.028599,0.061703,"miss",0.019924,"no"
65,"A",1,41,21,0.06,"Narrow",-0.013758,0.076931,-0.055858,-0.003256,0.027785,-0.058549,0.021091,-0.030006,"miss",-0.016249,"no"
65,"A",1,42,22,0.06,"Narrow",0.013681,0.072608,-0.000415,0.001386,0.038217,0.072836,-0.043618,0.014523,"hit",0.000842,"no"
65,"A",1,43,23,0.06,"Narrow",-0.026495,0.126982,-0.103815,-0.074677,-0.07017,0.019751,0.096439,-0.032015,"hit",-0.00552,"no"
65,"A",1,46,24,0.06,"Narrow",0.015095,0.131605,-0.105063,0.044607,0.026605,0.008544,0.100782,0.051625,"miss",0.03653,"no"
65,"A",1,48,25,0.06,"Narrow",-0.033478,0.079404,-0.076289,-0.006456,0.02437,-0.036102,-0.072912,-0.030322,"hit",0.003156,"no"
65,"A",1,49,26,0.06,"Narrow",0.018477,0.079987,0.004153,0.009763,0.091557,0.023308,-0.036396,0.0165,"hit",-0.001977,"no"
65,"A",1,51,27,0.06,"Narrow",-0.007097,0.147471,0.085904,-0.111058,-0.02568,-0.038824,0.054173,-0.027958,"miss",-0.020861,"no"
65,"A",1,54,28,0.06,"Narrow",0.038497,0.142828,0.063894,-0.021024,0.101184,-0.065681,0.114112,0.009987,"miss",-0.02851,"no"
65,"A",1,59,29,0.06,"Narrow",0.017892,0.079253,0.06464,0.06415,-0.000502,-0.017111,-0.021718,0.032921,"miss",0.015029,"no"
65,"A",1,64,30,0.06,"Narrow",-0.014754,0.236832,-0.054539,0.168081,-0.156313,-0.043878,0.012879,-0.004714,"hit",0.01004,"no"
65,"A",1,65,31,0.06,"Narrow",0.027183,0.092787,0.042161,0.099054,-0.012068,-0.013653,0.020422,0.053871,"miss",0.026687,"no"
65,"A",1,68,32,0.06,"Narrow",-0.000962,0.110184,-0.036612,-0.038512,0.095536,-0.000026,-0.025195,0.006277,"hit",0.007239,"no"
65,"A",1,69,33,0.06,"Narrow",-0.029577,0.102328,-0.109141,-0.034972,-0.054188,0.022065,0.028351,-0.060953,"miss",-0.031376,"no"
65,"A",1,70,34,0.06,"Narrow",-0.01798,0.114719,0.062363,-0.062398,-0.009553,-0.085284,0.004971,-0.034003,"miss",-0.016022,"no"
65,"A",1,71,35,0.06,"Narrow",0.028517,0.056006,0.025661,0.025097,-0.012267,0.009495,0.094598,0.056236,"miss",0.027719,"no"
65,"A",1,74,36,0.06,"Narrow",-0.046952,0.045137,-0.051186,-0.04302,-0.06292,-0.006863,-0.070772,-0.053188,"hit",-0.006236,"no"
65,"A",1,75,37,0.06,"Narrow",0.032567,0.06663,0.079104,0.007175,0.035521,-0.006943,0.047977,0.0196,"hit",-0.012966,"no"
65,"A",1,76,38,0.06,"Narrow",-0.028941,0.089121,0.018654,0.030964,-0.035885,-0.045254,-0.113185,0.002671,"miss",0.031613,"no"
65,"A",1,78,39,0.06,"Narrow",-0.001003,0.120723,-0.079736,-0.008969,0.090068,-0.005223,-0.001154,0.028019,"miss",0.029022,"no"
65,"A",1,79,40,0.06,"Narrow",-0.021017,0.179052,0.07605,-0.131886,-0.073536,0.065503,-0.041213,-0.042382,"miss",-0.021365,"no"
81,"A",1,1,1,0.06,"Narrow",0.051303,0.080383,0.021188,0.071323,0.002413,0.103771,0.057819,0.043499,"hit",-0.007804,"no"
81,"A",1,3,2,0.06,"Narrow",-0.054964,0.084975,-0.095905,-0.092471,-0.007097,-0.012411,-0.066937,-0.045532,"hit",0.009432,"no"
81,"A",1,11,3,0.06,"Narrow",0.028611,0.0776,0.048526,0.051601,0.013008,-0.038195,0.068114,0.020254,"hit",-0.008357,"no"
81,"A",1,13,4,0.06,"Narrow",-0.046885,0.184754,-0.152613,0.025088,0.070893,-0.019038,-0.158753,-0.039764,"hit",0.00712,"no"
81,"A",1,15,5,0.06,"Narrow",-0.008813,0.163346,-0.105327,-0.084941,0.070679,0.06286,0.012666,-0.007098,"hit",0.001714,"no"
81,"A",1,17,6,0.06,"Narrow",0.002888,0.089654,0.023541,-0.05516,-0.038217,-0.013906,0.098181,0.015979,"hit",0.013091,"no"
81,"A",1,18,7,0.06,"Narrow",-0.014538,0.115136,0.031452,0.017855,-0.051774,-0.10458,0.034358,-0.020329,"hit",-0.005791,"no"
81,"A",1,19,8,0.06,"Narrow",0.055167,0.156705,-0.069087,0.063438,0.000854,0.073761,0.206869,0.048717,"hit",-0.00645,"no"
81,"A",1,20,9,0.06,"Narrow",0.009108,0.132803,0.070631,-0.038517,-0.077652,0.072623,0.018456,0.003783,"hit",-0.005326,"no"
81,"A",1,21,10,0.06,"Narrow",-0.075196,0.176402,-0.098682,0.072478,-0.030295,-0.137641,-0.181839,-0.060444,"hit",0.014752,"no"
81,"A",1,23,11,0.06,"Narrow",0.089749,0.194819,0.109282,0.219038,-0.046512,0.044728,0.122209,0.103374,"hit",0.013625,"no"
81,"A",1,25,12,0.06,"Narrow",0.039728,0.073022,-0.013981,0.08639,0.045905,0.053523,0.026802,0.03873,"hit",-0.000998,"no"
81,"A",1,26,13,0.06,"Narrow",-0.030171,0.11148,0.023921,-0.086989,0.042523,-0.047012,-0.083297,-0.026175,"hit",0.003996,"no"
81,"A",1,28,14,0.06,"Narrow",-0.039471,0.086969,-0.094852,-0.001421,-0.020801,0.006735,-0.087016,-0.04333,"hit",-0.003859,"no"
81,"A",1,29,15,0.06,"Narrow",-0.026323,0.161088,-0.080754,0.069026,0.028241,-0.130716,-0.017414,-0.012918,"hit",0.013405,"no"
81,"A",1,30,16,0.06,"Narrow",-0.049537,0.107096,-0.06989,-0.099727,-0.028149,0.038246,-0.088165,-0.047768,"hit",0.001769,"no"
81,"A",1,31,17,0.06,"Narrow",0.034348,0.092553,0.007715,0.049866,-0.04333,0.054125,0.103363,0.035942,"hit",0.001594,"no"
81,"A",1,33,18,0.06,"Narrow",0.024461,0.115664,0.095762,-0.059569,0.008533,0.004653,0.072928,0.031079,"hit",0.006618,"no"
81,"A",1,35,19,0.06,"Narrow",-0.010722,0.193966,0.011616,-0.191537,0.023627,0.025697,0.076988,-0.006684,"hit",0.004038,"no"
81,"A",1,38,20,0.06,"Narrow",0.000625,0.023392,-0.012785,-0.013344,-0.000865,0.004772,0.025348,0.001771,"hit",0.001145,"no"
81,"A",1,42,21,0.06,"Narrow",-0.03318,0.097143,0.02541,0.005637,-0.07961,-0.081552,-0.035787,-0.035956,"hit",-0.002776,"no"
81,"A",1,43,22,0.06,"Narrow",-0.016157,0.078072,0.034462,-0.074471,-0.015506,-0.024633,-0.000636,-0.015326,"hit",0.00083,"no"
81,"A",1,47,23,0.06,"Narrow",0.054012,0.139771,0.161603,-0.004696,0.02908,-0.00575,0.089821,0.052218,"hit",-0.001794,"no"
81,"A",1,50,24,0.06,"Narrow",0.006283,0.139253,-0.119328,0.031909,0.039302,0.047525,0.032007,-0.000246,"hit",-0.006529,"no"
81,"A",1,51,25,0.06,"Narrow",0.002504,0.069029,0.052506,-0.011851,-0.033978,-0.021456,0.027299,0.005781,"hit",0.003277,"no"
81,"A",1,53,26,0.06,"Narrow",-0.010187,0.155761,-0.028715,-0.048883,-0.130918,0.060174,0.097407,-0.012322,"hit",-0.002134,"no"
81,"A",1,55,27,0.06,"Narrow",0.051016,0.08525,0.12805,0.0393,0.044605,0.020028,0.023098,0.08167,"miss",0.030654,"yes"
81,"A",1,57,28,0.06,"Narrow",-0.062669,0.110045,-0.010095,-0.075624,0.01035,-0.117555,-0.120419,-0.06223,"hit",0.000439,"no"
81,"A",1,60,29,0.06,"Narrow",-0.013155,0.039999,-0.040063,0.015218,-0.021064,-0.01198,-0.007885,-0.007856,"hit",0.005299,"no"
81,"A",1,61,30,0.06,"Narrow",-0.026637,0.17008,-0.105866,0.076571,-0.007121,-0.130157,0.03339,-0.016222,"hit",0.010415,"no"
81,"A",1,62,31,0.06,"Narrow",0.016051,0.070973,0.015616,0.039783,-0.017033,-0.033837,0.075729,0.014757,"hit",-0.001294,"no"
81,"A",1,66,32,0.06,"Narrow",0.001444,0.228106,0.107808,0.100253,-0.168963,0.031103,-0.06298,0.015954,"hit",0.01451,"no"
81,"A",1,70,33,0.06,"Narrow",0.028118,0.103682,0.12112,0.024124,0.019765,-0.011911,-0.012505,0.034246,"hit",0.006127,"no"
81,"A",1,72,34,0.06,"Narrow",-0.06892,0.123743,-0.020486,-0.127424,-0.11395,0.016444,-0.099183,-0.070548,"hit",-0.001628,"no"
81,"A",1,73,35,0.06,"Narrow",-0.033807,0.104996,-0.024701,0.021351,-0.091698,0.025179,-0.099167,-0.023807,"hit",0.010001,"no"
81,"A",1,75,36,0.06,"Narrow",0.027745,0.079654,0.010049,0.09033,-0.014699,0.043053,0.009989,0.038244,"hit",0.0105,"no"
81,"A",1,76,37,0.06,"Narrow",0.053349,0.029346,0.034937,0.057648,0.059029,0.035909,0.079219,0.056146,"hit",0.002798,"no"
81,"A",1,78,38,0.06,"Narrow",-0.001986,0.113701,0.045922,-0.033172,-0.032915,-0.082394,0.09263,0.000722,"hit",0.002708,"no"
81,"A",1,79,39,0.06,"Narrow",-0.024062,0.119468,-0.007365,-0.081649,0.030551,-0.105073,0.043228,-0.001759,"miss",0.022303,"no"
81,"A",1,80,40,0.06,"Narrow",0.053719,0.085949,0.027784,-0.015988,0.055039,0.064868,0.136892,0.061493,"hit",0.007774,"no"
121,"A",1,1,1,0.06,"Narrow",0.04356,0.075232,0.018321,0.035265,0.015627,0.00356,0.145026,0.298571,"miss",0.255012,"yes"
121,"A",1,2,2,0.06,"Narrow",-0.038568,0.069072,-0.028928,-0.013423,-0.075138,0.008331,-0.083683,-0.032116,"hit",0.006452,"no"
121,"A",1,4,3,0.06,"Narrow",0.015804,0.096909,0.084444,0.007693,0.012031,0.060708,-0.085854,0.03406,"miss",0.018255,"no"
121,"A",1,6,4,0.06,"Narrow",-0.013077,0.114109,0.028562,0.071015,-0.00147,-0.056248,-0.107248,-0.007101,"hit",0.005976,"no"
121,"A",1,7,5,0.06,"Narrow",0.050748,0.065553,0.009015,0.016788,0.072629,0.078112,0.077193,0.053618,"hit",0.00287,"no"
121,"A",1,12,6,0.06,"Narrow",0.023647,0.074514,-0.023354,0.018267,0.062189,-0.011432,0.072565,0.024439,"hit",0.000792,"no"
121,"A",1,13,7,0.06,"Narrow",0.033223,0.048835,-0.005449,0.023639,0.052753,0.024794,0.070376,0.018506,"hit",-0.014717,"no"
121,"A",1,14,8,0.06,"Narrow",-0.077924,0.082673,-0.145949,-0.087981,-0.066598,-0.035087,-0.054005,-0.087441,"hit",-0.009517,"no"
121,"A",1,17,9,0.06,"Narrow",0.016166,0.100122,-0.077334,0.025763,0.033437,0.031273,0.067689,0.019047,"hit",0.002881,"no"
121,"A",1,19,10,0.06,"Narrow",0.041948,0.123399,0.082494,0.077798,0.069488,-0.065461,0.04542,0.02716,"hit",-0.014788,"no"
121,"A",1,20,11,0.06,"Narrow",-0.016355,0.086361,-0.038944,0.018205,0.002708,0.041922,-0.105665,-0.01079,"hit",0.005565,"no"
121,"A",1,21,12,0.06,"Narrow",0.004215,0.189278,-0.110492,0.023274,0.132175,0.065416,-0.089298,-0.018944,"miss",-0.023158,"no"
121,"A",1,22,13,0.06,"Narrow",-0.00504,0.087619,0.018041,0.009414,0.049449,-0.066084,-0.036019,-0.0024,"hit",0.002639,"no"
121,"A",1,23,14,0.06,"Narrow",0.041553,0.091652,0.108937,0.067679,-0.011879,0.032807,0.010219,0.047876,"hit",0.006323,"no"
121,"A",1,24,15,0.06,"Narrow",0.025345,0.176025,0.013219,0.139956,0.033441,-0.107011,0.04712,0.041495,"miss",0.01615,"no"
121,"A",1,25,16,0.06,"Narrow",-0.017718,0.169313,-0.043745,-0.13195,-0.048604,0.097151,0.038558,-0.001341,"miss",0.016377,"no"
121,"A",1,26,17,0.06,"Narrow",0.0132,0.192104,0.182279,0.011256,-0.067847,0.010451,-0.070138,0.073764,"miss",0.060564,"yes"
121,"A",1,29,18,0.06,"Narrow",-0.015877,0.08357,0.022149,0.027252,-0.061451,-0.055828,-0.011507,0.025249,"miss",0.041126,"yes"
121,"A",1,32,19,0.06,"Narrow",0.052271,0.076767,0.059034,0.019224,0.00035,0.042047,0.140701,0.063743,"hit",0.011472,"no"
121,"A",1,35,20,0.06,"Narrow",0.008633,0.080314,0.077378,-0.001536,-0.006063,0.028422,-0.055037,0.010207,"hit",0.001574,"no"
121,"A",1,41,21,0.06,"Narrow",-0.024413,0.09503,-0.059813,-0.083581,0.039017,-0.025084,0.007397,-0.020832,"hit",0.003581,"no"
121,"A",1,42,22,0.06,"Narrow",0.008426,0.097568,0.063329,0.003974,-0.001735,-0.069245,0.045805,0.029755,"miss",0.021329,"no"
121,"A",1,43,23,0.06,"Narrow",0.011821,0.20864,0.093509,-0.044184,0.15148,-0.104908,-0.036792,0.058597,"miss",0.046776,"yes"
121,"A",1,44,24,0.06,"Narrow",-0.024539,0.059816,-0.072064,-0.040906,-0.014345,0.003426,0.001194,-0.011498,"hit",0.013041,"no"
121,"A",1,49,25,0.06,"Narrow",-0.033775,0.094061,-0.043751,-0.010805,-0.108172,0.017812,-0.023957,-0.018931,"hit",0.014843,"no"
121,"A",1,51,26,0.06,"Narrow",0.0112,0.092281,0.031222,0.051434,-0.067564,0.028285,0.012621,0.016564,"hit",0.005364,"no"
121,"A",1,55,27,0.06,"Narrow",-0.071346,0.071045,-0.018124,-0.098774,-0.075146,-0.108624,-0.056063,-0.074831,"hit",-0.003485,"no"
121,"A",1,56,28,0.06,"Narrow",-0.00517,0.07496,-0.048392,0.00517,0.037867,0.030442,-0.050936,-0.004096,"hit",0.001074,"no"
121,"A",1,58,29,0.06,"Narrow",0.033772,0.077714,-0.027604,0.057073,0.048265,0.072052,0.019073,0.044642,"hit",0.01087,"no"
121,"A",1,60,30,0.06,"Narrow",-0.040077,0.09088,-0.072788,-0.00208,0.008835,-0.097953,-0.0364,-0.027183,"hit",0.012894,"no"
121,"A",1,62,31,0.06,"Narrow",-0.037999,0.060538,-0.020689,-0.012777,-0.013762,-0.019731,-0.123037,-0.034877,"hit",0.003123,"no"
121,"A",1,63,32,0.06,"Narrow",0.016324,0.125577,0.04252,0.095328,-0.070688,-0.018354,0.032815,0.026084,"hit",0.00976,"no"
121,"A",1,65,33,0.06,"Narrow",0.019498,0.207115,0.134736,-0.150444,0.022375,0.017496,0.073325,0.049259,"miss",0.029762,"no"
121,"A",1,66,34,0.06,"Narrow",-0.020527,0.123653,0.002584,-0.005322,0.028118,-0.130206,0.002191,0.001938,"miss",0.022466,"no"
121,"A",1,67,35,0.06,"Narrow",-0.022624,0.110668,-0.084785,-0.03435,-0.079924,0.038491,0.047448,-0.031822,"hit",-0.009197,"no"
121,"A",1,70,36,0.06,"Narrow",-0.02088,0.151778,0.016399,0.062156,-0.120688,-0.086341,0.024073,0.047654,"miss",0.068534,"yes"
121,"A",1,71,37,0.06,"Narrow",0.045645,0.145021,0.015161,0.086932,-0.069415,0.11536,0.080185,0.078826,"miss",0.033181,"no"
121,"A",1,75,38,0.06,"Narrow",0.012995,0.099145,0.024781,0.064734,-0.058067,0.054027,-0.0205,0.006742,"hit",-0.006253,"no"
121,"A",1,77,39,0.06,"Narrow",0.002746,0.108941,0.076044,-0.049452,0.004147,-0.055922,0.038914,0.01005,"hit",0.007304,"no"
121,"A",1,80,40,0.06,"Narrow",0.017216,0.099577,0.030157,-0.063354,0.070958,0.036235,0.012082,0.022601,"hit",0.005385,"no"
137,"A",1,1,1,0.06,"Narrow",-0.061279,0.095154,-0.137853,-0.008851,-0.057343,-0.073844,-0.028502,-0.061491,"hit",-0.000212,"no"
137,"A",1,2,2,0.06,"Narrow",0.055818,0.125525,0.043845,0.123194,0.140314,0.023868,-0.052129,0.048883,"hit",-0.006936,"no"
137,"A",1,5,3,0.06,"Narrow",0.007807,0.157353,0.002575,0.128538,-0.061462,0.061368,-0.091986,0.011418,"hit",0.003612,"no"
137,"A",1,7,4,0.06,"Narrow",0.045184,0.084104,0.082091,0.088124,0.059276,-0.012632,0.009061,0.0463,"hit",0.001116,"no"
137,"A",1,9,5,0.06,"Narrow",-0.038817,0.116552,-0.031149,-0.077423,0.019905,-0.126507,0.021088,-0.023372,"miss",0.015445,"no"
137,"A",1,10,6,0.06,"Narrow",0.00617,0.087691,0.021393,0.073497,0.02536,0.005552,-0.094953,0.002372,"hit",-0.003798,"no"
137,"A",1,12,7,0.06,"Narrow",0.008194,0.124046,-0.066631,0.050611,0.0904,-0.026024,-0.007386,0.005252,"hit",-0.002942,"no"
137,"A",1,13,8,0.06,"Narrow",0.010493,0.082047,-0.03107,0.000064,0.059367,-0.033647,0.057753,0.014554,"hit",0.00406,"no"
137,"A",1,14,9,0.06,"Narrow",0.071546,0.158547,0.204714,0.089625,-0.000025,0.07901,-0.015596,0.068706,"hit",-0.00284,"no"
137,"A",1,15,10,0.06,"Narrow",0.012401,0.080476,0.05006,-0.03726,0.005837,-0.028427,0.071796,0.019955,"hit",0.007554,"no"
137,"A",1,16,11,0.06,"Narrow",-0.047496,0.155116,0.091797,-0.05359,-0.062826,-0.106934,-0.105925,-0.015115,"miss",0.032381,"no"
137,"A",1,17,12,0.06,"Narrow",0.057659,0.105483,0.127302,0.000776,0.069695,0.099801,-0.009277,0.072008,"hit",0.014349,"no"
137,"A",1,18,13,0.06,"Narrow",-0.052203,0.087139,-0.004177,-0.024745,-0.013358,-0.093172,-0.125562,-0.043,"hit",0.009203,"no"
137,"A",1,20,14,0.06,"Narrow",-0.007485,0.095879,-0.028268,-0.013858,0.081683,-0.019728,-0.057256,0.013321,"miss",0.020806,"no"
137,"A",1,28,15,0.06,"Narrow",-0.018356,0.083115,-0.090286,-0.033891,-0.008658,0.009505,0.031549,-0.013333,"hit",0.005023,"no"
137,"A",1,31,16,0.06,"Narrow",-0.005523,0.136996,-0.025833,0.017064,0.079513,-0.108259,0.009902,-0.000427,"hit",0.005096,"no"
137,"A",1,33,17,0.06,"Narrow",-0.047472,0.114208,-0.118217,-0.060347,-0.04173,-0.104709,0.087642,-0.044472,"hit",0.003,"no"
137,"A",1,35,18,0.06,"Narrow",-0.021463,0.102079,-0.102058,0.039109,-0.005688,-0.019032,-0.019648,-0.020941,"hit",0.000522,"no"
