"Participant","Group","Block","TrialNumOrig","TrialNumByTT","TType","PriorSD","LikelihoodSD","LLType","LLMean","LSD","CoinX","Splash1X","Splash2X","Splash3X","Splash4X","Splash5X","NetX","Correct","deltaD","OI","OIc","Outlier"
49,"A",1,1,1,"Pl",0.085,0.06,"Narrow",0.158915,0.078229,0.163777,0.095574,0.17182,0.200666,0.172745,0.153769,0.150817,"hit",-0.008098,0.662988,0.533836,"no"
49,"A",1,4,2,"Pl",0.085,0.06,"Narrow",0.049955,0.074234,0.071457,0.077616,0.018121,-0.002141,0.078757,0.077423,0.069619,"hit",0.019664,0.763318,0.763391,"no"
49,"A",1,5,3,"Pl",0.085,0.06,"Narrow",0.039757,0.074507,-0.002263,0.063795,-0.013681,0.018713,0.080389,0.049567,0.047938,"miss",0.008182,0.910272,0.902804,"no"
49,"A",1,6,4,"Pl",0.085,0.06,"Narrow",-0.143632,0.175223,-0.130339,-0.200543,-0.012899,-0.116158,-0.086091,-0.302469,-0.098684,"miss",0.044948,0.998371,0.64875,"no"
49,"A",1,8,5,"Pl",0.085,0.06,"Narrow",0.070116,0.106227,0.086147,-0.013354,0.086139,0.130488,0.053519,0.09379,0.101279,"miss",0.031162,0.54382,0.54012,"no"
49,"A",1,10,6,"Pl",0.085,0.06,"Narrow",0.065615,0.081338,0.045134,0.075779,0.102114,0.043854,0.000085,0.106243,0.092007,"miss",0.026392,0.620614,0.619487,"no"
49,"A",1,12,7,"Pl",0.085,0.06,"Narrow",0.050051,0.180291,0.055999,-0.031925,0.108128,0.153406,-0.057347,0.077995,0.058385,"hit",0.008333,0.879814,0.815115,"no"
49,"A",1,13,8,"Pl",0.085,0.06,"Narrow",-0.057683,0.077864,-0.058104,-0.108846,-0.084318,-0.0807,-0.049296,0.034744,-0.016488,"miss",0.041195,0.905348,0.96728,"no"
49,"A",1,14,9,"Pl",0.085,0.06,"Narrow",0.136496,0.095776,0.120082,0.098389,0.117732,0.109297,0.217903,0.139159,0.125884,"hit",-0.010612,0.780149,0.588109,"no"
49,"A",1,16,10,"Pl",0.085,0.06,"Narrow",-0.027374,0.140154,-0.027161,-0.121814,0.052221,-0.053939,0.032602,-0.04594,0.011279,"miss",0.038653,0.835941,0.967821,"no"
49,"A",1,18,11,"Pl",0.085,0.06,"Narrow",0.113597,0.096954,0.13635,0.123259,0.125417,0.195607,0.108361,0.015338,0.094219,"miss",-0.019378,0.932878,0.783133,"no"
49,"A",1,19,12,"Pl",0.085,0.06,"Narrow",0.07246,0.166275,0.063097,0.141596,-0.038488,0.117877,-0.010688,0.152004,0.060935,"hit",-0.011526,0.968084,0.832653,"no"
49,"A",1,21,13,"Pl",0.085,0.06,"Narrow",-0.082043,0.083194,-0.123223,-0.004794,-0.098497,-0.099648,-0.090957,-0.116321,-0.089823,"miss",-0.007779,0.776998,0.724608,"no"
49,"A",1,25,14,"Pl",0.085,0.06,"Narrow",0.08125,0.104255,0.074957,0.126073,0.041696,0.036502,0.026018,0.175962,0.038373,"miss",-0.042877,0.949711,0.995984,"no"
49,"A",1,26,15,"Pl",0.085,0.06,"Narrow",-0.058539,0.108798,-0.055786,-0.004846,-0.05774,-0.035352,-0.150017,-0.044738,0.033802,"miss",0.09234,0.336264,0.706749,"no"
49,"A",1,27,16,"Pl",0.085,0.06,"Narrow",-0.140174,0.078938,-0.127454,-0.088994,-0.165049,-0.187661,-0.113164,-0.146001,-0.079323,"miss",0.060851,0.95927,0.997562,"no"
49,"A",1,29,17,"Pl",0.085,0.06,"Narrow",0.050598,0.125317,0.038304,0.000428,0.162484,0.044457,0.036228,0.009395,0.016825,"miss",-0.033773,0.942769,0.999922,"no"
49,"A",1,30,18,"Pl",0.085,0.06,"Narrow",-0.083163,0.14385,-0.052984,-0.060028,-0.044914,0.010191,-0.178553,-0.14251,-0.012933,"miss",0.07023,0.689377,0.993173,"no"
49,"A",1,33,19,"Pl",0.085,0.06,"Narrow",-0.074013,0.077753,-0.060622,-0.051617,-0.080882,-0.125237,-0.112639,0.000309,-0.069444,"hit",0.004569,0.920848,0.87992,"no"
49,"A",1,36,20,"Pl",0.085,0.06,"Narrow",0.058245,0.082839,0.045811,0.115689,0.059356,0.027424,0.008358,0.080397,0.094902,"miss",0.036657,0.525076,0.551125,"no"
49,"A",1,39,21,"Pl",0.085,0.06,"Narrow",-0.184231,0.074196,-0.162322,-0.229904,-0.153271,-0.18786,-0.136927,-0.213191,-0.134887,"miss",0.049343,0.971237,0.86433,"no"
49,"A",1,41,22,"Pl",0.085,0.06,"Narrow",0.070405,0.137703,0.097308,0.046622,0.059977,0.126416,-0.043701,0.162713,0.045336,"miss",-0.025069,0.999438,0.938185,"no"
49,"A",1,49,23,"Pl",0.085,0.06,"Narrow",0.059154,0.093126,0.107777,0.041283,0.122076,0.061716,-0.006468,0.077163,0.052222,"miss",-0.006932,0.967239,0.922343,"no"
49,"A",1,50,24,"Pl",0.085,0.06,"Narrow",-0.078588,0.04002,-0.090929,-0.11105,-0.070278,-0.057912,-0.084145,-0.069556,-0.003327,"miss",0.075261,0.609405,0.249586,"no"
49,"A",1,51,25,"Pl",0.085,0.06,"Narrow",-0.131944,0.073704,-0.10068,-0.163497,-0.131611,-0.085926,-0.177566,-0.101121,-0.160406,"miss",-0.028462,0.341624,0.314581,"no"
49,"A",1,53,26,"Pl",0.085,0.06,"Narrow",0.036819,0.076607,0.034975,0.035744,0.092736,0.06897,0.006978,-0.020331,0.041627,"hit",0.004808,0.942071,0.932873,"no"
49,"A",1,55,27,"Pl",0.085,0.06,"Narrow",-0.025769,0.081088,-0.055589,-0.091695,-0.042485,-0.037282,-0.001009,0.043628,-0.012203,"miss",0.013565,0.994892,0.999761,"no"
49,"A",1,57,28,"Pl",0.085,0.06,"Narrow",-0.032405,0.136828,-0.008552,0.009251,-0.122682,0.039171,-0.090723,0.002957,-0.007953,"hit",0.024452,0.962349,0.999891,"no"
49,"A",1,58,29,"Pl",0.085,0.06,"Narrow",0.127802,0.123222,0.165267,0.159798,0.232556,0.098394,0.110056,0.038207,0.078601,"miss",-0.049201,0.990833,0.867645,"no"
49,"A",1,60,30,"Pl",0.085,0.06,"Narrow",-0.010327,0.088786,-0.061707,0.035924,-0.052858,-0.027253,-0.061452,0.054004,-0.004776,"miss",0.005551,0.999081,0.999997,"no"
49,"A",2,63,31,"Pl",0.085,0.06,"Narrow",-0.018197,0.080912,-0.010227,-0.027773,0.044646,-0.052503,-0.0537,-0.001653,-0.00478,"hit",0.013417,0.98893,0.996726,"no"
49,"A",2,64,32,"Pl",0.085,0.06,"Narrow",-0.000689,0.111592,-0.012019,-0.043213,0.011873,0.095666,0.002053,-0.069824,0.085305,"miss",0.085993,0.220997,0.451408,"no"
49,"A",2,66,33,"Pl",0.085,0.06,"Narrow",-0.052218,0.072656,-0.045659,-0.041462,-0.108172,-0.0437,-0.008104,-0.05965,0.029457,"miss",0.081674,0.427952,0.561432,"no"
49,"A",2,67,34,"Pl",0.085,0.06,"Narrow",-0.018265,0.156047,0.024504,-0.03138,0.097849,-0.106184,-0.069622,0.018014,-0.07169,"miss",-0.053425,0.483574,0.665741,"no"
49,"A",2,68,35,"Pl",0.085,0.06,"Narrow",0.219922,0.100667,0.147982,0.216026,0.166593,0.27751,0.276121,0.163358,0.123363,"miss",-0.096559,0.893532,0.887581,"no"
49,"A",2,69,36,"Pl",0.085,0.06,"Narrow",-0.095655,0.15251,-0.12846,-0.008703,-0.181164,-0.11164,-0.012303,-0.164467,-0.051709,"miss",0.043947,0.97023,0.92675,"no"
49,"A",2,71,37,"Pl",0.085,0.06,"Narrow",-0.027116,0.075862,-0.008124,0.00869,-0.015894,-0.066896,-0.075505,0.014025,0.004551,"hit",0.031667,0.900075,0.942061,"no"
49,"A",2,74,38,"Pl",0.085,0.06,"Narrow",0.011283,0.065178,0.022751,0.045206,0.042995,-0.027036,-0.013657,0.008905,0.024151,"hit",0.012868,0.944887,0.947703,"no"
49,"A",2,76,39,"Pl",0.085,0.06,"Narrow",-0.031561,0.081854,-0.061406,-0.009294,-0.037737,-0.090926,0.019685,-0.039533,-0.028641,"miss",0.00292,0.988289,0.97877,"no"
49,"A",2,77,40,"Pl",0.085,0.06,"Narrow",-0.135637,0.069303,-0.129545,-0.138204,-0.163329,-0.151462,-0.074618,-0.150572,-0.04722,"miss",0.088417,0.680489,0.817656,"no"
49,"A",2,78,41,"Pl",0.085,0.06,"Narrow",-0.008841,0.081675,-0.011288,0.018724,-0.023826,-0.079531,-0.000562,0.04099,-0.047397,"miss",-0.038556,0.702312,0.769626,"no"
49,"A",2,81,42,"Pl",0.085,0.06,"Narrow",0.004102,0.098392,0.019264,0.014936,-0.06788,-0.036981,0.002563,0.107871,0.023781,"hit",0.019679,0.913131,0.943436,"no"
49,"A",2,82,43,"Pl",0.085,0.06,"Narrow",-0.121247,0.159851,-0.101427,-0.077671,-0.183149,0.007787,-0.167398,-0.185802,-0.025564,"miss",0.095682,0.533141,0.999881,"no"
49,"A",2,84,44,"Pl",0.085,0.06,"Narrow",0.000766,0.166539,0.016227,-0.112065,0.031821,0.083225,-0.075477,0.076326,-0.033766,"miss",-0.034533,0.785738,0.904944,"no"
49,"A",2,87,45,"Pl",0.085,0.06,"Narrow",-0.016704,0.167175,-0.017412,-0.172387,0.007041,0.010155,0.017474,0.054199,-0.008546,"hit",0.008158,0.998611,0.997736,"no"
49,"A",2,88,46,"Pl",0.085,0.06,"Narrow",-0.074267,0.081555,-0.07656,-0.057601,-0.029296,-0.053371,-0.045587,-0.185478,-0.00114,"miss",0.073127,0.617967,0.817396,"no"
49,"A",2,90,47,"Pl",0.085,0.06,"Narrow",0.107574,0.049046,0.11438,0.136684,0.083012,0.132816,0.091025,0.094334,0.089788,"miss",-0.017787,0.935749,0.977761,"no"
49,"A",2,93,48,"Pl",0.085,0.06,"Narrow",0.022457,0.086797,0.01321,0.049624,0.068496,0.059807,-0.025523,-0.040119,0.087324,"miss",0.064867,0.341686,0.456735,"no"
49,"A",2,95,49,"Pl",0.085,0.06,"Narrow",0.007553,0.069423,-0.024155,-0.024442,0.066289,0.002785,-0.01031,0.003445,-0.019392,"hit",-0.026945,0.884691,0.906667,"no"
49,"A",2,96,50,"Pl",0.085,0.06,"Narrow",0.108737,0.079237,0.132468,0.14788,0.150619,0.097467,0.055881,0.091835,0.03579,"miss",-0.072947,0.757523,0.928703,"no"
49,"A",2,98,51,"Pl",0.085,0.06,"Narrow",-0.070411,0.054904,-0.047148,-0.034209,-0.055216,-0.099785,-0.054554,-0.108292,-0.026715,"miss",0.043697,0.919057,0.884878,"no"
49,"A",2,100,52,"Pl",0.085,0.06,"Narrow",-0.279641,0.121337,-0.266538,-0.216763,-0.335349,-0.30374,-0.201275,-0.341076,-0.198968,"miss",0.080672,0.969302,0.309713,"no"
49,"A",2,101,53,"Pl",0.085,0.06,"Narrow",0.029676,0.079651,0.030967,0.094809,0.034807,0.019294,0.049333,-0.049861,-0.028076,"miss",-0.057753,0.624661,0.753894,"no"
49,"A",2,102,54,"Pl",0.085,0.06,"Narrow",-0.088804,0.047686,-0.099898,-0.109276,-0.110612,-0.105957,-0.094325,-0.023853,-0.108209,"hit",-0.019404,0.611712,0.625017,"no"
49,"A",2,106,55,"Pl",0.085,0.06,"Narrow",-0.010367,0.060807,-0.013425,0.032226,-0.027577,-0.004181,-0.049539,-0.002765,0.019455,"miss",0.029822,0.866969,0.86949,"no"
49,"A",2,113,56,"Pl",0.085,0.06,"Narrow",-0.026476,0.101189,-0.018219,-0.069184,-0.036573,-0.098019,-0.01066,0.082055,0.005146,"miss",0.031623,0.898663,0.970073,"no"
49,"A",2,114,57,"Pl",0.085,0.06,"Narrow",0.038748,0.075918,0.022096,0.064446,0.010816,-0.003872,0.088747,0.033605,0.035647,"hit",-0.003101,0.980543,0.969775,"no"
49,"A",2,115,58,"Pl",0.085,0.06,"Narrow",-0.005637,0.12438,0.006296,0.030443,0.029019,0.037494,-0.110941,-0.014202,0.423333,"miss",0.42897,0,0,"yes"
49,"A",2,117,59,"Pl",0.085,0.06,"Narrow",-0.103314,0.096304,-0.039494,-0.124603,-0.054518,-0.176997,-0.072453,-0.087999,0.000506,"miss",0.10382,0.371495,0.7743,"no"
49,"A",2,120,60,"Pl",0.085,0.06,"Narrow",0.014988,0.128193,0.020996,0.048083,0.11303,0.028225,0.019362,-0.133761,0.035188,"hit",0.020201,0.877945,0.911362,"no"
49,"A",3,121,61,"Pl",0.085,0.06,"Narrow",0.05271,0.093916,0.066379,0.083155,0.045302,0.116881,0.077218,-0.059004,0.058007,"hit",0.005297,0.898589,0.863481,"no"
49,"A",3,123,62,"Pl",0.085,0.06,"Narrow",-0.078096,0.05347,-0.047895,-0.037314,-0.072459,-0.111253,-0.075887,-0.093566,-0.056119,"hit",0.021977,0.996731,0.999993,"no"
49,"A",3,124,63,"Pl",0.085,0.06,"Narrow",0.023017,0.091286,0.046003,0.011044,-0.051757,0.067261,0.046479,0.042057,0.029657,"miss",0.00664,0.958934,0.954913,"no"
49,"A",3,125,64,"Pl",0.085,0.06,"Narrow",-0.012033,0.134626,-0.003259,0.054339,-0.044147,0.0085,-0.119596,0.040737,0.024227,"miss",0.03626,0.807704,0.929028,"no"
49,"A",3,128,65,"Pl",0.085,0.06,"Narrow",0.116081,0.17295,0.079897,0.206189,0.053857,0.197498,0.00983,0.113032,0.043408,"miss",-0.072674,0.788038,0.963609,"no"
49,"A",3,129,66,"Pl",0.085,0.06,"Narrow",0.083345,0.144427,0.060705,0.192638,0.081631,0.01873,0.015646,0.10808,0.078636,"miss",-0.004709,0.897051,0.738502,"no"
49,"A",3,130,67,"Pl",0.085,0.06,"Narrow",-0.071172,0.112051,-0.064448,0.01478,-0.089024,-0.097461,-0.13473,-0.049424,-0.022162,"miss",0.04901,0.876532,0.998409,"no"
49,"A",3,131,68,"Pl",0.085,0.06,"Narrow",0.054565,0.121527,0.044425,0.028672,0.028587,0.148757,0.104021,-0.03721,0.065014,"miss",0.010449,0.845515,0.796802,"no"
49,"A",3,135,69,"Pl",0.085,0.06,"Narrow",0.030925,0.091685,0.040982,0.047379,-0.044779,0.079629,0.035871,0.036525,0.013926,"miss",-0.016999,0.990791,0.999983,"no"
49,"A",3,136,70,"Pl",0.085,0.06,"Narrow",-0.010906,0.118369,0.005096,0.054178,-0.001004,-0.070055,-0.084094,0.046442,-0.000529,"hit",0.010377,0.990692,0.998945,"no"
49,"A",3,137,71,"Pl",0.085,0.06,"Narrow",-0.195017,0.095764,-0.183589,-0.269685,-0.205278,-0.141386,-0.170474,-0.188263,-0.139458,"miss",0.055559,0.982419,0.703384,"no"
49,"A",3,138,72,"Pl",0.085,0.06,"Narrow",0.14856,0.126986,0.137281,0.036633,0.180721,0.13475,0.189568,0.20113,0.186501,"miss",0.037941,0.208919,0.139795,"no"
49,"A",3,142,73,"Pl",0.085,0.06,"Narrow",0.130336,0.139748,0.087643,0.049777,0.115043,0.067445,0.217299,0.202114,0.169225,"miss",0.038889,0.249604,0.18385,"no"
49,"A",3,147,74,"Pl",0.085,0.06,"Narrow",-0.063776,0.08167,-0.07764,-0.027332,-0.102627,-0.118616,-0.063975,-0.006331,0.001453,"miss",0.065229,0.671883,0.842578,"no"
49,"A",3,150,75,"Pl",0.085,0.06,"Narrow",-0.041149,0.190193,-0.006246,0.062275,-0.020248,-0.033208,-0.198684,-0.015879,0.087666,"miss",0.128814,0.065843,0.47802,"no"
49,"A",3,155,76,"Pl",0.085,0.06,"Narrow",-0.005107,0.130514,0.011452,-0.094204,-0.005043,0.086738,0.017283,-0.030312,-0.019897,"miss",-0.01479,0.945734,0.967452,"no"
49,"A",3,158,77,"Pl",0.085,0.06,"Narrow",-0.102831,0.096122,-0.116185,-0.074575,-0.156513,-0.111775,-0.031192,-0.140099,-0.125757,"hit",-0.022926,0.511869,0.451128,"no"
49,"A",3,160,78,"Pl",0.085,0.06,"Narrow",0.075824,0.119371,0.048287,0.156903,-0.003615,0.104209,0.052405,0.069217,0.090175,"miss",0.014351,0.725209,0.648274,"no"
49,"A",3,162,79,"Pl",0.085,0.06,"Narrow",0.053392,0.059778,0.070659,0.008078,0.076833,0.084235,0.053195,0.044618,0.078187,"hit",0.024795,0.689643,0.689016,"no"
49,"A",3,164,80,"Pl",0.085,0.06,"Narrow",0.061289,0.119561,0.056424,0.095695,0.116925,0.079925,-0.036899,0.050797,0.139942,"miss",0.078653,0.13359,0.228697,"no"
49,"A",3,165,81,"Pl",0.085,0.06,"Narrow",0.111137,0.063848,0.10524,0.098327,0.081141,0.164107,0.096895,0.115212,0.069419,"miss",-0.041718,0.995365,0.999496,"no"
49,"A",3,166,82,"Pl",0.085,0.06,"Narrow",-0.019029,0.040457,-0.076248,0.004729,-0.025696,-0.033887,0.005919,-0.04621,-0.010647,"miss",0.008382,0.999135,0.991353,"no"
49,"A",3,167,83,"Pl",0.085,0.06,"Narrow",0.050816,0.134587,0.004937,0.097858,0.087084,0.01081,-0.058283,0.116613,0.07305,"miss",0.022234,0.73031,0.718847,"no"
49,"A",3,168,84,"Pl",0.085,0.06,"Narrow",-0.086305,0.095211,-0.103461,-0.109956,-0.066773,-0.164549,-0.092557,0.002308,-0.142747,"miss",-0.056441,0.225865,0.259919,"no"
49,"A",3,171,85,"Pl",0.085,0.06,"Narrow",-0.014145,0.07684,-0.038217,0.033925,-0.004927,-0.035769,0.025937,-0.089893,-0.004455,"miss",0.009691,0.99491,0.998311,"no"
49,"A",3,174,86,"Pl",0.085,0.06,"Narrow",-0.019174,0.056229,-0.024797,-0.009685,-0.067096,-0.000845,-0.032088,0.013842,-0.005263,"miss",0.013911,0.988417,0.98548,"no"
49,"A",3,175,87,"Pl",0.085,0.06,"Narrow",-0.117939,0.09617,-0.083428,-0.15612,-0.117173,-0.122095,-0.186708,-0.007597,-0.106357,"miss",0.011582,0.854885,0.69402,"no"
49,"A",3,176,88,"Pl",0.085,0.06,"Narrow",-0.127777,0.049735,-0.130797,-0.123103,-0.108212,-0.091526,-0.135589,-0.180456,-0.123089,"hit",0.004688,0.745776,0.812289,"no"
49,"A",3,178,89,"Pl",0.085,0.06,"Narrow",0.014545,0.083615,-0.040143,-0.038631,0.026276,0.07641,0.000852,0.00782,0.055437,"miss",0.040892,0.651056,0.724582,"no"
49,"A",3,179,90,"Pl",0.085,0.06,"Narrow",0.092329,0.213318,0.074902,-0.026297,-0.003502,0.120211,0.237382,0.133852,0.059972,"hit",-0.032357,0.99944,0.83633,"no"
65,"A",1,3,1,"Pl",0.085,0.06,"Narrow",-0.056811,0.108503,-0.084936,-0.148774,-0.047867,-0.084446,-0.030362,0.027392,-0.014084,"miss",0.042728,0.889958,0.993743,"no"
65,"A",1,4,2,"Pl",0.085,0.06,"Narrow",0.04707,0.103884,0.057204,0.005675,0.042641,0.029316,0.139461,0.018259,-0.017646,"miss",-0.064717,0.610175,0.858072,"no"
65,"A",1,6,3,"Pl",0.085,0.06,"Narrow",-0.036338,0.131637,-0.029868,-0.06649,-0.116764,0.060632,-0.05383,-0.005239,-0.488898,"miss",-0.45256,0,0,"yes"
65,"A",1,9,4,"Pl",0.085,0.06,"Narrow",0.105758,0.111569,0.109058,0.035443,0.166495,0.052923,0.132209,0.141721,0.018815,"miss",-0.086943,0.576907,0.957354,"no"
65,"A",1,11,5,"Pl",0.085,0.06,"Narrow",-0.052374,0.093395,-0.050991,-0.10519,-0.086568,-0.016037,0.006176,-0.060251,-0.054811,"hit",-0.002437,0.922283,0.885729,"no"
65,"A",1,12,6,"Pl",0.085,0.06,"Narrow",0.035246,0.059862,0.087191,0.065119,0.061577,0.02732,-0.008688,0.0309,-0.362958,"miss",-0.398204,0,0,"yes"
65,"A",1,13,7,"Pl",0.085,0.06,"Narrow",-0.037575,0.057839,-0.072262,-0.081696,-0.027726,-0.020646,-0.006467,-0.051338,-0.039545,"miss",-0.00197,0.957964,0.959368,"no"
65,"A",1,14,8,"Pl",0.085,0.06,"Narrow",-0.116089,0.039303,-0.09501,-0.139149,-0.092047,-0.109452,-0.135031,-0.104764,-0.106232,"hit",0.009856,0.843971,0.957841,"no"
65,"A",1,15,9,"Pl",0.085,0.06,"Narrow",0.091742,0.032663,0.152167,0.109192,0.076131,0.112213,0.08702,0.074156,0.076525,"miss",-0.015217,0.953137,0.993948,"no"
65,"A",1,16,10,"Pl",0.085,0.06,"Narrow",-0.04076,0.140269,-0.021699,-0.096693,-0.138857,-0.021429,0.034525,0.018652,0.003945,"miss",0.044705,0.81944,0.979347,"no"
65,"A",1,18,11,"Pl",0.085,0.06,"Narrow",-0.108401,0.06791,-0.111852,-0.059226,-0.152931,-0.104053,-0.098347,-0.127449,-0.103269,"hit",0.005132,0.821864,0.78507,"no"
65,"A",1,22,12,"Pl",0.085,0.06,"Narrow",-0.068724,0.07807,-0.108131,-0.115845,-0.116489,-0.061179,-0.048366,-0.001741,-0.118607,"hit",-0.049883,0.337615,0.370995,"no"
65,"A",1,24,13,"Pl",0.085,0.06,"Narrow",0.053155,0.124976,0.019111,-0.009171,0.062729,0.137523,-0.011989,0.086683,-0.009927,"miss",-0.063082,0.65502,0.930589,"no"
65,"A",1,25,14,"Pl",0.085,0.06,"Narrow",0.066645,0.232858,0.062793,0.264535,0.049116,-0.048785,0.075345,-0.006984,0.015717,"miss",-0.050928,0.843833,0.995163,"no"
65,"A",1,26,15,"Pl",0.085,0.06,"Narrow",0.148914,0.10996,0.126844,0.145379,0.236627,0.122911,0.088027,0.151627,0.146094,"miss",-0.00282,0.639137,0.407569,"no"
65,"A",1,28,16,"Pl",0.085,0.06,"Narrow",0.00151,0.062309,0.056417,-0.006512,-0.040755,0.0211,0.041819,-0.008104,-0.008383,"miss",-0.009892,0.982067,0.982984,"no"
65,"A",1,31,17,"Pl",0.085,0.06,"Narrow",0.072858,0.121275,0.050304,0.117356,0.07383,-0.03213,0.056541,0.148694,-0.00719,"miss",-0.080048,0.527598,0.905024,"no"
65,"A",1,33,18,"Pl",0.085,0.06,"Narrow",0.156549,0.099382,0.14292,0.184579,0.169857,0.06855,0.141635,0.218124,0.076996,"miss",-0.079553,0.856337,0.986067,"no"
65,"A",1,39,19,"Pl",0.085,0.06,"Narrow",-0.092447,0.110603,-0.081518,-0.089242,-0.0892,-0.19053,-0.0471,-0.046162,-0.088361,"hit",0.004086,0.864287,0.726637,"no"
65,"A",1,41,20,"Pl",0.085,0.06,"Narrow",-0.063168,0.129324,-0.035396,-0.167927,-0.031802,-0.043654,0.002781,-0.07524,-0.060311,"miss",0.002857,0.93463,0.845619,"no"
65,"A",1,44,21,"Pl",0.085,0.06,"Narrow",-0.140357,0.081546,-0.122788,-0.118286,-0.211999,-0.109358,-0.136486,-0.125657,-0.126364,"hit",0.013993,0.803129,0.666053,"no"
65,"A",1,46,22,"Pl",0.085,0.06,"Narrow",-0.085679,0.10201,-0.118763,-0.111951,-0.143703,-0.068586,-0.008029,-0.096125,-0.100446,"miss",-0.014767,0.681074,0.60829,"no"
65,"A",1,49,23,"Pl",0.085,0.06,"Narrow",0.129112,0.061995,0.108613,0.088456,0.160981,0.158688,0.11188,0.125554,0.09799,"hit",-0.031122,0.971754,0.963648,"no"
65,"A",1,51,24,"Pl",0.085,0.06,"Narrow",-0.122444,0.153007,-0.129786,-0.092413,-0.150266,-0.087585,-0.257122,-0.024834,-0.09173,"miss",0.030714,0.979663,0.700561,"no"
65,"A",1,52,25,"Pl",0.085,0.06,"Narrow",0.164183,0.083436,0.119789,0.144695,0.174561,0.189986,0.093007,0.218669,0.1673,"miss",0.003117,0.504748,0.3755,"no"
65,"A",1,53,26,"Pl",0.085,0.06,"Narrow",-0.033593,0.053476,-0.055153,-0.012444,-0.022261,0.002287,-0.054305,-0.081242,-0.006457,"miss",0.027136,0.949044,0.928109,"no"
65,"A",1,55,27,"Pl",0.085,0.06,"Narrow",0.017857,0.09209,0.018815,-0.064332,0.02403,0.055073,0.026702,0.04781,0.031997,"hit",0.01414,0.920595,0.930582,"no"
65,"A",1,56,28,"Pl",0.085,0.06,"Narrow",0.060154,0.052163,0.068206,0.048458,0.027704,0.094367,0.078657,0.051585,0.034742,"miss",-0.025412,0.994019,0.980212,"no"
65,"A",1,57,29,"Pl",0.085,0.06,"Narrow",0.069538,0.063539,0.052854,0.044696,0.09814,0.046216,0.113265,0.04537,0.046964,"hit",-0.022574,0.999937,0.998943,"no"
65,"A",1,59,30,"Pl",0.085,0.06,"Narrow",-0.027121,0.117944,-0.008315,0.038674,-0.103804,-0.006575,0.022021,-0.085922,0.028639,"miss",0.055761,0.638674,0.860545,"no"
65,"A",2,63,31,"Pl",0.085,0.06,"Narrow",-0.035107,0.107392,-0.045518,-0.021167,-0.038854,0.033374,-0.116551,-0.032339,-0.003722,"miss",0.031386,0.923367,0.989317,"no"
65,"A",2,64,32,"Pl",0.085,0.06,"Narrow",-0.024105,0.04096,0.009783,-0.000056,-0.009873,-0.040187,-0.049322,-0.021085,-0.030171,"miss",-0.006066,0.960119,0.960361,"no"
65,"A",2,65,33,"Pl",0.085,0.06,"Narrow",0.113439,0.091368,0.085148,0.043048,0.092242,0.098602,0.153878,0.179424,0.095649,"hit",-0.01779,0.921675,0.788892,"no"
65,"A",2,67,34,"Pl",0.085,0.06,"Narrow",-0.096003,0.075358,-0.070686,-0.114351,-0.081896,-0.037235,-0.136503,-0.110028,-0.112154,"miss",-0.016151,0.622267,0.587775,"no"
65,"A",2,72,35,"Pl",0.085,0.06,"Narrow",-0.006868,0.092284,-0.03937,0.043692,-0.075238,-0.03466,0.011078,0.020788,0.018338,"miss",0.025206,0.897779,0.94305,"no"
65,"A",2,75,36,"Pl",0.085,0.06,"Narrow",0.011682,0.125062,0.047084,0.018338,0.052196,-0.097086,0.057053,0.027909,0.065637,"miss",0.053955,0.503294,0.679818,"no"
65,"A",2,76,37,"Pl",0.085,0.06,"Narrow",-0.024043,0.152556,-0.032643,0.020732,-0.129377,0.074929,-0.039857,-0.04664,-0.015736,"miss",0.008306,0.99998,0.990947,"no"
65,"A",2,78,38,"Pl",0.085,0.06,"Narrow",0.10967,0.157751,0.131784,0.084954,0.085725,0.007174,0.222972,0.147523,0.083236,"miss",-0.026434,0.979531,0.737403,"no"
65,"A",2,79,39,"Pl",0.085,0.06,"Narrow",-0.015517,0.041658,-0.0184,-0.005248,0.012248,-0.044527,-0.016354,-0.023705,-0.013535,"hit",0.001983,0.99793,0.999634,"no"
65,"A",2,81,40,"Pl",0.085,0.06,"Narrow",-0.055337,0.115378,-0.061955,-0.092763,0.047025,-0.041491,-0.071612,-0.117844,-0.082013,"miss",-0.026676,0.658993,0.66031,"no"
65,"A",2,84,41,"Pl",0.085,0.06,"Narrow",0.002732,0.131591,-0.010114,-0.002121,0.009736,0.105065,-0.078751,-0.020271,-0.00375,"hit",-0.006481,0.993647,0.99798,"no"
65,"A",2,86,42,"Pl",0.085,0.06,"Narrow",0.026576,0.102887,-0.017293,0.08405,-0.052502,0.027663,0.058159,0.015512,0.022167,"miss",-0.00441,0.995983,0.98512,"no"
65,"A",2,88,43,"Pl",0.085,0.06,"Narrow",-0.14729,0.093159,-0.132222,-0.222616,-0.119411,-0.153517,-0.10064,-0.140266,-0.186921,"miss",-0.039631,0.199565,0.16318,"no"
65,"A",2,91,44,"Pl",0.085,0.06,"Narrow",-0.03673,0.125013,-0.020726,-0.002297,-0.042132,-0.131903,-0.083373,0.076055,-0.024086,"hit",0.012644,0.999962,0.98447,"no"
65,"A",2,93,45,"Pl",0.085,0.06,"Narrow",-0.157911,0.137427,-0.124768,-0.155764,-0.108566,-0.245136,-0.0679,-0.212187,-0.154479,"miss",0.003432,0.60992,0.311073,"no"
