"Participant","Group","Block","TrialNumOrig","TrialNumByTT","TType","PriorSD","LikelihoodSD","LLType","LLMean","LSD","CoinX","Splash1X","Splash2X","Splash3X","Splash4X","Splash5X","NetX","Correct","deltaD","OI","OIc","Outlier"
91,"C",2,110,54,"pL",0.025,0.15,"Wide",-0.042424,0.279451,-0.041717,-0.066866,0.0574,0.165179,-0.01697,-0.350863,-0.094775,"miss",-0.052351,0.001063,0.00103,"no"
91,"C",2,112,55,"pL",0.025,0.15,"Wide",0.044117,0.146049,-0.00389,0.006896,0.139887,0.082041,-0.052499,0.044259,0.05146,"miss",0.007343,0.139658,0.138198,"no"
91,"C",2,114,56,"pL",0.025,0.15,"Wide",-0.024634,0.29061,0.028774,0.001019,0.092621,-0.261334,0.093166,-0.048643,0.00952,"miss",0.034154,0.922432,0.930217,"no"
91,"C",2,116,57,"pL",0.025,0.15,"Wide",-0.009448,0.207905,-0.004869,0.112071,-0.120229,0.093011,0.017912,-0.150004,0.030015,"miss",0.039462,0.490024,0.494842,"no"
91,"C",2,118,58,"pL",0.025,0.15,"Wide",0.057224,0.274052,0.025898,-0.116081,0.260793,0.072664,-0.000689,0.069435,0.033827,"hit",-0.023397,0.444302,0.424789,"no"
91,"C",2,119,59,"pL",0.025,0.15,"Wide",0.086749,0.325469,0.009068,-0.020145,0.251354,-0.103998,0.261639,0.044895,0.066903,"miss",-0.019846,0.0388,0.033767,"no"
91,"C",2,120,60,"pL",0.025,0.15,"Wide",-0.087561,0.225252,-0.039947,-0.117785,-0.013621,-0.264118,-0.148886,0.106603,-0.058381,"miss",0.029181,0.086722,0.078911,"no"
91,"C",3,121,61,"pL",0.025,0.15,"Wide",-0.08635,0.276558,0.003292,-0.093774,0.080941,-0.232209,-0.236471,0.049764,-0.034017,"miss",0.052333,0.457715,0.425657,"no"
91,"C",3,122,62,"pL",0.025,0.15,"Wide",-0.011939,0.194193,0.04994,-0.095913,-0.128251,-0.042364,0.100894,0.105941,-0.010124,"miss",0.001814,0.927968,0.92641,"no"
91,"C",3,124,63,"pL",0.025,0.15,"Wide",0.10026,0.411599,0.019537,-0.143154,0.129595,0.398597,-0.039483,0.155745,0.095454,"miss",-0.004806,0.001209,0.000964,"no"
91,"C",3,128,64,"pL",0.025,0.15,"Wide",-0.075318,0.308604,0.028748,-0.267024,-0.25676,-0.002304,0.026824,0.122672,0.036877,"hit",0.112195,0.307562,0.342024,"no"
91,"C",3,130,65,"pL",0.025,0.15,"Wide",0.093176,0.134432,0.021297,0.165857,0.061352,0.107773,-0.011504,0.142402,0.081893,"miss",-0.011283,0.007327,0.007425,"no"
91,"C",3,131,66,"pL",0.025,0.15,"Wide",0.003795,0.158417,0.025904,-0.024352,0.071731,0.027469,-0.129967,0.074094,0.018021,"hit",0.014226,0.778898,0.777892,"no"
91,"C",3,135,67,"pL",0.025,0.15,"Wide",-0.042624,0.423717,-0.016815,0.141715,-0.019695,-0.074616,-0.409778,0.149252,0.03714,"miss",0.079764,0.319263,0.344676,"no"
91,"C",3,136,68,"pL",0.025,0.15,"Wide",-0.158307,0.189218,0.039859,-0.192462,-0.045953,-0.107721,-0.297685,-0.147715,-0.115946,"miss",0.042361,0.000058,0.000046,"no"
91,"C",3,138,69,"pL",0.025,0.15,"Wide",-0.072704,0.187424,-0.019276,0.045597,-0.200553,-0.015876,-0.11197,-0.080719,-0.07336,"miss",-0.000656,0.01877,0.017587,"no"
91,"C",3,139,70,"pL",0.025,0.15,"Wide",-0.061549,0.165789,-0.004263,-0.209998,-0.076578,-0.034643,-0.009441,0.022917,-0.079981,"miss",-0.018433,0.008347,0.007996,"no"
91,"C",3,143,71,"pL",0.025,0.15,"Wide",-0.114159,0.398018,0.005309,-0.023632,-0.461271,-0.048225,0.04437,-0.082039,-0.041929,"miss",0.072231,0.308855,0.26744,"no"
91,"C",3,146,72,"pL",0.025,0.15,"Wide",-0.060535,0.313871,-0.039635,0.130179,-0.221191,0.104913,-0.132076,-0.184498,-0.085841,"miss",-0.025307,0.003948,0.003622,"no"
91,"C",3,148,73,"pL",0.025,0.15,"Wide",0.160615,0.362533,-0.02104,0.293422,-0.165628,0.180958,0.222826,0.271498,0.218692,"miss",0.058077,0,0,"no"
91,"C",3,149,74,"pL",0.025,0.15,"Wide",-0.015156,0.2409,0.004758,0.081273,-0.110999,0.105099,-0.17249,0.021338,-0.016528,"miss",-0.001372,0.816944,0.813388,"no"
91,"C",3,150,75,"pL",0.025,0.15,"Wide",0.045224,0.274198,0.054289,-0.035214,0.201209,-0.157612,0.070818,0.146917,0.084023,"miss",0.038799,0.004743,0.004539,"no"
91,"C",3,151,76,"pL",0.025,0.15,"Wide",0.095369,0.318214,0.023656,-0.051965,0.342347,0.102986,-0.03991,0.123386,0.074886,"miss",-0.020482,0.016939,0.014323,"no"
91,"C",3,152,77,"pL",0.025,0.15,"Wide",0.009288,0.372809,0.014141,0.013855,0.209163,0.181945,-0.246718,-0.111807,0.024964,"hit",0.015676,0.621649,0.621148,"no"
91,"C",3,154,78,"pL",0.025,0.15,"Wide",-0.049454,0.17114,-0.000537,0.000124,-0.068458,-0.137562,-0.158095,0.116723,-0.074202,"miss",-0.024748,0.015902,0.01535,"no"
91,"C",3,156,79,"pL",0.025,0.15,"Wide",-0.005427,0.153135,0.020313,-0.0382,-0.080821,-0.020298,0.122885,-0.010703,0.01953,"hit",0.024957,0.739844,0.73872,"no"
91,"C",3,161,80,"pL",0.025,0.15,"Wide",0.029841,0.37431,-0.023145,0.02512,0.238529,-0.047654,-0.259772,0.192983,0.056206,"miss",0.026365,0.091484,0.089596,"no"
91,"C",3,163,81,"pL",0.025,0.15,"Wide",-0.017012,0.438272,0.004329,0.054186,-0.239888,0.275197,-0.241085,0.066528,-0.020419,"miss",-0.003406,0.733418,0.72796,"no"
91,"C",3,164,82,"pL",0.025,0.15,"Wide",-0.0691,0.262221,-0.014062,0.057717,0.018885,-0.268802,-0.008815,-0.144487,-0.008976,"hit",0.060124,0.961438,0.947692,"no"
91,"C",3,165,83,"pL",0.025,0.15,"Wide",0.051104,0.43513,-0.031199,0.1349,-0.350333,0.162596,0.078625,0.22973,0.149316,"miss",0.098213,0,0,"no"
91,"C",3,168,84,"pL",0.025,0.15,"Wide",-0.003532,0.463967,0.017482,-0.04847,0.059083,0.242043,-0.385008,0.114693,0.093642,"miss",0.097174,0.001046,0.001193,"no"
91,"C",3,169,85,"pL",0.025,0.15,"Wide",0.05201,0.268412,-0.019657,-0.152858,0.002742,0.191456,0.141705,0.077005,0.066453,"miss",0.014443,0.036927,0.034822,"no"
91,"C",3,170,86,"pL",0.025,0.15,"Wide",-0.036469,0.241859,-0.032687,0.051549,-0.012661,-0.232378,0.071506,-0.060362,-0.07221,"miss",-0.035741,0.019131,0.018609,"no"
91,"C",3,173,87,"pL",0.025,0.15,"Wide",-0.055144,0.321732,-0.023705,0.093748,0.034227,-0.2538,-0.226961,0.077067,0.0225,"miss",0.077644,0.63893,0.670205,"no"
91,"C",3,175,88,"pL",0.025,0.15,"Wide",0.047897,0.125534,0.017561,-0.008687,0.123756,0.105043,-0.010919,0.030293,0.047833,"miss",-0.000064,0.18507,0.186823,"no"
91,"C",3,178,89,"pL",0.025,0.15,"Wide",-0.022004,0.27878,0.000047,-0.249329,0.013026,-0.023635,0.134394,0.015522,-0.027248,"miss",-0.005244,0.575233,0.569044,"no"
91,"C",3,179,90,"pL",0.025,0.15,"Wide",-0.005521,0.06716,0.042476,0.012764,0.01076,0.02201,-0.061592,-0.011546,0.022342,"miss",0.027862,0.674553,0.632971,"no"
115,"C",1,1,1,"pL",0.025,0.15,"Wide",0.07585,0.167566,-0.01119,0.110298,0.079076,0.003689,-0.048208,0.234393,-0.235279,"hit",-0.311128,0,0,"yes"
115,"C",1,2,2,"pL",0.025,0.15,"Wide",0.031593,0.257773,-0.026398,0.235608,0.061534,0.011127,0.0962,-0.246507,-0.066075,"miss",-0.097667,0.030417,0.033475,"no"
115,"C",1,5,3,"pL",0.025,0.15,"Wide",-0.035918,0.229308,-0.050275,-0.171123,-0.035112,0.026591,0.131718,-0.131663,-0.039795,"hit",-0.003877,0.309205,0.30204,"no"
115,"C",1,6,4,"pL",0.025,0.15,"Wide",0.022567,0.252431,0.06243,-0.159783,-0.06504,0.024263,0.158194,0.1552,0.016845,"miss",-0.005722,0.814545,0.808194,"no"
115,"C",1,8,5,"pL",0.025,0.15,"Wide",0.071942,0.17718,0.026602,0.162293,0.164349,0.04055,-0.043762,0.036281,-0.005241,"miss",-0.077183,0.960625,0.966245,"no"
115,"C",1,9,6,"pL",0.025,0.15,"Wide",0.024143,0.270889,0.022965,0.018518,-0.153186,-0.078873,0.190646,0.14361,-0.046319,"miss",-0.070462,0.179321,0.188912,"no"
115,"C",1,10,7,"pL",0.025,0.15,"Wide",0.04682,0.281318,-0.006627,0.118102,-0.09545,-0.117528,0.206069,0.122908,-0.07635,"miss",-0.12317,0.009093,0.010734,"no"
115,"C",1,12,8,"pL",0.025,0.15,"Wide",-0.030501,0.324322,0.016499,-0.188572,0.073596,-0.243941,0.110174,0.09624,0.03693,"miss",0.06743,0.329598,0.347328,"no"
115,"C",1,13,9,"pL",0.025,0.15,"Wide",0.09626,0.11239,0.023253,0.047082,0.133767,0.142045,0.017452,0.140952,0.051347,"miss",-0.044913,0.157082,0.17337,"no"
115,"C",1,15,10,"pL",0.025,0.15,"Wide",0.025069,0.227297,0.035748,0.149363,-0.103817,0.091078,-0.094887,0.083607,-0.261611,"miss",-0.286679,0,0,"yes"
115,"C",1,16,11,"pL",0.025,0.15,"Wide",0.061557,0.19082,0.02303,0.069506,-0.027937,0.164481,0.176127,-0.074389,0.069207,"miss",0.007649,0.028517,0.027047,"no"
115,"C",1,17,12,"pL",0.025,0.15,"Wide",-0.079581,0.241982,-0.00257,0.099511,0.026949,-0.123804,-0.092966,-0.307596,-0.032592,"miss",0.046989,0.486076,0.459542,"no"
115,"C",1,18,13,"pL",0.025,0.15,"Wide",0.013063,0.233378,-0.01572,-0.195248,0.049822,-0.019155,0.036427,0.193471,0.012441,"miss",-0.000622,0.892515,0.889941,"no"
115,"C",1,19,14,"pL",0.025,0.15,"Wide",0.054993,0.293883,0.036988,0.104938,0.26243,0.011768,-0.142245,0.038071,0.005106,"miss",-0.049887,0.989859,0.983093,"no"
115,"C",1,20,15,"pL",0.025,0.15,"Wide",-0.124604,0.351743,-0.000333,-0.410419,0.014273,-0.047163,-0.223073,0.043361,-0.011034,"hit",0.11357,0.955296,0.920285,"no"
115,"C",1,25,16,"pL",0.025,0.15,"Wide",-0.01524,0.402626,0.012578,0.165107,-0.332983,-0.088988,0.133823,0.046842,0.026947,"hit",0.042187,0.558405,0.571892,"no"
115,"C",1,27,17,"pL",0.025,0.15,"Wide",-0.000968,0.257902,0.002583,-0.220495,-0.060846,0.05696,0.078767,0.140775,-0.009109,"hit",-0.008141,0.937822,0.938225,"no"
115,"C",1,29,18,"pL",0.025,0.15,"Wide",0.061979,0.290569,0.008973,-0.06264,0.074692,0.235024,0.224215,-0.161397,-0.003741,"hit",-0.06572,0.977431,0.986555,"no"
115,"C",1,32,19,"pL",0.025,0.15,"Wide",0.0939,0.176462,0.004346,-0.01097,0.019317,0.108676,0.042283,0.310195,0.091724,"miss",-0.002176,0.002008,0.001837,"no"
115,"C",1,35,20,"pL",0.025,0.15,"Wide",0.123036,0.262948,0.028122,0.165021,-0.047921,0.008841,0.274765,0.214476,0.048475,"miss",-0.074562,0.204388,0.177492,"no"
115,"C",1,36,21,"pL",0.025,0.15,"Wide",0.053905,0.287131,-0.022953,0.083526,0.277759,-0.080951,0.121638,-0.13245,0.07977,"miss",0.025865,0.008352,0.007814,"no"
115,"C",1,38,22,"pL",0.025,0.15,"Wide",-0.016469,0.29178,0.006773,0.092628,-0.171786,0.188813,-0.087364,-0.104638,-0.115402,"miss",-0.098932,0.000032,0.000035,"no"
115,"C",1,40,23,"pL",0.025,0.15,"Wide",-0.015194,0.167913,0.028549,0.076835,-0.058918,0.032162,-0.139173,0.013126,-0.05125,"miss",-0.036056,0.133502,0.13232,"no"
115,"C",1,43,24,"pL",0.025,0.15,"Wide",-0.024105,0.173446,-0.031222,-0.033176,-0.070558,0.136057,-0.043977,-0.108873,-0.038066,"hit",-0.013961,0.336221,0.333061,"no"
115,"C",1,46,25,"pL",0.025,0.15,"Wide",-0.117936,0.227723,-0.037482,-0.113733,-0.29911,0.00741,-0.060523,-0.123725,0.008548,"miss",0.126485,0.898364,0.926378,"no"
115,"C",1,47,26,"pL",0.025,0.15,"Wide",0.010161,0.17992,0.015762,-0.103722,0.114307,0.094604,-0.020487,-0.033898,-0.001152,"miss",-0.011313,0.998418,0.998596,"no"
115,"C",1,49,27,"pL",0.025,0.15,"Wide",0.057985,0.171453,0.016196,0.126908,-0.029188,0.171179,0.083096,-0.062069,-0.218244,"miss",-0.27623,0,0,"yes"
115,"C",1,51,28,"pL",0.025,0.15,"Wide",-0.084381,0.24324,0.004204,-0.171694,0.010047,0.07837,-0.209422,-0.129207,-0.019109,"miss",0.065272,0.802208,0.774045,"no"
115,"C",1,53,29,"pL",0.025,0.15,"Wide",-0.011811,0.200821,-0.037332,0.062597,-0.009925,-0.19204,-0.001826,0.08214,0.01499,"miss",0.026801,0.83328,0.836743,"no"
115,"C",1,58,30,"pL",0.025,0.15,"Wide",0.039052,0.194559,0.007978,0.025666,-0.050095,0.178288,0.121471,-0.080069,0.018168,"hit",-0.020885,0.796213,0.787941,"no"
115,"C",2,64,31,"pL",0.025,0.15,"Wide",-0.013426,0.261936,-0.04316,-0.173164,0.014512,0.158699,-0.120936,0.05376,-0.024893,"miss",-0.011467,0.626017,0.623433,"no"
115,"C",2,66,32,"pL",0.025,0.15,"Wide",0.000493,0.191933,0.030655,0.006356,0.007287,-0.155712,0.110377,0.034157,0.042692,"hit",0.042199,0.242063,0.243209,"no"
115,"C",2,69,33,"pL",0.025,0.15,"Wide",-0.116296,0.104965,-0.01849,-0.110174,-0.069855,-0.186678,-0.167914,-0.04686,-0.07695,"miss",0.039346,0.014275,0.017793,"no"
115,"C",2,70,34,"pL",0.025,0.15,"Wide",-0.033974,0.279329,-0.002362,0.144827,0.124043,-0.124622,-0.107684,-0.206433,0.064354,"miss",0.098328,0.036091,0.040107,"no"
115,"C",2,72,35,"pL",0.025,0.15,"Wide",-0.017777,0.188162,-0.045311,-0.12801,-0.106678,0.081997,0.054408,0.009401,0.039713,"miss",0.05749,0.284205,0.288319,"no"
115,"C",2,73,36,"pL",0.025,0.15,"Wide",0.006002,0.248612,0.032094,0.167889,-0.118704,0.025589,0.118005,-0.162768,0.075639,"miss",0.069637,0.011748,0.012157,"no"
115,"C",2,77,37,"pL",0.025,0.15,"Wide",0.119285,0.10598,0.037068,0.171517,0.044213,0.148301,0.158233,0.074161,0.048651,"hit",-0.070634,0.200417,0.236187,"no"
115,"C",2,78,38,"pL",0.025,0.15,"Wide",-0.004993,0.214087,0.020417,-0.050646,-0.072639,0.057986,-0.161542,0.201879,-0.003249,"miss",0.001744,0.992485,0.992206,"no"
115,"C",2,80,39,"pL",0.025,0.15,"Wide",-0.007731,0.201353,0.023674,-0.102068,0.009052,0.121492,-0.124382,0.057252,-0.05858,"miss",-0.050849,0.070271,0.070657,"no"
115,"C",2,86,40,"pL",0.025,0.15,"Wide",0.08631,0.261117,0.001409,0.062939,-0.071864,0.260942,-0.010739,0.19027,-0.06098,"miss",-0.147289,0.043943,0.052831,"no"
115,"C",2,87,41,"pL",0.025,0.15,"Wide",0.070214,0.302824,-0.027007,0.055056,-0.184544,0.138904,0.005562,0.336091,-0.008897,"miss",-0.079111,0.913313,0.93475,"no"
115,"C",2,90,42,"pL",0.025,0.15,"Wide",0.065635,0.168452,0.004386,0.032397,-0.043335,-0.010705,0.105723,0.244096,-0.04345,"miss",-0.109085,0.203325,0.20815,"no"
115,"C",2,91,43,"pL",0.025,0.15,"Wide",-0.000218,0.163337,-0.021084,0.127177,0.042255,-0.023796,-0.084679,-0.062048,0.004762,"miss",0.00498,0.982466,0.982426,"no"
115,"C",2,94,44,"pL",0.025,0.15,"Wide",0.00345,0.162138,0.033518,0.036789,0.001941,-0.053908,-0.123369,0.155795,0.07967,"miss",0.076221,0.007145,0.00705,"no"
115,"C",2,95,45,"pL",0.025,0.15,"Wide",-0.021095,0.281197,-0.008132,-0.032066,0.091745,0.117071,-0.237875,-0.044351,0.114236,"miss",0.135331,0.000033,0.000041,"no"
115,"C",2,96,46,"pL",0.025,0.15,"Wide",-0.03121,0.223415,-0.029697,0.02254,-0.027555,-0.224494,0.065019,0.008442,-0.067636,"miss",-0.036426,0.030854,0.030254,"no"
115,"C",2,97,47,"pL",0.025,0.15,"Wide",-0.067629,0.556829,-0.004914,0.291894,-0.422068,-0.245303,0.085717,-0.048386,-0.037354,"miss",0.030275,0.3743,0.346555,"no"
115,"C",2,98,48,"pL",0.025,0.15,"Wide",0.027117,0.237072,0.038062,0.103476,-0.120169,0.191002,-0.000088,-0.038638,0.01861,"miss",-0.008507,0.779805,0.772097,"no"
115,"C",2,99,49,"pL",0.025,0.15,"Wide",-0.084585,0.432668,-0.008698,-0.321224,0.206448,0.097701,-0.172635,-0.233216,-0.041083,"miss",0.043502,0.309722,0.279344,"no"
115,"C",2,101,50,"pL",0.025,0.15,"Wide",-0.067826,0.236889,-0.014343,-0.143295,-0.241403,0.044325,0.015883,-0.014642,0.015812,"miss",0.083638,0.784815,0.809361,"no"
115,"C",2,102,51,"pL",0.025,0.15,"Wide",0.079335,0.405959,0.038534,-0.154467,-0.119539,0.324078,0.170777,0.175825,0.105131,"miss",0.025796,0.000251,0.000215,"no"
115,"C",2,104,52,"pL",0.025,0.15,"Wide",-0.032367,0.356879,-0.011355,-0.211104,0.079288,-0.267944,0.11364,0.124284,-0.012714,"hit",0.019653,0.896655,0.886125,"no"
115,"C",2,105,53,"pL",0.025,0.15,"Wide",-0.040408,0.205748,0.026263,-0.14397,-0.182407,-0.017078,-0.024559,0.165971,-0.039193,"miss",0.001216,0.322913,0.315365,"no"
115,"C",2,106,54,"pL",0.025,0.15,"Wide",-0.013105,0.443804,-0.008239,-0.077943,0.132309,0.18628,-0.373968,0.067796,0.038314,"miss",0.051419,0.312142,0.324096,"no"
115,"C",2,107,55,"pL",0.025,0.15,"Wide",0.027498,0.48392,0.01096,-0.208153,0.424385,-0.109786,0.064338,-0.033297,0.144912,"miss",0.117415,0,0,"no"
115,"C",2,108,56,"pL",0.025,0.15,"Wide",0.125173,0.116747,0.013774,0.146689,0.065236,0.073417,0.078282,0.262242,0.041129,"miss",-0.084044,0.32975,0.363404,"no"
115,"C",2,111,57,"pL",0.025,0.15,"Wide",-0.104224,0.197525,-0.000549,-0.100062,0.066127,-0.189218,-0.091765,-0.206202,-0.0705,"miss",0.033725,0.028099,0.025232,"no"
115,"C",2,118,58,"pL",0.025,0.15,"Wide",0.124883,0.297846,0.009157,0.381161,0.028077,0.091778,0.013018,0.110383,-0.015281,"miss",-0.140164,0.762707,0.818295,"no"
115,"C",2,119,59,"pL",0.025,0.15,"Wide",-0.123266,0.247274,0.0038,-0.114316,-0.293708,0.045672,-0.072122,-0.181857,0.008331,"hit",0.131598,0.899561,0.931737,"no"
115,"C",2,120,60,"pL",0.025,0.15,"Wide",0.05539,0.160846,-0.021007,0.17838,0.099749,-0.008106,-0.010884,0.017812,0.015121,"miss",-0.040269,0.865502,0.861562,"no"
115,"C",3,124,61,"pL",0.025,0.15,"Wide",0.097294,0.170883,0.024294,0.040965,0.12101,-0.042409,0.128943,0.237963,0.061824,"miss",-0.03547,0.065153,0.061606,"no"
115,"C",3,125,62,"pL",0.025,0.15,"Wide",-0.093511,0.139377,-0.020163,-0.129704,-0.100918,-0.037935,0.013433,-0.21243,-0.044436,"miss",0.049075,0.254661,0.257452,"no"
115,"C",3,126,63,"pL",0.025,0.15,"Wide",0.018773,0.286939,0.013193,-0.028102,0.021765,-0.159267,0.238837,0.020631,-0.03591,"miss",-0.054683,0.356068,0.368042,"no"
115,"C",3,127,64,"pL",0.025,0.15,"Wide",-0.029371,0.236803,0.029666,-0.130535,-0.180723,0.032103,0.106226,0.026071,0.015989,"hit",0.045361,0.803152,0.814422,"no"
115,"C",3,128,65,"pL",0.025,0.15,"Wide",-0.003345,0.203464,-0.014358,-0.051353,-0.032207,-0.057852,0.182522,-0.057834,0.111377,"miss",0.114721,0.00006,0.000064,"no"
115,"C",3,131,66,"pL",0.025,0.15,"Wide",-0.066038,0.353842,-0.001724,-0.267277,-0.046717,-0.006056,0.207768,-0.217908,-0.025821,"miss",0.040217,0.637821,0.60745,"no"
115,"C",3,133,67,"pL",0.025,0.15,"Wide",-0.110133,0.397814,-0.04935,-0.222408,0.15056,-0.382929,-0.097179,0.00129,0.00825,"miss",0.118384,0.906573,0.943871,"no"
115,"C",3,139,68,"pL",0.025,0.15,"Wide",0.103953,0.218095,0.010135,0.019729,0.070688,0.10492,0.298486,0.025943,-0.020928,"miss",-0.124882,0.644944,0.681443,"no"
115,"C",3,142,69,"pL",0.025,0.15,"Wide",0.029682,0.214055,-0.025013,0.113919,-0.031738,0.06817,0.179207,-0.181148,0.017275,"miss",-0.012407,0.809627,0.802359,"no"
115,"C",3,144,70,"pL",0.025,0.15,"Wide",0.001137,0.539575,0.008671,0.104189,-0.336332,-0.212744,0.344878,0.105693,-0.080449,"miss",-0.081586,0.006381,0.007012,"no"
115,"C",3,145,71,"pL",0.025,0.15,"Wide",0.020128,0.151648,-0.008792,0.081067,-0.040873,0.05072,-0.093459,0.103186,-0.006619,"hit",-0.026747,0.960862,0.960749,"no"
115,"C",3,149,72,"pL",0.025,0.15,"Wide",-0.020239,0.323069,-0.024236,-0.102789,0.268563,-0.123791,-0.008285,-0.134892,0.010032,"miss",0.030271,0.916599,0.923936,"no"
115,"C",3,151,73,"pL",0.025,0.15,"Wide",-0.087476,0.343057,0.030697,-0.005883,-0.362891,-0.194399,0.039936,0.085857,0.025867,"hit",0.113343,0.53773,0.587512,"no"
115,"C",3,152,74,"pL",0.025,0.15,"Wide",-0.031419,0.283111,0.003729,0.126879,0.147403,-0.090112,-0.02937,-0.311897,-0.019632,"miss",0.011787,0.7599,0.748953,"no"
115,"C",3,153,75,"pL",0.025,0.15,"Wide",-0.025016,0.369323,-0.035401,0.24812,-0.126421,-0.049931,-0.247422,0.050574,-0.071235,"miss",-0.046219,0.020594,0.020573,"no"
115,"C",3,154,76,"pL",0.025,0.15,"Wide",0.003111,0.167443,-0.006623,0.086264,0.016761,0.016073,0.102348,-0.205891,-0.024733,"miss",-0.027844,0.619155,0.619086,"no"
115,"C",3,156,77,"pL",0.025,0.15,"Wide",-0.056254,0.228627,0.015503,0.117675,-0.148632,-0.134038,-0.134115,0.017841,0.008436,"hit",0.064689,0.925768,0.938076,"no"
115,"C",3,159,78,"pL",0.025,0.15,"Wide",-0.033021,0.176715,0.004894,0.056199,0.073543,-0.049385,-0.13344,-0.112025,0.047425,"miss",0.080446,0.162253,0.165493,"no"
115,"C",3,160,79,"pL",0.025,0.15,"Wide",-0.046347,0.415645,-0.042377,0.23711,-0.264442,0.012632,-0.246205,0.029171,-0.051463,"hit",-0.005116,0.140285,0.133064,"no"
115,"C",3,161,80,"pL",0.025,0.15,"Wide",-0.031242,0.328326,-0.001304,0.029862,-0.29831,0.071955,-0.137106,0.177389,0.073929,"miss",0.10517,0.01276,0.014664,"no"
115,"C",3,162,81,"pL",0.025,0.15,"Wide",0.016986,0.166226,-0.002462,0.001215,-0.105605,0.064495,0.117355,0.00747,-0.071559,"miss",-0.088546,0.017503,0.01757,"no"
115,"C",3,164,82,"pL",0.025,0.15,"Wide",-0.153207,0.268616,-0.090065,-0.208109,-0.080285,-0.324617,0.031706,-0.184729,-0.005604,"miss",0.147603,0.998336,0.98595,"no"
115,"C",3,165,83,"pL",0.025,0.15,"Wide",-0.077208,0.212298,-0.026365,-0.217538,-0.160364,0.050351,-0.041257,-0.017232,-0.067971,"miss",0.009237,0.033899,0.031188,"no"
115,"C",3,168,84,"pL",0.025,0.15,"Wide",-0.08216,0.130181,-0.004223,-0.030647,0.010169,-0.142775,-0.074984,-0.172564,-0.072405,"miss",0.009755,0.021461,0.021917,"no"
115,"C",3,171,85,"pL",0.025,0.15,"Wide",-0.068846,0.338865,-0.010231,-0.173734,-0.268563,0.156837,-0.150065,0.091298,-0.148454,"miss",-0.079608,0,0,"no"
115,"C",3,173,86,"pL",0.025,0.15,"Wide",0.013722,0.282342,0.002411,0.032112,-0.097076,-0.193774,0.14333,0.184016,0.007367,"hit",-0.006355,0.962631,0.960282,"no"
115,"C",3,174,87,"pL",0.025,0.15,"Wide",-0.054725,0.292382,0.026308,-0.295722,-0.012799,0.099222,-0.080832,0.016505,-0.025968,"miss",0.028757,0.627015,0.604946,"no"
115,"C",3,175,88,"pL",0.025,0.15,"Wide",-0.02812,0.206887,0.006259,0.026071,-0.167974,-0.12837,-0.042656,0.172331,0.129996,"miss",0.158116,0.000002,0.000002,"no"
115,"C",3,177,89,"pL",0.025,0.15,"Wide",-0.02523,0.330963,0.018965,-0.28433,-0.029543,0.081078,0.150819,-0.044172,0.010367,"hit",0.035597,0.909374,0.918726,"no"
115,"C",3,178,90,"pL",0.025,0.15,"Wide",0.087546,0.12707,0.054128,0.079475,0.149801,0.006867,0.159518,0.04207,-0.032988,"miss",-0.120535,0.377873,0.353325,"no"
123,"C",1,1,1,"pL",0.025,0.15,"Wide",-0.093632,0.243632,0.009131,-0.245787,-0.074395,0.047847,-0.207787,0.011964,0.003077,"hit",0.096709,0.975824,0.987417,"no"
123,"C",1,2,2,"pL",0.025,0.15,"Wide",-0.091946,0.217118,-0.007343,-0.06858,0.036938,-0.036635,-0.254479,-0.136975,-0.009152,"hit",0.082794,0.966001,0.952338,"no"
123,"C",1,4,3,"pL",0.025,0.15,"Wide",0.015347,0.280032,-0.059008,-0.075994,0.136122,0.188343,-0.143003,-0.028733,0.003774,"miss",-0.011573,0.991257,0.989792,"no"
123,"C",1,5,4,"pL",0.025,0.15,"Wide",-0.061192,0.481518,-0.015867,-0.015389,0.311644,-0.312584,0.037912,-0.327542,-0.016677,"hit",0.044515,0.838918,0.811678,"no"
123,"C",1,6,5,"pL",0.025,0.15,"Wide",0.026953,0.360652,0.018818,0.341594,-0.097141,-0.077839,-0.040946,0.009098,-0.022206,"miss",-0.049159,0.664049,0.682131,"no"
123,"C",1,8,6,"pL",0.025,0.15,"Wide",-0.021574,0.204536,-0.027889,-0.15129,0.093018,0.003162,0.071359,-0.124118,-0.02488,"hit",-0.003306,0.631614,0.626829,"no"
123,"C",1,9,7,"pL",0.025,0.15,"Wide",0.127343,0.257928,0.036409,0.189864,0.243245,0.1031,-0.090775,0.191279,-0.004507,"miss",-0.13185,0.952018,0.975355,"no"
123,"C",1,10,8,"pL",0.025,0.15,"Wide",0.054224,0.318045,0.021171,0.237456,0.216557,-0.136637,0.026345,-0.072603,0.042657,"miss",-0.011567,0.266777,0.252582,"no"
123,"C",1,11,9,"pL",0.025,0.15,"Wide",-0.01576,0.184216,0.020666,-0.077688,0.150805,-0.021792,-0.018144,-0.111979,-0.012704,"miss",0.003056,0.889315,0.887124,"no"
123,"C",1,12,10,"pL",0.025,0.15,"Wide",0.015833,0.462154,-0.02431,0.260824,-0.314429,-0.13966,-0.019544,0.291973,-0.017643,"hit",-0.033476,0.77558,0.787021,"no"
123,"C",1,14,11,"pL",0.025,0.15,"Wide",-0.019812,0.122793,-0.013839,-0.054952,-0.041572,0.088398,-0.060192,-0.030739,0.025504,"miss",0.045316,0.589908,0.577794,"no"
