"Participant","Block","TrialNumOrig","TrialNumByLL","PriorSD","LikelihoodSD","LLType","LLMean","LSD","Coin","Splash1X","Splash2X","Splash3X","Splash4X","Splash5X","NetX","Correct","deltaD","OI","OIc","Outlier"
120,4,169,58,0.085,0.06,"Medium",-0.097589,0.121322,-0.054763,-0.075999,-0.118566,-0.010237,-0.176074,-0.10707,-0.101045,"miss",-0.003455,0.770987,0.617265,"no"
120,4,174,59,0.085,0.06,"Medium",-0.067342,0.109019,-0.030456,-0.010895,-0.122264,-0.036163,-0.133859,-0.033531,-0.068023,"miss",-0.000681,0.898164,0.820168,"no"
120,4,176,60,0.085,0.06,"Medium",0.00661,0.194365,0.023051,0.055477,-0.117075,-0.059949,0.131485,0.023111,0.000078,"miss",-0.006532,0.99622,0.999921,"no"
120,5,182,61,0.085,0.06,"Medium",-0.006925,0.115849,-0.06188,-0.079993,0.042833,-0.056161,0.048857,0.009839,-0.038715,"miss",-0.031789,0.791029,0.871109,"no"
120,5,183,62,0.085,0.06,"Medium",-0.045094,0.059967,-0.02989,0.005888,-0.063833,-0.047398,-0.031877,-0.088253,-0.049932,"miss",-0.004838,0.923723,0.923753,"no"
120,5,188,63,0.085,0.06,"Medium",0.026453,0.17418,0.027383,0.146946,-0.070402,0.062205,-0.045127,0.038646,0.034984,"hit",0.00853,0.941242,0.927185,"no"
120,5,190,64,0.085,0.06,"Medium",-0.115252,0.173243,-0.087226,-0.196978,-0.010516,-0.029705,-0.090581,-0.248478,-0.094077,"hit",0.021174,0.942379,0.646643,"no"
120,5,192,65,0.085,0.06,"Medium",-0.010949,0.138163,-0.022179,0.047816,-0.091608,-0.089651,0.036179,0.042517,0.012557,"miss",0.023506,0.9235,0.97748,"no"
120,5,196,66,0.085,0.06,"Medium",-0.049021,0.096895,-0.007593,-0.084486,0.016107,-0.051549,-0.109114,-0.016064,-0.045825,"miss",0.003196,0.965949,0.930341,"no"
120,5,197,67,0.085,0.06,"Medium",-0.118073,0.073781,-0.134868,-0.168319,-0.153441,-0.088957,-0.118833,-0.060812,-0.111081,"miss",0.006992,0.810514,0.740221,"no"
120,5,201,68,0.085,0.06,"Medium",-0.052124,0.163157,-0.00132,-0.187037,-0.017472,-0.050915,0.03252,-0.037714,-0.027045,"miss",0.025079,0.987977,0.978239,"no"
120,5,202,69,0.085,0.06,"Medium",-0.001689,0.084547,0.015612,-0.005311,0.020139,-0.051618,-0.051661,0.080006,-0.003317,"miss",-0.001628,0.999033,0.99917,"no"
120,5,203,70,0.085,0.06,"Medium",0.049129,0.036997,0.019745,0.04085,0.048197,0.071294,0.07143,0.013874,0.053807,"miss",0.004678,0.914769,0.938365,"no"
120,5,207,71,0.085,0.06,"Medium",0.06878,0.111844,0.088741,0.111109,0.152477,0.025938,0.032293,0.022081,0.027397,"miss",-0.041382,0.933242,0.999473,"no"
120,5,212,72,0.085,0.06,"Medium",-0.131013,0.073391,-0.039734,-0.070108,-0.130459,-0.114511,-0.134316,-0.20567,-0.115553,"miss",0.01546,0.852682,0.771568,"no"
120,5,213,73,0.085,0.06,"Medium",0.158601,0.182987,0.170311,0.046029,0.14133,0.195876,0.295133,0.114639,0.127451,"miss",-0.03115,0.910237,0.440751,"no"
120,5,217,74,0.085,0.06,"Medium",-0.04032,0.110831,0.000471,-0.118527,-0.062466,0.016334,0.009261,-0.046202,-0.046083,"miss",-0.005763,0.928552,0.900413,"no"
120,5,223,75,0.085,0.06,"Medium",0.012939,0.159949,0.039463,0.003503,-0.127811,0.000941,0.060333,0.127727,0.0092,"miss",-0.003739,0.999936,0.996475,"no"
122,1,3,1,0.085,0.06,"Medium",-0.040838,0.053679,-0.007365,-0.061605,-0.071407,-0.061995,-0.030036,0.020851,-0.05365,"miss",-0.012811,0.868935,0.869396,"no"
122,1,8,2,0.085,0.06,"Medium",-0.07919,0.099652,-0.054939,-0.134522,-0.056439,-0.018385,-0.129509,-0.057096,-0.074897,"miss",0.004293,0.906653,0.816529,"no"
122,1,11,3,0.085,0.06,"Medium",-0.005528,0.096126,-0.003488,-0.068199,0.047687,-0.034731,0.03481,-0.007204,-0.004753,"hit",0.000775,0.999772,0.999344,"no"
122,1,12,4,0.085,0.06,"Medium",0.027552,0.088171,-0.009371,0.067654,0.039348,0.005214,-0.043801,0.069344,-0.256871,"miss",-0.284423,0,0.000071,"yes"
122,1,13,5,0.085,0.06,"Medium",0.018611,0.128396,0.008056,-0.016165,-0.010562,-0.004742,0.135492,-0.010971,-0.003138,"hit",-0.021748,0.952349,0.99242,"no"
122,1,15,6,0.085,0.06,"Medium",-0.068982,0.080834,-0.06286,-0.088943,-0.01522,-0.080801,-0.122442,-0.037505,-0.094393,"miss",-0.025411,0.624038,0.617279,"no"
122,1,16,7,0.085,0.06,"Medium",0.096152,0.130825,0.041721,0.16093,0.053233,0.169105,0.020927,0.076563,0.113599,"miss",0.017447,0.610978,0.495785,"no"
122,1,20,8,0.085,0.06,"Medium",-0.024333,0.115575,-0.036265,-0.000954,0.061065,-0.095991,-0.041041,-0.044744,-0.025718,"hit",-0.001385,0.982049,0.969513,"no"
122,1,24,9,0.085,0.06,"Medium",0.030584,0.146892,0.040212,-0.047376,-0.036346,0.088997,0.117806,0.029838,0.101576,"miss",0.070993,0.264766,0.447812,"yes"
122,1,27,10,0.085,0.06,"Medium",0.022317,0.045066,0.02233,0.027571,0.047696,0.00661,-0.009898,0.039607,0.025137,"hit",0.00282,0.979068,0.982251,"no"
122,1,32,11,0.085,0.06,"Medium",-0.018207,0.155619,-0.02867,-0.105042,0.108919,-0.035688,-0.013552,-0.045672,-0.000118,"miss",0.018089,0.971216,0.998536,"no"
122,1,39,12,0.085,0.06,"Medium",0.030842,0.09766,0.031473,0.072205,0.050689,0.094332,0.021181,-0.084196,0.045434,"hit",0.014592,0.882911,0.883939,"no"
122,1,41,13,0.085,0.06,"Medium",-0.171004,0.126915,-0.13518,-0.209542,-0.227313,-0.13439,-0.072489,-0.211286,-0.16832,"miss",0.002684,0.5531,0.268641,"no"
122,1,44,14,0.085,0.06,"Medium",-0.124781,0.170721,-0.111432,-0.053599,-0.152295,-0.175475,0.00544,-0.247977,-0.150265,"miss",-0.025484,0.404537,0.26126,"no"
122,1,45,15,0.085,0.06,"Medium",-0.132084,0.051229,-0.098859,-0.142838,-0.151027,-0.148624,-0.088792,-0.129142,-0.117573,"miss",0.014511,0.839871,0.898662,"no"
122,2,47,16,0.085,0.06,"Medium",0.007493,0.116976,0.018831,0.019391,0.079728,-0.081976,0.024401,-0.00408,-0.000275,"miss",-0.007768,0.994401,0.999146,"no"
122,2,54,17,0.085,0.06,"Medium",0.065399,0.128926,0.053477,0.069297,0.076978,0.124903,-0.046787,0.102602,0.050452,"hit",-0.014946,0.99071,0.91227,"no"
122,2,56,18,0.085,0.06,"Medium",-0.047225,0.044726,-0.039891,-0.056605,-0.084785,-0.045176,-0.046941,-0.002619,-0.067342,"miss",-0.020117,0.771964,0.755523,"no"
122,2,58,19,0.085,0.06,"Medium",0.030367,0.158712,0.011812,0.045252,-0.066556,-0.061323,0.095184,0.139277,-0.001708,"hit",-0.032074,0.907195,0.993707,"no"
122,2,60,20,0.085,0.06,"Medium",-0.068563,0.102299,-0.078974,0.008129,-0.108586,-0.08038,-0.120168,-0.04181,-0.053057,"miss",0.015506,0.989324,0.93039,"no"
122,2,65,21,0.085,0.06,"Medium",-0.000448,0.156195,0.019382,-0.003573,0.092372,-0.050243,-0.110305,0.069511,-0.040488,"miss",-0.04004,0.721973,0.865592,"no"
122,2,66,22,0.085,0.06,"Medium",-0.076234,0.050878,-0.054414,-0.033467,-0.094252,-0.091123,-0.090656,-0.071672,-0.073388,"miss",0.002846,0.902886,0.927602,"no"
122,2,73,23,0.085,0.06,"Medium",0.142486,0.124913,0.100761,0.148215,0.108803,0.256328,0.124628,0.074456,0.136627,"miss",-0.005859,0.706232,0.433664,"no"
122,2,75,24,0.085,0.06,"Medium",0.059159,0.072619,0.032516,0.076956,0.054263,0.119555,0.031522,0.013497,0.057326,"miss",-0.001832,0.937817,0.91796,"no"
122,2,78,25,0.085,0.06,"Medium",0.047634,0.127826,0.032401,0.012443,-0.00823,0.146853,0.087207,-0.000105,0.038157,"hit",-0.009477,0.991865,0.946924,"no"
122,2,80,26,0.085,0.06,"Medium",-0.023543,0.100568,-0.032761,-0.099498,0.005328,0.028072,-0.05042,-0.001196,-0.007873,"miss",0.015669,0.98768,0.999563,"no"
122,2,81,27,0.085,0.06,"Medium",0.084388,0.107413,0.091516,0.020185,0.035626,0.094796,0.152447,0.118886,0.233237,"miss",0.148849,0.001801,0.011561,"yes"
122,2,82,28,0.085,0.06,"Medium",0.068064,0.096874,0.030942,-0.003322,0.084445,0.042648,0.124948,0.091603,0.063617,"miss",-0.004448,0.93546,0.870153,"no"
122,2,85,29,0.085,0.06,"Medium",-0.012241,0.098325,-0.026953,0.046094,-0.022226,-0.055916,0.045156,-0.074314,0.00303,"miss",0.015271,0.975018,0.991921,"no"
122,2,90,30,0.085,0.06,"Medium",0.113747,0.092663,0.09853,0.170311,0.0608,0.109921,0.068457,0.159248,0.119544,"miss",0.005796,0.68124,0.565092,"no"
122,3,92,31,0.085,0.06,"Medium",-0.162778,0.163712,-0.118416,-0.136395,-0.279926,-0.054998,-0.189969,-0.152603,-0.181402,"miss",-0.018624,0.343747,0.154173,"no"
122,3,95,32,0.085,0.06,"Medium",-0.089829,0.175738,-0.059791,-0.000181,-0.141143,0.031818,-0.137243,-0.202396,-0.056349,"hit",0.03348,0.99738,0.877807,"no"
122,3,97,33,0.085,0.06,"Medium",0.150992,0.076893,0.184559,0.122892,0.095696,0.137412,0.170473,0.228487,0.131603,"miss",-0.019389,0.825603,0.701597,"no"
122,3,100,34,0.085,0.06,"Medium",-0.025568,0.150981,-0.064772,-0.011978,-0.050048,-0.019046,0.107864,-0.154634,-0.011929,"miss",0.013639,0.994694,0.997006,"no"
122,3,103,35,0.085,0.06,"Medium",-0.068518,0.121808,-0.02691,-0.157034,-0.108155,-0.028483,-0.00823,-0.040686,-0.086094,"miss",-0.017576,0.719943,0.663268,"no"
122,3,106,36,0.085,0.06,"Medium",-0.109424,0.066374,-0.054755,-0.119866,-0.089564,-0.136976,-0.056181,-0.144533,-0.116362,"miss",-0.006938,0.684783,0.659561,"no"
122,3,107,37,0.085,0.06,"Medium",0.113031,0.06384,0.120543,0.083441,0.111461,0.09111,0.165153,0.113989,0.105343,"miss",-0.007688,0.834995,0.815489,"no"
122,3,110,38,0.085,0.06,"Medium",0.042364,0.123526,0.041702,0.132276,-0.018093,0.076468,-0.005544,0.026715,0.069114,"miss",0.026749,0.714356,0.733937,"no"
122,3,111,39,0.085,0.06,"Medium",0.01311,0.058279,0.042738,0.054317,0.005251,-0.007983,-0.019826,0.033792,0.015654,"miss",0.002544,0.990434,0.99054,"no"
122,3,115,40,0.085,0.06,"Medium",0.01525,0.116183,0.027676,-0.007738,0.111069,0.026184,-0.04408,-0.009186,0.027557,"hit",0.012307,0.940907,0.949594,"no"
122,3,119,41,0.085,0.06,"Medium",0.041677,0.117418,0.025535,0.135187,-0.025487,0.018742,0.042702,0.037239,0.045706,"miss",0.004029,0.937493,0.902852,"no"
122,3,120,42,0.085,0.06,"Medium",-0.084041,0.129414,-0.045435,-0.176057,-0.043218,-0.003777,-0.088286,-0.108867,-0.068834,"miss",0.015207,0.967785,0.831332,"no"
122,3,128,43,0.085,0.06,"Medium",-0.118388,0.064397,-0.103761,-0.111171,-0.15313,-0.161753,-0.102852,-0.063034,-0.122236,"miss",-0.003848,0.686088,0.665119,"no"
122,3,134,44,0.085,0.06,"Medium",-0.098102,0.021878,-0.102449,-0.090144,-0.103615,-0.108368,-0.081914,-0.106468,-0.101271,"hit",-0.003169,0.772282,0.922464,"no"
122,3,135,45,0.085,0.06,"Medium",0.090744,0.05786,0.037782,0.099592,0.046968,0.070356,0.08567,0.151135,0.086016,"miss",-0.004728,0.877541,0.88526,"no"
122,4,137,46,0.085,0.06,"Medium",-0.205279,0.048242,-0.186766,-0.2096,-0.226466,-0.229508,-0.170385,-0.190435,-0.197132,"hit",0.008147,0.48235,0.620575,"no"
122,4,139,47,0.085,0.06,"Medium",-0.013646,0.1479,0.027647,0.041206,-0.028293,0.028761,-0.14148,0.031577,-0.002001,"miss",0.011644,0.989867,0.999825,"no"
122,4,142,48,0.085,0.06,"Medium",0.087864,0.048698,0.090271,0.08827,0.072619,0.052062,0.114588,0.111779,0.082862,"hit",-0.005002,0.888434,0.927764,"no"
122,4,146,49,0.085,0.06,"Medium",-0.070182,0.070011,-0.019251,-0.063334,-0.015946,-0.067762,-0.112557,-0.091312,-0.099003,"miss",-0.02882,0.577661,0.579405,"no"
122,4,151,50,0.085,0.06,"Medium",-0.097471,0.099064,-0.07243,-0.089565,-0.160781,-0.115432,-0.023848,-0.097726,-0.096553,"miss",0.000918,0.818655,0.697777,"no"
122,4,152,51,0.085,0.06,"Medium",-0.063805,0.061514,-0.09998,-0.048839,-0.110993,-0.044772,-0.088535,-0.025886,-0.057228,"miss",0.006577,0.957681,0.954994,"no"
122,4,154,52,0.085,0.06,"Medium",0.08743,0.204228,0.122432,0.178685,0.01632,0.194156,-0.042692,0.090679,0.123181,"hit",0.035752,0.428392,0.377057,"no"
122,4,155,53,0.085,0.06,"Medium",-0.092001,0.114924,-0.077253,-0.126189,-0.091015,-0.109105,0.012882,-0.14658,-0.11594,"miss",-0.023939,0.548881,0.480486,"no"
122,4,159,54,0.085,0.06,"Medium",0.060066,0.193847,0.072757,-0.085732,0.077045,-0.016428,0.13854,0.186903,0.070963,"hit",0.010897,0.825117,0.736392,"no"
122,4,160,55,0.085,0.06,"Medium",-0.26382,0.104518,-0.24855,-0.239795,-0.249422,-0.339443,-0.313958,-0.176483,-0.281118,"miss",-0.017298,0.107966,0.03005,"no"
122,4,164,56,0.085,0.06,"Medium",0.153431,0.060168,0.14072,0.104805,0.134934,0.17594,0.159685,0.191789,0.14883,"hit",-0.004601,0.647455,0.646164,"no"
122,4,167,57,0.085,0.06,"Medium",0.11951,0.178155,0.122506,0.2726,0.097758,0.045812,0.070741,0.11064,0.110833,"hit",-0.008677,0.823112,0.517084,"no"
122,4,169,58,0.085,0.06,"Medium",-0.062731,0.141044,-0.084334,0.013546,-0.139538,-0.138305,-0.079836,0.030478,-0.010868,"miss",0.051863,0.823798,0.996828,"no"
122,4,177,59,0.085,0.06,"Medium",0.019834,0.117368,0.045311,-0.062783,0.079253,0.045739,-0.027581,0.064543,0.017299,"miss",-0.002535,0.99668,0.98867,"no"
122,4,180,60,0.085,0.06,"Medium",0.062063,0.13037,0.048949,0.085617,0.004452,-0.032705,0.113477,0.139475,0.073884,"miss",0.011821,0.808547,0.742355,"no"
122,5,181,61,0.085,0.06,"Medium",0.123026,0.092994,0.103451,0.16085,0.145504,0.073503,0.179085,0.056187,0.143496,"miss",0.02047,0.467649,0.385149,"no"
122,5,183,62,0.085,0.06,"Medium",-0.013182,0.102381,0.002403,0.018606,0.021807,0.040997,-0.081061,-0.066262,-0.015223,"miss",-0.002041,0.99171,0.98893,"no"
122,5,186,63,0.085,0.06,"Medium",-0.000218,0.087465,0.025177,-0.075354,0.033328,0.026267,-0.007485,0.022155,-0.009991,"miss",-0.009773,0.980639,0.987196,"no"
122,5,188,64,0.085,0.06,"Medium",0.019777,0.076185,0.008614,-0.03107,0.039099,-0.016549,0.011344,0.09606,0.007206,"hit",-0.01257,0.992782,0.997856,"no"
122,5,193,65,0.085,0.06,"Medium",0.044089,0.15643,0.055923,0.112916,-0.079603,0.032418,0.109641,0.045071,0.044248,"hit",0.000159,0.956661,0.90174,"no"
122,5,203,66,0.085,0.06,"Medium",-0.098598,0.078148,-0.049763,-0.112023,-0.048845,-0.053418,-0.122978,-0.155725,-0.088601,"miss",0.009997,0.900527,0.833056,"no"
122,5,204,67,0.085,0.06,"Medium",-0.017988,0.042068,-0.019278,-0.020638,-0.005858,-0.050739,0.005313,-0.018018,0.00431,"miss",0.022298,0.947727,0.889241,"no"
122,5,205,68,0.085,0.06,"Medium",0.029468,0.111038,0.004178,0.108555,0.008343,0.039353,-0.04483,0.035917,0.041974,"miss",0.012506,0.904521,0.900928,"no"
122,5,215,69,0.085,0.06,"Medium",0.037966,0.04585,0.050489,0.067461,0.00995,0.028807,0.056275,0.027337,0.033112,"miss",-0.004854,0.987892,0.995988,"no"
122,5,216,70,0.085,0.06,"Medium",-0.119569,0.063459,-0.138211,-0.159128,-0.122134,-0.095174,-0.078102,-0.143309,-0.129865,"hit",-0.010295,0.603231,0.588958,"no"
122,5,217,71,0.085,0.06,"Medium",-0.065545,0.129194,-0.070996,-0.126422,-0.0755,-0.127454,0.027512,-0.025863,-0.072652,"hit",-0.007107,0.84493,0.761183,"no"
122,5,218,72,0.085,0.06,"Medium",0.117945,0.072264,0.165429,0.094542,0.10517,0.173944,0.081773,0.134296,0.137444,"miss",0.019499,0.49879,0.464977,"no"
122,5,219,73,0.085,0.06,"Medium",0.12764,0.109701,0.125721,0.223529,0.122633,0.146279,0.098355,0.047403,0.116849,"hit",-0.010791,0.81699,0.595658,"no"
122,5,221,74,0.085,0.06,"Medium",0.103497,0.082664,0.122396,0.096186,0.137292,0.043529,0.072062,0.168414,0.108131,"hit",0.004634,0.7352,0.656605,"no"
122,5,223,75,0.085,0.06,"Medium",0.059415,0.038443,0.073166,0.049708,0.077145,0.030402,0.053052,0.086765,0.04227,"miss",-0.017144,0.998622,0.981105,"no"
124,1,1,1,0.085,0.06,"Medium",0.005571,0.090195,-0.019176,-0.009183,-0.038286,-0.05143,0.021109,0.105644,-0.008243,"hit",-0.013814,0.971559,0.984994,"no"
124,1,5,2,0.085,0.06,"Medium",0.164344,0.120232,0.111787,0.252602,0.199068,0.101034,0.128077,0.14094,0.181994,"miss",0.01765,0.348335,0.191245,"no"
124,1,7,3,0.085,0.06,"Medium",-0.102291,0.086614,-0.079019,-0.121303,-0.081414,-0.043841,-0.069092,-0.195804,-0.117338,"miss",-0.015047,0.615347,0.548642,"no"
124,1,12,4,0.085,0.06,"Medium",0.103223,0.073012,0.110845,0.144787,0.091099,0.052965,0.133366,0.093898,0.091975,"miss",-0.011248,0.898132,0.844676,"no"
124,1,15,5,0.085,0.06,"Medium",-0.212979,0.137145,-0.155265,-0.318214,-0.12985,-0.184587,-0.211416,-0.220827,-0.160643,"hit",0.052336,0.933354,0.377777,"no"
124,1,17,6,0.085,0.06,"Medium",-0.003741,0.077556,-0.00277,-0.065834,-0.020657,-0.016818,0.012421,0.072182,0.011852,"hit",0.015593,0.959327,0.971671,"no"
124,1,19,7,0.085,0.06,"Medium",-0.094915,0.050297,-0.12363,-0.09623,-0.112717,-0.083076,-0.052859,-0.129691,-0.081819,"miss",0.013096,0.933517,0.966557,"no"
124,1,21,8,0.085,0.06,"Medium",0.028345,0.231033,0.049252,0.014916,0.192135,-0.110765,-0.048696,0.094134,0.044305,"hit",0.01596,0.878112,0.878045,"no"
124,1,22,9,0.085,0.06,"Medium",0.02002,0.163062,0.019253,-0.039916,0.037046,0.117042,-0.091631,0.077558,-0.062353,"miss",-0.082373,0.3146,0.680037,"yes"
124,1,29,10,0.085,0.06,"Medium",0.0824,0.140829,0.028428,0.087638,0.047457,-0.016626,0.174261,0.119269,0.091481,"miss",0.009081,0.764549,0.63804,"no"
124,1,31,11,0.085,0.06,"Medium",-0.072228,0.164164,-0.079116,-0.217152,-0.014741,-0.034872,-0.086621,-0.007751,-0.079522,"hit",-0.007294,0.820554,0.699387,"no"
124,1,34,12,0.085,0.06,"Medium",-0.130089,0.069116,-0.124071,-0.145268,-0.087494,-0.144719,-0.088053,-0.184909,-0.146542,"miss",-0.016453,0.487098,0.454457,"no"
124,1,35,13,0.085,0.06,"Medium",-0.109498,0.108606,-0.067245,-0.065729,-0.040166,-0.128059,-0.176907,-0.136631,-0.210281,"miss",-0.100783,0.022393,0.044016,"yes"
124,1,36,14,0.085,0.06,"Medium",-0.045442,0.126271,-0.033452,-0.109966,-0.086834,0.01038,0.036409,-0.077201,-0.015108,"miss",0.030334,0.954345,0.999913,"no"
124,1,38,15,0.085,0.06,"Medium",0.104263,0.065271,0.114279,0.142725,0.073987,0.138645,0.111745,0.054215,0.11652,"hit",0.012257,0.64131,0.624623,"no"
124,2,49,16,0.085,0.06,"Medium",0.06948,0.11918,0.048028,-0.031206,0.109818,0.103181,0.044331,0.121274,0.080607,"miss",0.011127,0.789495,0.71458,"no"
124,2,53,17,0.085,0.06,"Medium",-0.029083,0.109485,-0.001778,-0.01256,0.052687,-0.021033,-0.096835,-0.067676,0.019744,"miss",0.048827,0.734023,0.902413,"no"
124,2,55,18,0.085,0.06,"Medium",-0.040902,0.078503,0.029146,-0.038593,-0.004176,-0.044239,-0.108325,-0.009175,-0.018024,"miss",0.022878,0.982799,0.997593,"no"
124,2,61,19,0.085,0.06,"Medium",-0.034297,0.182175,0.032319,-0.085594,-0.177834,-0.00927,0.053034,0.048177,-0.030906,"miss",0.003392,0.987129,0.950211,"no"
124,2,64,20,0.085,0.06,"Medium",-0.040782,0.140906,-0.062729,0.003999,0.04686,-0.022633,-0.136037,-0.096099,0.004773,"miss",0.045555,0.813487,0.977455,"no"
124,2,65,21,0.085,0.06,"Medium",0.111293,0.027117,0.076206,0.121227,0.112478,0.091918,0.09891,0.131933,0.141151,"miss",0.029858,0.405763,0.339443,"no"
124,2,69,22,0.085,0.06,"Medium",0.064018,0.150627,0.074679,0.148448,-0.046222,0.084234,0.016211,0.117418,0.081247,"hit",0.017229,0.741371,0.677401,"no"
124,2,71,23,0.085,0.06,"Medium",-0.103885,0.089781,-0.092271,-0.094241,-0.140574,-0.108544,-0.169091,-0.006973,-0.108484,"miss",-0.004599,0.734113,0.635259,"no"
124,2,73,24,0.085,0.06,"Medium",-0.009651,0.108126,-0.006141,-0.082764,-0.048396,0.046373,0.030941,0.005591,0.001876,"hit",0.011527,0.986146,0.9966,"no"
124,2,74,25,0.085,0.06,"Medium",-0.051905,0.089805,-0.076164,-0.065769,-0.074038,0.027209,-0.085054,-0.061874,-0.071078,"hit",-0.019173,0.765109,0.756717,"no"
124,2,77,26,0.085,0.06,"Medium",-0.100533,0.105202,-0.148788,-0.080542,-0.03644,-0.155888,-0.157897,-0.071897,-0.104861,"miss",-0.004328,0.750067,0.62047,"no"
124,2,78,27,0.085,0.06,"Medium",-0.057664,0.062797,-0.033893,-0.095808,-0.090519,-0.061979,-0.028292,-0.011722,-0.034676,"hit",0.022988,0.997075,0.998687,"no"
124,2,84,28,0.085,0.06,"Medium",0.042581,0.142985,0.039486,0.110846,0.018185,-0.075112,0.043266,0.11572,0.041091,"hit",-0.00149,0.968139,0.920385,"no"
124,2,87,29,0.085,0.06,"Medium",0.05454,0.121361,0.020017,0.126893,0.058865,0.058612,0.119157,-0.090827,0.07803,"miss",0.02349,0.705037,0.693071,"no"
124,2,89,30,0.085,0.06,"Medium",0.005814,0.095298,0.019305,-0.001881,0.048324,0.015002,-0.076437,0.044062,-0.001797,"miss",-0.007611,0.99352,0.99767,"no"
124,3,92,31,0.085,0.06,"Medium",0.003033,0.130991,0.014922,0.02199,0.056454,0.074393,-0.087171,-0.050501,0.015462,"hit",0.012429,0.964236,0.979657,"no"
124,3,98,32,0.085,0.06,"Medium",0.037849,0.106999,0.018403,0.082404,-0.005482,0.115016,0.040111,-0.042802,0.015351,"hit",-0.022498,0.980384,0.999945,"no"
124,3,99,33,0.085,0.06,"Medium",0.117415,0.184759,0.138604,0.135714,0.166301,-0.023189,0.224027,0.084224,0.173969,"miss",0.056553,0.158195,0.142265,"no"
124,3,101,34,0.085,0.06,"Medium",0.028249,0.141927,0.068467,0.128929,0.006276,-0.055164,-0.01608,0.077285,0.032419,"miss",0.00417,0.963573,0.943874,"no"
124,3,104,35,0.085,0.06,"Medium",0.107275,0.171633,0.113686,0.035112,0.089506,0.179015,0.233296,-0.000553,0.101163,"hit",-0.006112,0.838389,0.57989,"no"
124,3,112,36,0.085,0.06,"Medium",0.052154,0.150079,0.015702,0.100097,0.007234,0.174568,0.034833,-0.05596,0.066184,"miss",0.014029,0.819939,0.772427,"no"
124,3,117,37,0.085,0.06,"Medium",-0.078237,0.113167,-0.115878,-0.126927,-0.045253,-0.141388,-0.00508,-0.072535,-0.085488,"miss",-0.007251,0.799917,0.705175,"no"
124,3,118,38,0.085,0.06,"Medium",-0.013197,0.094527,-0.024805,0.051378,-0.067277,0.00492,0.01393,-0.068935,-0.020095,"hit",-0.006898,0.974636,0.975555,"no"
124,3,122,39,0.085,0.06,"Medium",0.061895,0.08072,0.082895,0.070294,-0.011768,0.083407,0.05887,0.108673,0.061985,"miss",0.00009,0.917409,0.883603,"no"
124,3,123,40,0.085,0.06,"Medium",0.082539,0.044942,0.104761,0.068289,0.081162,0.090718,0.121304,0.051221,0.096927,"hit",0.014388,0.702554,0.727989,"no"
124,3,125,41,0.085,0.06,"Medium",0.103892,0.093797,0.065065,0.070754,0.05884,0.075429,0.07975,0.23469,0.091581,"miss",-0.012311,0.905061,0.780757,"no"
124,3,127,42,0.085,0.06,"Medium",0.034303,0.117286,0.004939,0.047757,0.044759,0.040159,0.131323,-0.092481,0.047663,"miss",0.013359,0.883628,0.875005,"no"
124,3,132,43,0.085,0.06,"Medium",0.023326,0.131311,0.018185,0.143692,0.00567,-0.010635,0.026169,-0.048266,0.026191,"hit",0.002865,0.977501,0.964587,"no"
124,3,134,44,0.085,0.06,"Medium",0.11393,0.111015,0.079549,0.139392,0.115188,0.086672,0.207553,0.020843,0.110627,"miss",-0.003303,0.785641,0.602309,"no"
124,3,135,45,0.085,0.06,"Medium",-0.005332,0.137783,-0.051096,0.086199,-0.039336,0.019183,-0.099214,0.00651,0.002768,"miss",0.0081,0.99196,0.99831,"no"
124,4,137,46,0.085,0.06,"Medium",-0.237352,0.092802,-0.205654,-0.250369,-0.195672,-0.243636,-0.314303,-0.182779,-0.237394,"miss",-0.000042,0.28415,0.124731,"no"
124,4,138,47,0.085,0.06,"Medium",0.015135,0.073841,0.025109,0.008622,0.067629,-0.034468,0.028232,0.005658,0.04081,"miss",0.025676,0.826795,0.849848,"no"
124,4,140,48,0.085,0.06,"Medium",-0.109573,0.092058,-0.076392,-0.185372,-0.110259,-0.079844,-0.13378,-0.03861,-0.154765,"miss",-0.045192,0.260725,0.254307,"no"
124,4,141,49,0.085,0.06,"Medium",-0.102938,0.090432,-0.043229,-0.029515,-0.081631,-0.097733,-0.138634,-0.167177,-0.119282,"miss",-0.016344,0.596932,0.525034,"no"
124,4,142,50,0.085,0.06,"Medium",-0.190577,0.108036,-0.183554,-0.217117,-0.118288,-0.255556,-0.152725,-0.209198,-0.206123,"miss",-0.015546,0.284622,0.141337,"no"
124,4,149,51,0.085,0.06,"Medium",-0.073402,0.133745,-0.051895,-0.033272,0.029039,-0.131385,-0.118465,-0.112926,-0.03707,"hit",0.036332,0.971745,0.97593,"no"
124,4,151,52,0.085,0.06,"Medium",0.106694,0.065926,0.113126,0.071281,0.112914,0.160502,0.096329,0.092442,0.137991,"miss",0.031297,0.406754,0.40131,"no"
124,4,156,53,0.085,0.06,"Medium",-0.116084,0.062278,-0.144566,-0.149375,-0.126661,-0.152723,-0.103954,-0.047708,-0.131423,"hit",-0.015338,0.556026,0.548429,"no"
124,4,161,54,0.085,0.06,"Medium",0.025436,0.159138,-0.013372,0.018731,-0.083329,0.016922,0.141022,0.033837,0.019499,"miss",-0.005938,0.998719,0.983299,"no"
124,4,162,55,0.085,0.06,"Medium",-0.035579,0.129582,-0.049256,0.049798,0.035521,-0.044235,-0.063915,-0.155065,-0.032054,"miss",0.003526,0.98618,0.95652,"no"
