"Participant","Block","TrialNumOrig","TrialNumByLL","PriorSD","LikelihoodSD","LLType","LLMean","LSD","Coin","Splash1X","Splash2X","Splash3X","Splash4X","Splash5X","NetX","Correct","deltaD","OI","OIc","Outlier"
26,1,6,1,0.085,0.024,"Narrow",-0.011675,0.050263,-0.025123,0.003359,-0.018329,0.006184,-0.054864,0.005275,0.060282,"miss",0.071957,0.015457,0.295326,"yes"
26,1,8,2,0.085,0.024,"Narrow",0.076601,0.033607,0.074417,0.106724,0.064242,0.069919,0.07455,0.067571,-0.197425,"miss",-0.274026,0,0,"yes"
26,1,9,3,0.085,0.024,"Narrow",0.004463,0.030812,0.005456,0.004003,-0.010472,0.027005,0.015927,-0.014147,0.443144,"miss",0.43868,0,0,"yes"
26,1,13,4,0.085,0.024,"Narrow",0.102139,0.056383,0.10896,0.105516,0.08956,0.128463,0.056214,0.130941,0.151908,"miss",0.049769,0.067392,0.237907,"no"
26,1,15,5,0.085,0.024,"Narrow",-0.055529,0.067798,-0.052273,-0.070271,-0.012412,-0.02233,-0.090817,-0.081815,-0.058176,"hit",-0.002648,0.963666,0.903205,"no"
26,1,16,6,0.085,0.024,"Narrow",0.04683,0.059767,0.060695,0.083368,0.01444,0.076674,0.047313,0.012355,0.031363,"miss",-0.015467,0.88934,1,"no"
26,1,19,7,0.085,0.024,"Narrow",0.077225,0.066469,0.082509,0.060179,0.105604,0.067428,0.127718,0.025198,0.072776,"hit",-0.00445,0.998726,0.896178,"no"
26,1,24,8,0.085,0.024,"Narrow",-0.007788,0.022362,0.003191,-0.002535,-0.005438,-0.027147,0.001747,-0.005568,0.08695,"miss",0.094738,0.000627,0.000242,"yes"
26,1,26,9,0.085,0.024,"Narrow",0.004262,0.027421,0.003338,-0.007821,0.015135,-0.012691,0.018259,0.008429,0.261906,"miss",0.257644,0,0,"yes"
26,1,27,10,0.085,0.024,"Narrow",0.086842,0.029179,0.097891,0.070067,0.110209,0.087263,0.088788,0.077882,-0.226519,"miss",-0.313361,0,0,"yes"
26,1,30,11,0.085,0.024,"Narrow",0.00738,0.048254,-0.002496,0.038872,-0.021951,-0.006679,0.023913,0.002742,0.226765,"miss",0.219385,0,0.000002,"yes"
26,1,32,12,0.085,0.024,"Narrow",-0.088089,0.027045,-0.085128,-0.068652,-0.088562,-0.099485,-0.102628,-0.081116,-0.079124,"hit",0.008965,0.995092,0.999496,"no"
26,1,33,13,0.085,0.024,"Narrow",0.02074,0.024844,0.012354,0.016314,0.011248,0.023922,0.042368,0.009849,0.354774,"miss",0.334034,0,0,"yes"
26,1,41,14,0.085,0.024,"Narrow",0.023317,0.0554,0.042973,0.055265,0.042045,-0.011089,0.000859,0.029504,0.171754,"miss",0.148437,0,0.004431,"yes"
26,1,43,15,0.085,0.024,"Narrow",0.000292,0.063995,0.013664,0.005207,0.013995,0.048372,-0.036407,-0.029706,-0.017416,"miss",-0.017708,0.77528,0.944035,"no"
26,2,48,16,0.085,0.024,"Narrow",0.086032,0.027352,0.077932,0.072894,0.09161,0.106488,0.092065,0.067104,0.09534,"miss",0.009308,0.819134,0.819274,"no"
26,2,50,17,0.085,0.024,"Narrow",-0.003832,0.029316,-0.004537,-0.022368,-0.009161,-0.009321,0.017139,0.004552,-0.000954,"hit",0.002878,0.99454,0.996405,"no"
26,2,51,18,0.085,0.024,"Narrow",-0.062877,0.021314,-0.066726,-0.065617,-0.067252,-0.043599,-0.069905,-0.068015,-0.062879,"hit",-0.000002,0.982618,0.986536,"no"
26,2,61,19,0.085,0.024,"Narrow",0.081886,0.039064,0.077363,0.072425,0.079876,0.05,0.096196,0.110933,0.088147,"hit",0.006262,0.884102,0.85408,"no"
26,2,67,20,0.085,0.024,"Narrow",0.189736,0.049221,0.18409,0.157211,0.181361,0.217694,0.172739,0.219676,0.191304,"hit",0.001568,0.820873,0.527046,"no"
26,2,68,21,0.085,0.024,"Narrow",-0.077955,0.022833,-0.077056,-0.083044,-0.080707,-0.081376,-0.056712,-0.087936,-0.073695,"hit",0.00426,0.998184,0.999146,"no"
26,2,69,22,0.085,0.024,"Narrow",0.022536,0.054289,0.028776,0.020896,0.04434,0.059273,-0.008278,-0.003549,0.031772,"hit",0.009235,0.907928,0.944343,"no"
26,2,70,23,0.085,0.024,"Narrow",-0.117873,0.05123,-0.110051,-0.126292,-0.149812,-0.078717,-0.11744,-0.117103,-0.114818,"hit",0.003055,0.974402,0.81808,"no"
26,2,74,24,0.085,0.024,"Narrow",0.063606,0.041793,0.063356,0.043565,0.049635,0.055872,0.09631,0.072649,0.053265,"hit",-0.010341,0.974435,0.998596,"no"
26,2,76,25,0.085,0.024,"Narrow",0.094841,0.055843,0.09551,0.124775,0.084962,0.06107,0.125105,0.078291,0.095672,"hit",0.000831,0.951333,0.825305,"no"
26,2,77,26,0.085,0.024,"Narrow",-0.09605,0.03048,-0.074744,-0.109715,-0.112261,-0.08711,-0.076066,-0.095098,-0.096242,"miss",-0.000192,0.957787,0.933597,"no"
26,2,78,27,0.085,0.024,"Narrow",0.061723,0.047959,0.058615,0.063588,0.04822,0.033883,0.098289,0.064633,0.056953,"hit",-0.00477,0.999963,0.9722,"no"
26,2,82,28,0.085,0.024,"Narrow",-0.094559,0.043415,-0.101719,-0.07587,-0.113598,-0.124654,-0.09657,-0.062103,0.100312,"miss",0.194871,0,0.000055,"yes"
26,2,83,29,0.085,0.024,"Narrow",0.021674,0.034813,0.032658,0.047039,0.034567,0.006748,0.009486,0.01053,-0.185137,"miss",-0.206811,0,0,"yes"
26,2,85,30,0.085,0.024,"Narrow",0.094025,0.050524,0.09415,0.053271,0.108026,0.116638,0.106885,0.085303,0.026088,"miss",-0.067936,0.04695,0.619033,"yes"
26,3,92,31,0.085,0.024,"Narrow",0.091143,0.023539,0.096316,0.094738,0.070294,0.090849,0.088664,0.111168,0.09483,"hit",0.003687,0.915551,0.916794,"no"
26,3,93,32,0.085,0.024,"Narrow",0.012419,0.084566,0.002667,0.058872,-0.042386,-0.026479,0.0268,0.045289,0.019002,"miss",0.006583,0.955303,0.978059,"no"
26,3,98,33,0.085,0.024,"Narrow",-0.074902,0.036336,-0.089503,-0.103614,-0.075448,-0.05301,-0.071322,-0.071114,-0.084034,"hit",-0.009133,0.839555,0.83569,"no"
26,3,100,34,0.085,0.024,"Narrow",0.031098,0.052947,0.031307,0.00472,0.074582,0.039365,0.029986,0.006838,-0.046415,"miss",-0.077513,0.009336,0.323046,"yes"
26,3,102,35,0.085,0.024,"Narrow",0.034137,0.015976,0.03855,0.031267,0.027527,0.023474,0.040771,0.047644,0.26264,"miss",0.228504,0,0,"yes"
26,3,104,36,0.085,0.024,"Narrow",0.023216,0.044793,0.012022,0.016381,-0.012911,0.016029,0.042185,0.054398,-0.174142,"miss",-0.197358,0,0.000013,"yes"
26,3,106,37,0.085,0.024,"Narrow",0.11832,0.041539,0.138627,0.142286,0.106787,0.092185,0.136488,0.113856,0.125203,"hit",0.006883,0.819993,0.740909,"no"
26,3,107,38,0.085,0.024,"Narrow",0.039385,0.041194,0.03745,0.027855,0.054715,0.049175,0.067603,-0.002421,0.052956,"miss",0.01357,0.801796,0.858309,"no"
26,3,108,39,0.085,0.024,"Narrow",-0.05904,0.051135,-0.042988,-0.035944,-0.096848,-0.073545,-0.067916,-0.020946,-0.053283,"hit",0.005757,0.998414,0.975599,"no"
26,3,112,40,0.085,0.024,"Narrow",-0.006697,0.035164,-0.0073,-0.024275,0.021565,-0.012979,0.000692,-0.018489,0.092904,"miss",0.099602,0.000279,0.01349,"yes"
26,3,114,41,0.085,0.024,"Narrow",-0.002632,0.074312,-0.002196,0.009452,0.00013,0.050074,-0.052782,-0.020033,0.14468,"miss",0.147312,0,0.03567,"yes"
26,3,117,42,0.085,0.024,"Narrow",-0.051477,0.042854,-0.058073,-0.073718,-0.03444,-0.07404,-0.0283,-0.046886,-0.039964,"miss",0.011513,0.9528,0.999621,"no"
26,3,126,43,0.085,0.024,"Narrow",-0.061496,0.033513,-0.053293,-0.051803,-0.077662,-0.07745,-0.03884,-0.061726,0.198314,"miss",0.259811,0,0,"yes"
26,3,131,44,0.085,0.024,"Narrow",-0.152672,0.057012,-0.144249,-0.193331,-0.153572,-0.113116,-0.147294,-0.156048,-0.143038,"hit",0.009634,0.99782,0.735524,"no"
26,3,133,45,0.085,0.024,"Narrow",0.108465,0.035707,0.086355,0.115502,0.125324,0.126374,0.08538,0.089745,0.116625,"miss",0.00816,0.808415,0.773457,"no"
26,4,136,46,0.085,0.024,"Narrow",0.074357,0.063865,0.067636,0.077006,0.016411,0.093165,0.09033,0.094874,0.091713,"miss",0.017356,0.653762,0.695004,"no"
26,4,139,47,0.085,0.024,"Narrow",-0.009911,0.033036,-0.014981,0.020565,-0.016825,-0.014504,-0.009532,-0.029257,-0.006094,"hit",0.003817,0.992293,0.996921,"no"
26,4,143,48,0.085,0.024,"Narrow",-0.099226,0.039878,-0.118074,-0.117272,-0.09772,-0.108964,-0.065273,-0.106899,-0.097711,"miss",0.001514,0.972915,0.907362,"no"
26,4,149,49,0.085,0.024,"Narrow",-0.125003,0.063022,-0.113059,-0.112745,-0.134875,-0.159293,-0.075312,-0.142791,-0.12686,"hit",-0.001857,0.904891,0.667397,"no"
26,4,150,50,0.085,0.024,"Narrow",0.181074,0.057063,0.190014,0.197208,0.149564,0.145349,0.204081,0.209169,0.170172,"miss",-0.010902,0.995064,0.642044,"no"
26,4,154,51,0.085,0.024,"Narrow",-0.077088,0.085588,-0.075816,-0.12785,-0.00971,-0.091476,-0.078271,-0.078132,0.075546,"miss",0.152634,0,0.174686,"yes"
26,4,157,52,0.085,0.024,"Narrow",-0.038028,0.035465,-0.023117,-0.028899,-0.028998,-0.067948,-0.024014,-0.040279,0.28608,"miss",0.324108,0,0,"yes"
26,4,158,53,0.085,0.024,"Narrow",-0.012009,0.044309,-0.007892,0.005462,-0.04035,0.00818,-0.032417,-0.000919,-0.006575,"hit",0.005433,0.983338,0.997467,"no"
26,4,161,54,0.085,0.024,"Narrow",-0.108732,0.053097,-0.112737,-0.139607,-0.107869,-0.066632,-0.11828,-0.111273,-0.0288,"miss",0.079932,0.014034,0.559809,"yes"
26,4,162,55,0.085,0.024,"Narrow",0.120953,0.047392,0.1327,0.117516,0.094147,0.145273,0.095052,0.15278,-0.044271,"miss",-0.165224,0,0.005426,"yes"
26,4,164,56,0.085,0.024,"Narrow",-0.003765,0.049517,-0.007721,-0.022317,0.031242,-0.031575,-0.009647,0.013472,-0.324642,"miss",-0.320877,0,0,"yes"
26,4,170,57,0.085,0.024,"Narrow",-0.04634,0.041755,-0.040895,-0.056778,-0.030622,-0.04093,-0.081162,-0.022208,-0.372842,"miss",-0.326502,0,0,"yes"
26,4,171,58,0.085,0.024,"Narrow",-0.085133,0.074241,-0.082414,-0.136374,-0.033127,-0.090143,-0.073233,-0.092788,0.278098,"miss",0.363231,0,0,"yes"
26,4,172,59,0.085,0.024,"Narrow",0.202192,0.037385,0.198505,0.226474,0.198997,0.174318,0.206593,0.204578,0.130115,"miss",-0.072077,0.068439,0.538619,"yes"
26,4,175,60,0.085,0.024,"Narrow",-0.05842,0.041061,-0.050184,-0.072344,-0.027235,-0.072735,-0.043187,-0.076599,0.306059,"miss",0.364479,0,0,"yes"
26,5,181,61,0.085,0.024,"Narrow",0.050602,0.036663,0.066101,0.064957,0.020494,0.053558,0.04083,0.073171,0.059614,"hit",0.009012,0.876201,0.888174,"no"
26,5,182,62,0.085,0.024,"Narrow",0.127529,0.042219,0.147492,0.136875,0.1323,0.092909,0.149286,0.126276,0.140493,"hit",0.012963,0.665118,0.61617,"no"
26,5,183,63,0.085,0.024,"Narrow",-0.099368,0.059983,-0.089186,-0.096017,-0.05366,-0.131462,-0.084654,-0.13105,-0.105976,"miss",-0.006608,0.853713,0.728281,"no"
26,5,201,64,0.085,0.024,"Narrow",0.150203,0.041419,0.135137,0.129536,0.184389,0.139458,0.151136,0.146498,0.142341,"hit",-0.007862,0.991566,0.860658,"no"
26,5,204,65,0.085,0.024,"Narrow",-0.077556,0.027942,-0.075895,-0.081685,-0.059389,-0.084135,-0.06163,-0.100944,-0.067525,"hit",0.010032,0.985048,0.996126,"no"
26,5,205,66,0.085,0.024,"Narrow",0.034475,0.033074,0.032252,0.030922,0.052656,0.015684,0.053065,0.020048,0.041919,"hit",0.007444,0.922076,0.932648,"no"
26,5,208,67,0.085,0.024,"Narrow",-0.096918,0.06612,-0.09594,-0.059585,-0.094459,-0.151046,-0.095023,-0.084478,-0.098858,"hit",-0.00194,0.934943,0.767678,"no"
26,5,209,68,0.085,0.024,"Narrow",-0.06259,0.068853,-0.066744,-0.025296,-0.031218,-0.101097,-0.092304,-0.063033,-0.046234,"miss",0.016355,0.894081,0.987947,"no"
26,5,211,69,0.085,0.024,"Narrow",0.041067,0.037642,0.047326,0.064845,0.061946,0.025988,0.038403,0.014151,0.049481,"hit",0.008415,0.89893,0.913125,"no"
26,5,214,70,0.085,0.024,"Narrow",0.046023,0.069187,0.056395,0.012806,0.104402,0.040649,0.030465,0.041795,0.037965,"miss",-0.008058,0.982503,0.982272,"no"
26,5,215,71,0.085,0.024,"Narrow",0.126174,0.026699,0.126878,0.110791,0.111742,0.136244,0.121711,0.150385,0.123201,"hit",-0.002973,0.967823,0.953234,"no"
26,5,216,72,0.085,0.024,"Narrow",-0.035228,0.035185,-0.052217,-0.027904,-0.028666,-0.050198,-0.007926,-0.061444,-0.055931,"hit",-0.020703,0.642602,0.744866,"no"
26,5,219,73,0.085,0.024,"Narrow",-0.01834,0.035274,-0.010631,-0.013102,-0.011859,-0.005844,-0.050037,-0.010859,-0.012264,"hit",0.006076,0.98204,0.994996,"no"
26,5,220,74,0.085,0.024,"Narrow",0.039435,0.067788,0.035164,0.000054,0.004257,0.066861,0.070958,0.055047,0.045541,"hit",0.006106,0.936031,0.923448,"no"
26,5,221,75,0.085,0.024,"Narrow",-0.077625,0.044622,-0.090898,-0.093629,-0.110888,-0.076693,-0.056626,-0.05029,-0.09163,"hit",-0.014005,0.728316,0.74892,"no"
28,1,5,1,0.085,0.024,"Narrow",-0.191861,0.011513,-0.18432,-0.19567,-0.182183,-0.188918,-0.194007,-0.198526,-0.187742,"hit",0.004118,0.921193,0.999083,"no"
28,1,6,2,0.085,0.024,"Narrow",0.017297,0.02574,0.017124,0.035886,0.0174,0.00929,0.028725,-0.004816,0.030195,"hit",0.012898,0.849223,0.860873,"no"
28,1,13,3,0.085,0.024,"Narrow",0.084215,0.070322,0.084389,0.066233,0.038869,0.10788,0.128927,0.079166,0.08379,"hit",-0.000425,0.973091,0.827294,"no"
28,1,16,4,0.085,0.024,"Narrow",0.138513,0.033908,0.137112,0.139348,0.110063,0.146298,0.15514,0.141715,0.133335,"hit",-0.005179,0.979494,0.914436,"no"
28,1,17,5,0.085,0.024,"Narrow",0.029164,0.021565,0.024411,0.013902,0.03271,0.029073,0.043908,0.026226,0.032977,"hit",0.003813,0.971481,0.97055,"no"
28,1,18,6,0.085,0.024,"Narrow",0.131525,0.059048,0.141021,0.085447,0.151272,0.152634,0.112123,0.15615,0.12658,"hit",-0.004945,0.981702,0.744325,"no"
28,1,20,7,0.085,0.024,"Narrow",0.025408,0.030089,0.032855,0.001827,0.026514,0.043979,0.026528,0.028195,0.023848,"hit",-0.001561,0.999919,0.99909,"no"
28,1,22,8,0.085,0.024,"Narrow",-0.104099,0.023882,-0.091577,-0.111838,-0.118424,-0.102388,-0.086778,-0.101068,-0.087845,"hit",0.016253,0.942077,0.940707,"no"
28,1,23,9,0.085,0.024,"Narrow",-0.046639,0.056759,-0.040705,-0.095381,-0.038932,-0.051297,-0.020837,-0.026747,-0.029,"hit",0.017639,0.848834,0.997702,"no"
28,1,30,10,0.085,0.024,"Narrow",0.052096,0.06946,0.055215,0.063618,0.016344,0.064707,0.003605,0.112205,0.097082,"miss",0.044987,0.141806,0.481806,"yes"
28,1,33,11,0.085,0.024,"Narrow",-0.043348,0.019434,-0.036853,-0.057318,-0.046265,-0.040098,-0.03057,-0.042488,-0.035931,"hit",0.007417,0.985655,0.969291,"no"
28,1,34,12,0.085,0.024,"Narrow",-0.088605,0.047091,-0.096099,-0.093085,-0.125393,-0.06854,-0.067594,-0.088415,-0.072955,"miss",0.015651,0.934774,0.99253,"no"
28,1,37,13,0.085,0.024,"Narrow",-0.206514,0.042039,-0.197428,-0.223229,-0.170149,-0.200619,-0.212037,-0.226535,-0.236235,"miss",-0.029722,0.191153,0.191633,"yes"
28,1,39,14,0.085,0.024,"Narrow",-0.081916,0.067028,-0.095949,-0.022153,-0.104418,-0.100256,-0.08335,-0.099404,-0.073115,"miss",0.008801,0.993861,0.914136,"no"
28,1,45,15,0.085,0.024,"Narrow",-0.081727,0.022469,-0.073959,-0.093207,-0.067646,-0.0731,-0.091727,-0.082956,-0.078771,"hit",0.002956,0.992327,0.994898,"no"
28,2,52,16,0.085,0.024,"Narrow",0.021408,0.024803,0.020559,0.023204,0.037675,0.011512,0.006032,0.028615,0.034458,"hit",0.01305,0.840199,0.845801,"no"
28,2,53,17,0.085,0.024,"Narrow",-0.074802,0.021771,-0.074935,-0.068012,-0.059526,-0.072169,-0.086986,-0.087317,-0.076734,"hit",-0.001932,0.955825,0.960328,"no"
28,2,55,18,0.085,0.024,"Narrow",0.028369,0.070123,0.022925,0.039938,-0.004406,0.067407,-0.016396,0.055304,0.023082,"hit",-0.005287,0.99175,0.993615,"no"
28,2,56,19,0.085,0.024,"Narrow",-0.140002,0.048728,-0.131462,-0.176382,-0.150734,-0.120571,-0.116467,-0.135856,-0.142715,"hit",-0.002712,0.870669,0.687917,"no"
28,2,59,20,0.085,0.024,"Narrow",-0.034328,0.027656,-0.033988,-0.05284,-0.03031,-0.046618,-0.019528,-0.022345,-0.017922,"miss",0.016406,0.855136,0.894443,"no"
28,2,60,21,0.085,0.024,"Narrow",0.079877,0.074045,0.070525,0.046705,0.082741,0.138816,0.04988,0.081243,0.098976,"miss",0.019099,0.601124,0.638125,"no"
28,2,61,22,0.085,0.024,"Narrow",-0.018286,0.066986,-0.018734,0.03296,-0.044408,-0.023427,0.007006,-0.063563,0.067017,"miss",0.085303,0.002907,0.340321,"yes"
28,2,68,23,0.085,0.024,"Narrow",-0.117628,0.053403,-0.105065,-0.124428,-0.15338,-0.137338,-0.08812,-0.084874,-0.105437,"hit",0.012191,0.990059,0.900397,"no"
28,2,70,24,0.085,0.024,"Narrow",0.132686,0.059368,0.134156,0.085131,0.120892,0.15613,0.123955,0.177323,0.129088,"hit",-0.003598,0.969245,0.722057,"no"
28,2,71,25,0.085,0.024,"Narrow",0.024891,0.04675,0.023866,0.043949,0.054358,0.007462,-0.000446,0.019132,0.030095,"hit",0.005203,0.960497,0.966209,"no"
28,2,72,26,0.085,0.024,"Narrow",-0.010173,0.07178,-0.009456,-0.022689,-0.037817,-0.01459,0.053985,-0.029756,-0.004716,"hit",0.005457,0.982161,0.999758,"no"
28,2,79,27,0.085,0.024,"Narrow",0.031658,0.012157,0.030895,0.028897,0.028703,0.04198,0.034804,0.023906,0.035365,"hit",0.003707,0.970736,0.962788,"no"
28,2,81,28,0.085,0.024,"Narrow",-0.002674,0.038863,0.000067,-0.016285,-0.006135,0.028527,-0.020984,0.001509,0.001785,"hit",0.004458,0.985352,0.994001,"no"
28,2,82,29,0.085,0.024,"Narrow",-0.191036,0.055301,-0.177478,-0.211331,-0.210002,-0.223373,-0.163585,-0.146887,-0.187556,"hit",0.00348,0.912286,0.5277,"no"
28,2,88,30,0.085,0.024,"Narrow",-0.100332,0.064433,-0.104446,-0.131412,-0.054568,-0.131498,-0.089792,-0.09439,-0.074944,"miss",0.025388,0.768697,0.977045,"no"
28,3,92,31,0.085,0.024,"Narrow",0.065152,0.046466,0.06887,0.104155,0.052997,0.06636,0.075818,0.026429,0.062627,"hit",-0.002524,0.995761,0.956314,"no"
28,3,93,32,0.085,0.024,"Narrow",-0.049623,0.043817,-0.048247,-0.071155,-0.071674,-0.021992,-0.057592,-0.025703,-0.060427,"hit",-0.010803,0.843463,0.868261,"no"
28,3,95,33,0.085,0.024,"Narrow",0.015978,0.050239,0.019044,0.002051,0.061253,0.002182,0.007718,0.006685,0.034865,"miss",0.018887,0.720559,0.87275,"no"
28,3,99,34,0.085,0.024,"Narrow",-0.073273,0.039335,-0.060725,-0.048895,-0.056597,-0.085525,-0.095976,-0.079372,-0.04788,"hit",0.025393,0.722519,0.94412,"no"
28,3,101,35,0.085,0.024,"Narrow",0.024664,0.042584,0.031667,0.017316,0.06175,0.032101,0.01076,0.001395,0.006565,"miss",-0.018099,0.806096,0.944944,"no"
28,3,106,36,0.085,0.024,"Narrow",0.019317,0.023363,0.012424,0.021576,0.031046,0.028429,0.027765,-0.012228,0.003106,"hit",-0.016211,0.837109,0.829196,"no"
28,3,108,37,0.085,0.024,"Narrow",-0.040068,0.03813,-0.045653,-0.018053,-0.026712,-0.029057,-0.063184,-0.063334,-0.035956,"hit",0.004112,0.998919,0.997379,"no"
28,3,110,38,0.085,0.024,"Narrow",-0.101717,0.095276,-0.114777,-0.10131,-0.101761,-0.141046,-0.017888,-0.146582,-0.088977,"miss",0.01274,0.978017,0.790512,"no"
28,3,115,39,0.085,0.024,"Narrow",-0.115425,0.069271,-0.09764,-0.164068,-0.080334,-0.095974,-0.142148,-0.094603,-0.1306,"miss",-0.015175,0.632981,0.530659,"no"
28,3,122,40,0.085,0.024,"Narrow",-0.048144,0.043683,-0.057316,-0.069338,-0.028891,-0.066007,-0.020675,-0.05581,0.002575,"miss",0.050719,0.161831,0.593876,"yes"
28,3,123,41,0.085,0.024,"Narrow",-0.229049,0.063043,-0.223617,-0.195514,-0.18859,-0.225803,-0.247189,-0.288151,-0.231537,"hit",-0.002487,0.736182,0.264677,"no"
28,3,128,42,0.085,0.024,"Narrow",-0.185694,0.043499,-0.167155,-0.222559,-0.179462,-0.187557,-0.164238,-0.174657,-0.259595,"miss",-0.073901,0.001714,0.01801,"yes"
28,3,130,43,0.085,0.024,"Narrow",0.040093,0.022883,0.042029,0.040382,0.055072,0.023726,0.045299,0.035987,0.047545,"hit",0.007452,0.915625,0.913462,"no"
28,3,131,44,0.085,0.024,"Narrow",0.11836,0.047206,0.105214,0.093411,0.115675,0.152283,0.135864,0.094566,0.127294,"miss",0.008934,0.775577,0.683076,"no"
28,3,135,45,0.085,0.024,"Narrow",-0.011039,0.039503,-0.015766,-0.035506,0.015581,-0.022244,-0.018666,0.005639,-0.004656,"hit",0.006384,0.97511,0.99284,"no"
28,4,136,46,0.085,0.024,"Narrow",0.026658,0.026524,0.040399,0.046841,0.012561,0.032395,0.029702,0.011791,0.028317,"hit",0.001659,0.989363,0.988841,"no"
28,4,137,47,0.085,0.024,"Narrow",-0.005168,0.047623,-0.001623,-0.029869,-0.002182,-0.026237,0.029295,0.003153,-0.002836,"hit",0.002332,0.996913,0.999666,"no"
28,4,142,48,0.085,0.024,"Narrow",0.014306,0.024296,0.027295,0.00175,0.028432,0.004825,0.026112,0.010409,0.011154,"miss",-0.003151,0.996439,0.996588,"no"
28,4,143,49,0.085,0.024,"Narrow",0.107535,0.014063,0.115864,0.116025,0.105623,0.108915,0.096671,0.110442,0.10873,"hit",0.001195,0.934402,0.971784,"no"
28,4,144,50,0.085,0.024,"Narrow",-0.036305,0.04329,-0.041641,-0.034811,-0.05017,-0.009916,-0.011631,-0.074998,-0.044942,"hit",-0.008637,0.901088,0.9204,"no"
28,4,150,51,0.085,0.024,"Narrow",0.005762,0.019847,0.001356,0.02136,-0.001809,-0.00332,0.003067,0.009513,0.015385,"hit",0.009623,0.92118,0.898098,"no"
28,4,151,52,0.085,0.024,"Narrow",0.013737,0.050349,0.018012,0.058165,0.015612,0.015898,0.01221,-0.033197,0.026866,"hit",0.013129,0.849852,0.931125,"no"
28,4,156,53,0.085,0.024,"Narrow",0.012347,0.059865,0.02513,-0.001855,0.033409,0.056584,-0.017044,-0.009359,0.028742,"hit",0.016395,0.783729,0.918595,"no"
28,4,159,54,0.085,0.024,"Narrow",0.0329,0.063941,0.027648,0.064253,0.076743,0.021567,0.033958,-0.03202,0.038233,"hit",0.005333,0.952201,0.946308,"no"
28,4,161,55,0.085,0.024,"Narrow",0.066976,0.025711,0.055918,0.068923,0.048588,0.055301,0.077045,0.085024,0.078215,"miss",0.011238,0.808099,0.813022,"no"
28,4,163,56,0.085,0.024,"Narrow",0.066793,0.067584,0.076036,0.081088,0.057553,0.095567,0.009264,0.090494,0.075917,"hit",0.009124,0.851554,0.808143,"no"
28,4,166,57,0.085,0.024,"Narrow",-0.007281,0.044358,-0.014577,-0.021791,-0.036161,0.022021,-0.000014,-0.000459,-0.00106,"hit",0.006221,0.974086,0.993328,"no"
28,4,167,58,0.085,0.024,"Narrow",-0.034057,0.047698,-0.026658,-0.027084,-0.045833,-0.022005,0.003807,-0.079172,-0.044454,"miss",-0.010397,0.87322,0.909162,"no"
28,4,178,59,0.085,0.024,"Narrow",0.057877,0.034028,0.06237,0.066194,0.037272,0.065296,0.080839,0.039785,0.046113,"miss",-0.011764,0.955417,0.993422,"no"
28,4,180,60,0.085,0.024,"Narrow",-0.110464,0.024553,-0.12081,-0.112795,-0.116643,-0.102707,-0.090335,-0.129841,-0.106983,"hit",0.003481,0.982392,0.980394,"no"
28,5,183,61,0.085,0.024,"Narrow",-0.04847,0.057457,-0.039318,-0.006201,-0.06112,-0.025354,-0.073553,-0.076122,-0.049398,"hit",-0.000928,0.983624,0.94598,"no"
28,5,188,62,0.085,0.024,"Narrow",-0.034836,0.043442,-0.041861,-0.034205,-0.006693,-0.064786,-0.022031,-0.046465,-0.036198,"hit",-0.001362,0.987498,0.976898,"no"
28,5,190,63,0.085,0.024,"Narrow",0.024509,0.043131,0.034451,0.018066,0.005,0.022688,0.06207,0.01472,0.049981,"miss",0.025472,0.545249,0.741815,"no"
28,5,191,64,0.085,0.024,"Narrow",0.116943,0.020527,0.129603,0.119632,0.120139,0.098468,0.124431,0.122043,0.124686,"hit",0.007743,0.803948,0.811386,"no"
28,5,192,65,0.085,0.024,"Narrow",-0.168879,0.05067,-0.157786,-0.137047,-0.151538,-0.162766,-0.201934,-0.191109,-0.164758,"hit",0.004121,0.944911,0.664236,"no"
28,5,196,66,0.085,0.024,"Narrow",-0.061572,0.069207,-0.06532,-0.001999,-0.069129,-0.04936,-0.087359,-0.100015,-0.017739,"miss",0.043834,0.28336,0.939021,"yes"
28,5,207,67,0.085,0.024,"Narrow",0.064305,0.030291,0.073862,0.044309,0.066045,0.047977,0.07389,0.089302,0.077306,"hit",0.013002,0.773873,0.794909,"no"
28,5,208,68,0.085,0.024,"Narrow",0.127385,0.040048,0.125419,0.12244,0.163804,0.119701,0.130664,0.100316,0.143747,"miss",0.016363,0.582207,0.570356,"no"
28,5,210,69,0.085,0.024,"Narrow",0.136373,0.056667,0.126256,0.092987,0.168625,0.14515,0.123867,0.151235,0.1514,"miss",0.015027,0.598678,0.493494,"no"
28,5,211,70,0.085,0.024,"Narrow",0.158188,0.042467,0.151974,0.132385,0.175623,0.133416,0.164253,0.185263,0.150742,"hit",-0.007446,0.985535,0.825445,"no"
28,5,212,71,0.085,0.024,"Narrow",0.022948,0.045639,0.00963,0.03887,0.058669,0.008761,0.023026,-0.014584,0.018755,"hit",-0.004194,0.994937,0.999738,"no"
28,5,214,72,0.085,0.024,"Narrow",0.016437,0.055286,0.016017,-0.008324,0.02486,0.063199,0.011118,-0.008667,0.035916,"miss",0.019479,0.705714,0.875072,"no"
28,5,220,73,0.085,0.024,"Narrow",-0.046325,0.055711,-0.045329,-0.026466,-0.02319,-0.089975,-0.031534,-0.060461,-0.047963,"hit",-0.001638,0.979418,0.947577,"no"
