Subjects,groups,Likelihoods,Weights,Intercept,OI,OIc,Tr,LLabel,Gamma,Phase
152,0,0.024,1.00307178654418,0.00379605248956127,0.9726235,0.902856571428571,70,1,1736.11111111111,0
152,0,0.06,0.984164221324077,0.00437641428279428,0.9174135,0.812137378378378,74,2,277.777777777778,0
27,1,0.024,0.987607207096796,0.00265547063541529,0.973783,0.91676812,75,1,1736.11111111111,0
27,1,0.15,0.933572283153984,0.00150182526811653,0.7982815,0.71001275,68,3,44.4444444444444,0
29,1,0.024,0.99247106251444,0.00193292236030625,0.970464,0.912732053333333,75,1,1736.11111111111,0
29,1,0.15,0.988966350170362,0.00688857591123058,0.788828,0.648320861111111,72,3,44.4444444444444,0
31,1,0.024,0.998076479452947,0.00190109264529294,0.9579725,0.914484529411765,68,1,1736.11111111111,0
31,1,0.15,0.856960217276699,0.0137499514339769,0.70688,0.638758929577465,71,3,44.4444444444444,0
33,1,0.024,1.00031195925619,0.00105264621360167,0.978196,0.910934486111111,72,1,1736.11111111111,0
33,1,0.15,0.949928551316728,0.0140028777801875,0.777555,0.644663253521127,71,3,44.4444444444444,0
35,1,0.024,0.982109572622343,-0.000200011717296655,0.959398,0.896543260273973,73,1,1736.11111111111,0
35,1,0.15,0.942877050139906,-0.00542380240572264,0.633309,0.577365628571429,70,3,44.4444444444444,0
39,1,0.024,0.999427678771391,0.00155747290896845,0.954652,0.912788718309859,71,1,1736.11111111111,0
39,1,0.15,0.761927646000869,0.00930722745097827,0.901479,0.791839957746479,71,3,44.4444444444444,0
41,1,0.024,1.01199724985927,0.00303929489541346,0.953051,0.911165915492958,71,1,1736.11111111111,0
41,1,0.15,0.875217983701992,0.0115321777164024,0.878592,0.744839739726027,73,3,44.4444444444444,0
43,1,0.024,0.983625752477192,0.00157887353227927,0.972173,0.91236225,64,1,1736.11111111111,0
43,1,0.15,0.909964048399893,-0.00364844105256595,0.860051,0.717163095890411,73,3,44.4444444444444,0
47,1,0.024,0.99122197369894,0.000723916866333846,0.9553125,0.904327972222222,72,1,1736.11111111111,0
47,1,0.15,0.87058526649719,0.000668948592868833,0.8188545,0.703605810810811,74,3,44.4444444444444,0
53,1,0.024,1.00224726436172,-9.01314542389359e-05,0.945076,0.894711138461538,65,1,1736.11111111111,0
53,1,0.15,0.914203168406368,0.0111736173572752,0.749049,0.655622098591549,71,3,44.4444444444444,0
57,1,0.024,0.95148588290176,0.00209684030641106,0.981674,0.924318086956522,69,1,1736.11111111111,0
57,1,0.15,0.89139630647498,-0.00518841346270642,0.814816,0.694580561643836,73,3,44.4444444444444,0
59,1,0.024,0.355733333510174,0.0251419786563567,0,0.11883312,75,1,1736.11111111111,0
59,1,0.15,-0.0668018369792377,0.0118350156458426,0.00153,0.154427213333333,75,3,44.4444444444444,0
63,1,0.024,-0.258417823302679,0.11774467624648,0,0.11634616,75,1,1736.11111111111,0
63,1,0.15,-0.0760646829315485,0.0819024105282211,0.007416,0.23120908,75,3,44.4444444444444,0
65,1,0.024,0.960748554172571,0.00182987507491264,0.964465,0.920469173913044,69,1,1736.11111111111,0
65,1,0.15,0.807221614696333,0.0026438480633863,0.7439205,0.7103678,70,3,44.4444444444444,0
67,1,0.024,0.960923655988213,0.00417232579267139,0.916085,0.841429369863014,73,1,1736.11111111111,0
67,1,0.15,1.07747881440529,0.0141392918144892,0.683924,0.595141861111111,72,3,44.4444444444444,0
73,1,0.024,1.0211749275509,0.000355765550347078,0.888511,0.84340264,75,1,1736.11111111111,0
73,1,0.15,0.898941094327488,0.0163656482063568,0.731266,0.668150666666667,72,3,44.4444444444444,0
75,1,0.024,1.00763694274431,0.00130182275324691,0.9796985,0.907481405405405,74,1,1736.11111111111,0
75,1,0.15,1.02629430658953,0.00695953719979046,0.695922,0.640104014925373,67,3,44.4444444444444,0
77,1,0.024,0.990613668956599,0.000182909518971429,0.974014,0.908109,72,1,1736.11111111111,0
77,1,0.15,0.928367500434958,0.000819175495824612,0.789384,0.634693410958904,73,3,44.4444444444444,0
81,1,0.024,0.967871452455932,0.00410973697383198,0.845646,0.77026914084507,71,1,1736.11111111111,0
81,1,0.15,0.594783423441215,-0.00535585157566614,0.838508,0.771248676056338,71,3,44.4444444444444,0
83,1,0.024,0.933573745568606,-0.00215175833517966,0.976439,0.918946863013699,73,1,1736.11111111111,0
83,1,0.15,0.807047678436074,0.00695630937549154,0.794181,0.702598453333333,75,3,44.4444444444444,0
85,1,0.024,0.966801841585174,0.00223609059402383,0.890302,0.845047594594595,74,1,1736.11111111111,0
85,1,0.15,0.950936069273344,0.00290359516393477,0.666,0.610228842857143,70,3,44.4444444444444,0
87,1,0.024,0.924191953340961,-0.000937046853935238,0.9176935,0.853158544117647,68,1,1736.11111111111,0
87,1,0.15,0.502251258902132,-0.0162834533875907,0.8072835,0.75742427027027,74,3,44.4444444444444,0
91,1,0.024,0.944889954935298,0.000721146438845144,0.975571,0.935428830985915,71,1,1736.11111111111,0
91,1,0.15,0.832789253203942,0.00293390239210769,0.888607,0.744328527777778,72,3,44.4444444444444,0
93,1,0.024,0.960284154975029,0.000842678335004513,0.967161,0.932744173333333,75,1,1736.11111111111,0
93,1,0.15,0.486446283293346,-0.00451047758135624,0.956213,0.846284095890411,73,3,44.4444444444444,0
97,1,0.024,0.842390437376308,-0.00142269463195052,0.8858725,0.883494972972973,74,1,1736.11111111111,0
97,1,0.15,0.741350536933662,0.0120340448286835,0.866842,0.758075263888889,72,3,44.4444444444444,0
107,1,0.024,0.921072459615503,-0.00198200664515225,0.773749,0.796333567164179,67,1,1736.11111111111,0
107,1,0.15,0.586657797916143,-0.0129234278123376,0.781171,0.72943704109589,73,3,44.4444444444444,0
117,1,0.024,0.975736868715802,0.000401426884893923,0.9318485,0.895814055555555,72,1,1736.11111111111,0
117,1,0.15,0.894786203055708,0.000682481771039499,0.785015,0.703069450704225,71,3,44.4444444444444,0
119,1,0.024,0.999774570978506,0.00125324102129107,0.9729905,0.910237138888889,72,1,1736.11111111111,0
119,1,0.15,0.918104406779672,0.00214774888909839,0.779943,0.665014869565217,69,3,44.4444444444444,0
121,1,0.024,0.918647747470398,0.00137834098189964,0.9036515,0.874604402777778,72,1,1736.11111111111,0
121,1,0.15,0.631865278813275,-0.00717763692665974,0.902592,0.810205053333333,75,3,44.4444444444444,0
131,1,0.024,0.97990284684509,-0.000203166536286362,0.9684635,0.910364676470588,68,1,1736.11111111111,0
131,1,0.15,0.968455425858777,0.00717298749349302,0.69588,0.611715069444445,72,3,44.4444444444444,0
137,1,0.024,0.975074257379868,0.00252299263328143,0.82279,0.802482126760563,71,1,1736.11111111111,0
137,1,0.15,0.78587324660954,-0.00843888137640966,0.786613,0.675755081081081,74,3,44.4444444444444,0
139,1,0.024,0.963258002683707,0.000469978393616648,0.99037,0.944535266666667,75,1,1736.11111111111,0
139,1,0.15,0.861469206826997,0.009972247113095,0.8263555,0.737379763888889,72,3,44.4444444444444,0
141,1,0.024,0.962574224091441,0.0013364614977701,0.969868,0.931601864864865,74,1,1736.11111111111,0
141,1,0.15,0.572979424339575,0.0149073470304857,0.9542015,0.809465027027027,74,3,44.4444444444444,0
143,1,0.024,0.985426647000602,0.000671412143954607,0.985789,0.938434767123288,73,1,1736.11111111111,0
143,1,0.15,0.757907212212206,0.00157070490080875,0.883542,0.746979581081081,74,3,44.4444444444444,0
147,1,0.024,0.961167170136685,0.00098154059256714,0.844523,0.84626476,75,1,1736.11111111111,0
147,1,0.15,0.918116080016021,-0.00180661263470022,0.788551,0.654297109589041,73,3,44.4444444444444,0
26,0,0.024,1.01186649857682,0.0025153162896922,0.943682,0.862794354166667,48,1,1736.11111111111,1
26,0,0.06,1.01922836023835,0.00350692386839852,0.89504,0.782827229166667,48,2,277.777777777778,1
28,0,0.024,0.997657918775876,0.00497075299837479,0.934774,0.870625057971015,69,1,1736.11111111111,1
28,0,0.06,1.01152954862185,0.0124240329331934,0.865018,0.750839946666667,75,2,277.777777777778,1
30,0,0.024,1.0014011046994,0.000620621280556541,0.9826315,0.919766736111111,72,1,1736.11111111111,1
30,0,0.06,0.98720702132476,-0.00190937102581784,0.924428,0.801127287671233,73,2,277.777777777778,1
32,0,0.024,0.987274430741653,0.00101947679034535,0.9386665,0.830233779411765,68,1,1736.11111111111,1
32,0,0.06,0.957274874308477,0.00725841463582776,0.8637035,0.782423,72,2,277.777777777778,1
40,0,0.024,0.994665551662528,-0.00142797923462094,0.8294325,0.786297608108108,74,1,1736.11111111111,1
40,0,0.06,0.984037649740333,-0.00226221187262032,0.86602,0.741318540540541,74,2,277.777777777778,1
44,0,0.024,0.984079619704515,0.000842175355592945,0.974031,0.914542202702703,74,1,1736.11111111111,1
44,0,0.06,0.990930173232562,0.00580391560606781,0.810709,0.714746849315068,73,2,277.777777777778,1
46,0,0.024,0.993931846516756,0.000143200688016543,0.971632,0.90427698630137,73,1,1736.11111111111,1
46,0,0.06,0.991476250713655,0.00306962188431497,0.9127155,0.795945071428572,70,2,277.777777777778,1
48,0,0.024,0.971363283562157,0.00710601154349699,0.9080605,0.742126592592593,54,1,1736.11111111111,1
48,0,0.06,0.410185514645028,0.0147272513112284,0.306862,0.425044926470588,68,2,277.777777777778,1
54,0,0.024,0.970045672847484,0.00113278238933112,0.9284065,0.903832125,72,1,1736.11111111111,1
54,0,0.06,0.924794441567457,-0.00251927115205837,0.941523,0.798992739726027,73,2,277.777777777778,1
58,0,0.024,1.00843412423181,0.00147030033908247,0.868172,0.80562356,75,1,1736.11111111111,1
58,0,0.06,0.934860806652562,0.00813658677940693,0.891313,0.789369109589041,73,2,277.777777777778,1
60,0,0.024,0.991830608468967,0.00348196460853106,0.9517855,0.888982279411765,68,1,1736.11111111111,1
60,0,0.06,0.981370074222115,0.00378882349376199,0.92267,0.79244302739726,73,2,277.777777777778,1
62,0,0.024,0.980516819765861,-0.000265163370697748,0.9586025,0.922264459459459,74,1,1736.11111111111,1
62,0,0.06,0.980533656992568,-0.0015460361774254,0.881391,0.759355293333333,75,2,277.777777777778,1
66,0,0.024,1.00971278610272,0.00199656931408054,0.975463,0.923343575342466,73,1,1736.11111111111,1
66,0,0.06,0.97755744726436,0.00627637602599201,0.9013745,0.796182875,72,2,277.777777777778,1
68,0,0.024,0.964977156637632,0.0023851018657342,0.86836,0.838624933333333,75,1,1736.11111111111,1
68,0,0.06,0.972911277841208,0.00347370123578265,0.874165,0.744111788732394,71,2,277.777777777778,1
70,0,0.024,1.00564936926,-0.00603119460786495,0.833715,0.81930968,75,1,1736.11111111111,1
70,0,0.06,0.992651793504748,-0.00168701444684308,0.908008,0.76752236,75,2,277.777777777778,1
74,0,0.024,0.978410882587627,0.00088392496151487,0.9830565,0.918302916666667,72,1,1736.11111111111,1
74,0,0.06,0.965353527454273,0.00438761724485028,0.880481,0.787691452054795,73,2,277.777777777778,1
80,0,0.024,0.998212751095013,0.00152716303397781,0.926021,0.885927849315068,73,1,1736.11111111111,1
80,0,0.06,0.934677133907262,-0.00541543375661259,0.868656,0.819643150684932,73,2,277.777777777778,1
82,0,0.024,1.00023093843225,0.00101832223093361,0.974806,0.898676208955224,67,1,1736.11111111111,1
82,0,0.06,1.01216498428886,0.00181980185455674,0.879109,0.753490774647887,71,2,277.777777777778,1
84,0,0.024,0.983213332362979,0.0021207143733001,0.971348,0.914987112676056,71,1,1736.11111111111,1
84,0,0.06,0.959944629757436,0.000309041476324826,0.9413895,0.808668117647059,68,2,277.777777777778,1
88,0,0.024,0.965556708171084,0.00129557061427909,0.984335,0.951615527777778,72,1,1736.11111111111,1
88,0,0.06,0.93927039475666,0.00133423774318344,0.9711465,0.864184930555556,72,2,277.777777777778,1
90,0,0.024,0.989516692027474,0.00346333700801683,0.9540275,0.904019444444444,72,1,1736.11111111111,1
90,0,0.06,0.985836797415165,0.00410115385830128,0.89674,0.770913684931507,73,2,277.777777777778,1
92,0,0.024,1.06427684741665,-0.00499886063615514,0.641198,0.690363183098591,71,1,1736.11111111111,1
92,0,0.06,1.00897304802852,0.00211776780488386,0.85822,0.710969630136986,73,2,277.777777777778,1
94,0,0.024,0.991983229893958,4.38238524255507e-05,0.967971,0.908424849315069,73,1,1736.11111111111,1
94,0,0.06,1.00033161429484,0.00496658967678687,0.86632,0.734743652777778,72,2,277.777777777778,1
104,0,0.024,1.00525526783566,-0.00112469666281755,0.947983,0.886676410958904,73,1,1736.11111111111,1
104,0,0.06,0.957050917661517,0.00124566875541137,0.898811,0.783774794520548,73,2,277.777777777778,1
106,0,0.024,1.0249567523679,0.00514044168817251,0.799873,0.78515795945946,74,1,1736.11111111111,1
106,0,0.06,0.921656694346222,-0.00431042135877608,0.895854,0.804090232876712,73,2,277.777777777778,1
112,0,0.024,0.866869320204196,0.00547433177774145,0.762205,0.723296073529412,68,1,1736.11111111111,1
112,0,0.06,0.710995167066433,0.00458306818827196,0.881236,0.813555169014085,71,2,277.777777777778,1
114,0,0.024,0.995979160146811,-0.000256379025583484,0.97363,0.911862869565217,69,1,1736.11111111111,1
114,0,0.06,0.991752592369052,0.00147584877434197,0.946537,0.820655484375,64,2,277.777777777778,1
116,0,0.024,0.981105144186975,0.00225582635223139,0.9318955,0.870629,74,1,1736.11111111111,1
116,0,0.06,0.969609547081072,0.00405264118997596,0.891411,0.763394774647887,71,2,277.777777777778,1
120,0,0.024,0.959882089634119,-0.00146710248102368,0.98396,0.94231772972973,74,1,1736.11111111111,1
120,0,0.06,0.918000292776846,-0.00129596399029922,0.9338385,0.826499243243243,74,2,277.777777777778,1
122,0,0.024,0.983803470638152,0.000939774268054228,0.952482,0.914601337837838,74,1,1736.11111111111,1
122,0,0.06,1.01282388689832,-1.38812717700725e-06,0.880226,0.779681347222222,72,2,277.777777777778,1
124,0,0.024,0.982761891883747,-0.000690915575911816,0.9393,0.882168567164179,67,1,1736.11111111111,1
124,0,0.06,1.0203745705528,0.00575184825054211,0.851025,0.746720555555556,72,2,277.777777777778,1
126,0,0.024,1.05372202416508,0.00420017257838163,0.735995,0.72099872,75,1,1736.11111111111,1
126,0,0.06,1.00049966441042,0.00735367689405085,0.8787,0.77011932,75,2,277.777777777778,1
130,0,0.024,0.99257850471588,0.00149831320486244,0.976069,0.91422422972973,74,1,1736.11111111111,1
130,0,0.06,0.995313228780329,0.00298447744220462,0.893098,0.807614358208955,67,2,277.777777777778,1
136,0,0.024,1.00079486902382,-0.000624443238154478,0.476347,0.54663747368421,57,1,1736.11111111111,1
136,0,0.06,0.977691533638331,0.00687259606973447,0.844093,0.678248843137255,51,2,277.777777777778,1
138,0,0.024,1.01745857947971,0.00171780859096159,0.9531565,0.883832388888889,72,1,1736.11111111111,1
138,0,0.06,0.992331747538989,0.00449975997160025,0.8989315,0.757660319444444,72,2,277.777777777778,1
144,0,0.024,0.977618457656292,0.00324833526457465,0.770792,0.78360961971831,71,1,1736.11111111111,1
144,0,0.06,1.02716156062062,-0.00513965698649376,0.855111,0.752694219178082,73,2,277.777777777778,1
146,0,0.024,0.954583267576967,0.00109277576865358,0.9546345,0.898788337837838,74,1,1736.11111111111,1
146,0,0.06,0.918827136391498,0.00274232571990966,0.959744,0.831146662162162,74,2,277.777777777778,1
148,0,0.024,0.979698172385471,-0.00276764748728743,0.975573,0.919450285714286,70,1,1736.11111111111,1
148,0,0.06,1.00605991395267,-0.00627628385425771,0.929106,0.810016521739131,69,2,277.777777777778,1
150,0,0.024,0.998451736390657,-0.00198252638658776,0.967778,0.908922823529412,68,1,1736.11111111111,1
150,0,0.06,0.997459791745992,-0.000556760611631985,0.9312305,0.812865970588235,68,2,277.777777777778,1
152,0,0.024,0.968061402716286,0.00407685327817575,0.9746395,0.908436486486486,74,1,1736.11111111111,1
152,0,0.06,0.989040801665237,0.00668551211478867,0.8975415,0.776891555555555,72,2,277.777777777778,1
27,1,0.024,0.983997669791798,0.00251878494505312,0.976888,0.908036213333333,75,1,1736.11111111111,1
27,1,0.15,0.920019445119486,0.00661365838742591,0.762178,0.669761432432432,74,3,44.4444444444444,1
29,1,0.024,1.00679087765268,0.00126862547518073,0.97655,0.920872366197183,71,1,1736.11111111111,1
29,1,0.15,1.03125078285685,0.0128194446989525,0.7264755,0.601272257142857,70,3,44.4444444444444,1
31,1,0.024,0.995064837990715,0.00187920369597323,0.9631715,0.913987878378378,74,1,1736.11111111111,1
31,1,0.15,0.90768936134482,0.0230447797509788,0.721365,0.646431121621622,74,3,44.4444444444444,1
33,1,0.024,0.991987425371826,-0.000356543850114018,0.98076,0.909679728571429,70,1,1736.11111111111,1
33,1,0.15,0.904271540383616,-0.00345203447368481,0.644611,0.613868867647059,68,3,44.4444444444444,1
35,1,0.024,0.982594833822624,-0.000773814209820386,0.956292,0.907441333333333,72,1,1736.11111111111,1
35,1,0.15,0.913417044051357,-0.00732033714475327,0.787768,0.65950454054054,74,3,44.4444444444444,1
39,1,0.024,0.975042600887249,0.000540941983976803,0.96732,0.917897333333333,75,1,1736.11111111111,1
39,1,0.15,0.829858035511584,0.00550482993993734,0.853564,0.745466323943662,71,3,44.4444444444444,1
41,1,0.024,1.00674141505825,0.00045102519923193,0.956476,0.900917112676056,71,1,1736.11111111111,1
41,1,0.15,0.938606129439249,0.00889542100781165,0.770739,0.699996782608696,69,3,44.4444444444444,1
43,1,0.024,0.988496731283071,0.00272609608284645,0.967505,0.909897674418605,43,1,1736.11111111111,1
43,1,0.15,0.9785462035892,0.00287328004613239,0.586744,0.553342016393443,61,3,44.4444444444444,1
47,1,0.024,0.96488064831939,-0.000986497607590191,0.972113,0.934888253521127,71,1,1736.11111111111,1
47,1,0.15,0.902595015718673,0.00824869234309963,0.755389,0.638474746666667,75,3,44.4444444444444,1
53,1,0.024,0.970043395623821,0.00211611020490537,0.9552345,0.882448227272727,66,1,1736.11111111111,1
53,1,0.15,0.902007300075262,0.00456745419496905,0.699403,0.620737394366197,71,3,44.4444444444444,1
57,1,0.024,0.995653510923654,0.000292674746473888,0.970166,0.92290302739726,73,1,1736.11111111111,1
57,1,0.15,0.838384608548196,0.00423663486039121,0.885481,0.724399,74,3,44.4444444444444,1
59,1,0.024,-0.788207828421064,-0.0230344461823425,0,0.0979379733333333,75,1,1736.11111111111,1
59,1,0.15,0.170243365259407,0.010986307176728,0.00183,0.187873986666667,75,3,44.4444444444444,1
63,1,0.024,0.838164348845386,0.00314787315157623,0.943698,0.685359098039216,51,1,1736.11111111111,1
63,1,0.15,1.04906193316452,0.0201027843699437,0.6040365,0.518008793103448,58,3,44.4444444444444,1
65,1,0.024,0.961502389231052,0.00237127883854628,0.932457,0.874544794520548,73,1,1736.11111111111,1
65,1,0.15,0.634927403196172,0.0159098677107669,0.8998095,0.772020918918919,74,3,44.4444444444444,1
67,1,0.024,1.01192239410105,0.00198489015569724,0.9546665,0.872972444444444,72,1,1736.11111111111,1
67,1,0.15,0.929325545726133,0.0112204108921537,0.708865,0.616306971014493,69,3,44.4444444444444,1
73,1,0.024,0.97077608354046,-0.00253611713922308,0.9427125,0.853764242857143,70,1,1736.11111111111,1
73,1,0.15,0.923065910762983,0.0059422736448672,0.747557,0.67322032,75,3,44.4444444444444,1
75,1,0.024,0.995384196774124,0.00091316951947921,0.963025,0.911442162162162,74,1,1736.11111111111,1
75,1,0.15,0.997729164769927,0.0053423153360478,0.768836,0.666280710144928,69,3,44.4444444444444,1
77,1,0.024,0.983499288800956,0.000240203998308133,0.967764,0.919263712328767,73,1,1736.11111111111,1
