Subjects,groups,Likelihoods,Weights,Intercept,OI,OIc,Tr,LLabel,Gamma,Phase
77,1,0.15,0.919582961853119,0.00650721540129917,0.688135,0.600951356164384,73,3,44.4444444444444,1
81,1,0.024,0.979715715296752,-0.00488948660508562,0.7558845,0.735375941176471,68,1,1736.11111111111,1
81,1,0.15,0.591928730390916,-6.06705105689515e-05,0.908398,0.786280402777778,72,3,44.4444444444444,1
83,1,0.024,0.963447815573286,0.00346910605016749,0.978199,0.921187863013699,73,1,1736.11111111111,1
83,1,0.15,0.849075920826434,0.002377187176226,0.652438,0.63392768,75,3,44.4444444444444,1
85,1,0.024,0.931894900954732,-0.00124906678274737,0.844453,0.763789453333333,75,1,1736.11111111111,1
85,1,0.15,0.793250466833186,-0.00228985755126595,0.777068,0.71131372,75,3,44.4444444444444,1
87,1,0.024,0.913735018592968,-4.00112546132944e-05,0.898901,0.841613506849315,73,1,1736.11111111111,1
87,1,0.15,0.609245138113624,-0.00788262561993144,0.737894,0.659319095890411,73,3,44.4444444444444,1
91,1,0.024,0.945178261810313,0.000897152930236042,0.969662,0.929589026666667,75,1,1736.11111111111,1
91,1,0.15,0.938519783931059,0.011879542598952,0.736259,0.65565108,75,3,44.4444444444444,1
93,1,0.024,0.981043288843038,-0.000481044829279376,0.9794875,0.922773571428572,70,1,1736.11111111111,1
93,1,0.15,0.813563433616671,0.00521807453586436,0.860786,0.708892135135135,74,3,44.4444444444444,1
97,1,0.024,0.90731272733333,0.000218601368839375,0.964793,0.930250369863014,73,1,1736.11111111111,1
97,1,0.15,0.873410604715909,0.000592819955507264,0.83469,0.736906471428571,70,3,44.4444444444444,1
107,1,0.024,0.830585814007262,-5.67811695769257e-05,0.736104,0.762858154929578,71,1,1736.11111111111,1
107,1,0.15,0.613426015853426,-0.0141974648285679,0.927482,0.784225305555555,72,3,44.4444444444444,1
117,1,0.024,0.986409689327206,0.00259990251992885,0.916051,0.877586661971831,71,1,1736.11111111111,1
117,1,0.15,0.865237922844593,-0.0202174382881907,0.739798,0.66799408,75,3,44.4444444444444,1
119,1,0.024,0.946314096127682,-0.00152717345662199,0.932825,0.902018591549296,71,1,1736.11111111111,1
119,1,0.15,0.729086244369075,0.00414235096500062,0.82952,0.730042739726027,73,3,44.4444444444444,1
121,1,0.024,0.960021707839983,-0.00122104855401203,0.9212975,0.885568972222222,72,1,1736.11111111111,1
121,1,0.15,0.753625398004298,-0.0111141990801467,0.8388815,0.675560851351351,74,3,44.4444444444444,1
131,1,0.024,0.97758996413089,0.00100901181259705,0.975612,0.924996736111111,72,1,1736.11111111111,1
131,1,0.15,0.84414884603305,-0.00227837131493289,0.7992785,0.714807986486486,74,3,44.4444444444444,1
137,1,0.024,0.978570285538372,0.00644822721419449,0.7680455,0.811874085714286,70,1,1736.11111111111,1
137,1,0.15,0.904406331307306,-0.00995915645481158,0.7350925,0.652503152777778,72,3,44.4444444444444,1
139,1,0.024,0.975869466991503,0.000616477658163099,0.984512,0.918302648648649,74,1,1736.11111111111,1
139,1,0.15,0.863776832666071,0.00300813675851022,0.816444,0.74283138028169,71,3,44.4444444444444,1
141,1,0.024,0.94431892637338,0.00488603969143814,0.939959,0.907079661971831,71,1,1736.11111111111,1
141,1,0.15,0.549367999987654,0.011021812393267,0.906175,0.778628066666667,75,3,44.4444444444444,1
143,1,0.024,1.00258718354652,0.000634323287645969,0.981094,0.919736088235294,68,1,1736.11111111111,1
143,1,0.15,0.627117585473884,-0.00184810792080946,0.9272155,0.785896716216216,74,3,44.4444444444444,1
147,1,0.024,1.02765768858373,0.00214843495538655,0.73103,0.765951146666667,75,1,1736.11111111111,1
147,1,0.15,0.829731854903934,-0.00305885332862035,0.807713,0.668807573333333,75,3,44.4444444444444,1
