"Participant","Block","TrialNum","TrialNumByLL","PriorSD","LikelihoodSD","LLType","LLMean","LSD","Coin","Splash1X","Splash2X","Splash3X","Splash4X","Splash5X","NetX","Correct","deltaD","OI","OIc","Outlier"
26,1,1,1,0.085,0.024,"Narrow",0.15166,0.035921,0.14445,0.147449,0.152404,0.169917,0.175458,0.113069,0.013202,"miss",-0.138457,0.000001,0.003305,"yes"
26,1,3,2,0.085,0.024,"Narrow",0.107114,0.032373,0.101989,0.096264,0.090086,0.091698,0.120491,0.137031,0.065108,"miss",-0.042006,0.387252,0.665669,"yes"
26,1,8,3,0.085,0.024,"Narrow",-0.087235,0.027471,-0.099635,-0.104839,-0.067992,-0.092471,-0.092482,-0.07839,-0.083612,"miss",0.003623,0.993565,0.986074,"no"
26,1,9,4,0.085,0.024,"Narrow",0.052806,0.063234,0.049121,0.080983,0.050802,0.004555,0.032324,0.095369,0.033092,"miss",-0.019714,0.815896,0.999847,"no"
26,1,10,5,0.085,0.024,"Narrow",-0.108856,0.015765,-0.110094,-0.108927,-0.098029,-0.117839,-0.115534,-0.103949,-0.09094,"miss",0.017915,0.923735,0.732966,"no"
26,1,11,6,0.085,0.024,"Narrow",-0.021802,0.044927,-0.029,-0.028716,-0.008254,-0.032609,0.015549,-0.054979,0.00203,"miss",0.023832,0.668948,0.895927,"no"
26,1,12,7,0.085,0.024,"Narrow",0.059372,0.044031,0.05708,0.024325,0.070571,0.083547,0.058666,0.05975,0.051963,"hit",-0.007409,0.99259,0.991769,"no"
26,1,14,8,0.085,0.024,"Narrow",-0.043204,0.026434,-0.040451,-0.052325,-0.046241,-0.027148,-0.027359,-0.062947,-0.035669,"hit",0.007535,0.984771,0.990378,"no"
26,1,15,9,0.085,0.024,"Narrow",0.022734,0.028277,0.027747,0.009498,0.01108,0.011651,0.020679,0.060761,0.030332,"hit",0.007599,0.932421,0.940982,"no"
26,1,17,10,0.085,0.024,"Narrow",-0.09079,0.037608,-0.093531,-0.091514,-0.076935,-0.121652,-0.100098,-0.063751,-0.061627,"miss",0.029163,0.663192,0.922104,"no"
26,1,19,11,0.085,0.024,"Narrow",-0.041385,0.022247,-0.042835,-0.032682,-0.024301,-0.045326,-0.049366,-0.055251,-0.038334,"hit",0.003051,1,0.999855,"no"
26,1,20,12,0.085,0.024,"Narrow",0.165938,0.060519,0.145817,0.209722,0.164429,0.18075,0.128108,0.146682,0.155493,"hit",-0.010446,0.997351,0.663198,"no"
26,1,21,13,0.085,0.024,"Narrow",-0.013479,0.071238,-0.01719,-0.060485,0.020281,0.026022,-0.014056,-0.039159,0.009982,"miss",0.023461,0.663034,0.948949,"no"
26,1,24,14,0.085,0.024,"Narrow",-0.04506,0.029656,-0.042299,-0.042696,-0.053223,-0.023257,-0.033277,-0.072847,-0.018704,"miss",0.026356,0.649307,0.765697,"no"
26,1,25,15,0.085,0.024,"Narrow",0.046054,0.069158,0.041239,0.064492,0.052092,0.089308,-0.00347,0.027847,0.069422,"miss",0.023368,0.557742,0.744894,"no"
26,1,28,16,0.085,0.024,"Narrow",-0.152615,0.034879,-0.139696,-0.163814,-0.140327,-0.127954,-0.170392,-0.160588,-0.141301,"hit",0.011314,0.999998,0.950338,"no"
26,1,29,17,0.085,0.024,"Narrow",-0.045481,0.018991,-0.030998,-0.033138,-0.041226,-0.0592,-0.046595,-0.047246,-0.031587,"hit",0.013894,0.913698,0.851652,"no"
26,1,30,18,0.085,0.024,"Narrow",0.071647,0.057884,0.083897,0.084857,0.063868,0.031128,0.110001,0.068381,0.08053,"hit",0.008884,0.849257,0.8099,"no"
26,1,34,19,0.085,0.024,"Narrow",0.175597,0.046519,0.150823,0.200089,0.155579,0.203319,0.156905,0.162095,0.178442,"miss",0.002845,0.815999,0.583569,"no"
26,1,37,20,0.085,0.024,"Narrow",0.058663,0.04854,0.051312,0.062956,0.019919,0.04663,0.082374,0.081434,0.100351,"miss",0.041688,0.1767,0.427584,"no"
26,2,42,21,0.085,0.024,"Narrow",0.097833,0.030769,0.109206,0.101866,0.092462,0.124496,0.0857,0.084641,0.058839,"miss",-0.038994,0.43901,0.658505,"no"
26,2,44,22,0.085,0.024,"Narrow",0.084043,0.039497,0.090441,0.103251,0.064039,0.068104,0.107003,0.077821,0.090138,"hit",0.006095,0.88423,0.850132,"no"
26,2,45,23,0.085,0.024,"Narrow",-0.077491,0.029223,-0.084585,-0.077961,-0.051541,-0.078968,-0.075195,-0.103791,-0.043818,"miss",0.033673,0.529024,0.680265,"no"
26,2,46,24,0.085,0.024,"Narrow",-0.077723,0.033962,-0.104167,-0.064157,-0.095346,-0.075799,-0.054419,-0.098893,-0.058413,"miss",0.019309,0.860905,0.966052,"no"
26,2,47,25,0.085,0.024,"Narrow",0.048856,0.037022,0.044371,0.062605,0.027729,0.02685,0.062647,0.064451,0.018726,"miss",-0.03013,0.563745,0.816367,"no"
26,2,49,26,0.085,0.024,"Narrow",0.031689,0.056911,0.041956,0.010257,0.062324,0.061076,0.000655,0.024134,0.016284,"miss",-0.015405,0.870392,0.993253,"no"
26,2,52,27,0.085,0.024,"Narrow",-0.022613,0.0413,-0.024709,-0.018642,-0.022413,-0.056278,0.000781,-0.016517,-0.016824,"hit",0.00579,0.986296,0.999258,"no"
26,2,60,28,0.085,0.024,"Narrow",0.100547,0.055126,0.087317,0.13322,0.084734,0.060393,0.104594,0.119795,0.092423,"hit",-0.008124,0.999602,0.899667,"no"
26,2,62,29,0.085,0.024,"Narrow",0.138245,0.046397,0.14587,0.106323,0.134676,0.135965,0.171573,0.142689,0.121232,"miss",-0.017013,0.963053,0.93947,"no"
26,2,63,30,0.085,0.024,"Narrow",-0.112475,0.050217,-0.104763,-0.082845,-0.088571,-0.142969,-0.11169,-0.136299,-0.094783,"hit",0.017692,0.930859,0.967118,"no"
26,2,65,31,0.085,0.024,"Narrow",-0.185771,0.052639,-0.181441,-0.187155,-0.16596,-0.22639,-0.158916,-0.190433,-0.153787,"miss",0.031983,0.762223,0.912515,"no"
26,2,68,32,0.085,0.024,"Narrow",-0.020949,0.028207,-0.030092,-0.038851,-0.032974,-0.026907,-0.008294,0.00228,-0.020176,"hit",0.000773,0.999513,0.998931,"no"
26,2,69,33,0.085,0.024,"Narrow",-0.07361,0.028408,-0.072006,-0.05883,-0.062383,-0.093397,-0.081966,-0.071475,-0.074017,"hit",-0.000407,0.972637,0.962921,"no"
26,2,72,34,0.085,0.024,"Narrow",0.067245,0.040757,0.066673,0.045,0.095152,0.076219,0.049783,0.070073,0.06468,"hit",-0.002565,0.99533,0.96556,"no"
26,2,73,35,0.085,0.024,"Narrow",0.127696,0.025225,0.135881,0.124833,0.124241,0.114183,0.148512,0.126711,0.121275,"hit",-0.006421,0.992675,0.988558,"no"
26,2,74,36,0.085,0.024,"Narrow",-0.127755,0.036944,-0.119717,-0.118436,-0.120528,-0.154809,-0.145082,-0.099922,-0.108553,"hit",0.019202,0.925338,0.999509,"no"
26,2,76,37,0.085,0.024,"Narrow",-0.049265,0.039024,-0.051778,-0.049933,-0.081307,-0.035234,-0.059068,-0.020785,-0.040769,"hit",0.008496,0.980998,0.999998,"no"
26,2,77,38,0.085,0.024,"Narrow",-0.040013,0.021302,-0.035184,-0.028307,-0.052139,-0.040459,-0.0282,-0.050962,-0.037454,"hit",0.00256,0.999873,0.999963,"no"
26,2,79,39,0.085,0.024,"Narrow",-0.067678,0.035841,-0.071122,-0.086492,-0.049308,-0.068426,-0.045672,-0.088494,-0.059805,"hit",0.007874,0.993298,0.997654,"no"
26,2,80,40,0.085,0.024,"Narrow",0.003409,0.025473,0.005132,0.001948,0.009386,-0.011255,0.022768,-0.005802,0.004012,"hit",0.000603,0.999407,0.999423,"no"
26,3,81,41,0.085,0.024,"Narrow",-0.086814,0.059684,-0.090113,-0.111284,-0.105553,-0.090356,-0.03587,-0.091008,-0.093642,"hit",-0.006828,0.867167,0.774244,"no"
26,3,83,42,0.085,0.024,"Narrow",0.041307,0.048519,0.063944,0.0647,0.075463,0.03451,0.023213,0.00865,0.051444,"hit",0.010137,0.868117,0.894844,"no"
26,3,85,43,0.085,0.024,"Narrow",0.018295,0.034903,0.009869,-0.010905,0.018307,0.03421,0.028804,0.02106,0.021262,"hit",0.002967,0.98496,0.986074,"no"
26,3,86,44,0.085,0.024,"Narrow",0.058079,0.022877,0.07795,0.053121,0.074088,0.069832,0.052999,0.040354,0.049809,"miss",-0.00827,0.987196,0.98357,"no"
26,3,87,45,0.085,0.024,"Narrow",-0.067631,0.048183,-0.078734,-0.04741,-0.087,-0.033799,-0.063526,-0.10642,-0.039681,"miss",0.02795,0.651094,0.964571,"no"
26,3,89,46,0.085,0.024,"Narrow",-0.049592,0.030526,-0.055152,-0.061399,-0.059937,-0.027116,-0.061664,-0.037845,-0.047414,"hit",0.002179,0.998214,0.993302,"no"
26,3,90,47,0.085,0.024,"Narrow",-0.074988,0.05403,-0.064998,-0.086691,-0.053897,-0.117842,-0.083181,-0.033328,-0.067141,"hit",0.007847,0.995673,0.957201,"no"
26,3,91,48,0.085,0.024,"Narrow",-0.05338,0.051153,-0.037239,-0.066778,-0.0183,-0.077381,-0.075356,-0.029086,-0.035644,"hit",0.017736,0.856618,0.996863,"no"
26,3,92,49,0.085,0.024,"Narrow",-0.014707,0.024806,-0.011512,-0.000379,-0.012025,-0.004648,-0.031262,-0.025218,-0.02983,"miss",-0.015124,0.80755,0.815049,"no"
26,3,94,50,0.085,0.024,"Narrow",0.096489,0.045547,0.095465,0.099288,0.123253,0.067575,0.116642,0.075686,0.090801,"hit",-0.005688,0.998325,0.928439,"no"
26,3,95,51,0.085,0.024,"Narrow",0.045073,0.037983,0.040948,0.022496,0.055575,0.072078,0.035837,0.039377,0.047405,"hit",0.002332,0.974297,0.96294,"no"
26,3,96,52,0.085,0.024,"Narrow",-0.000449,0.03766,-0.00491,-0.003864,-0.029445,0.000873,0.022992,0.007201,0.004468,"hit",0.004917,0.980798,0.990759,"no"
26,3,97,53,0.085,0.024,"Narrow",-0.058518,0.063538,-0.073972,-0.004385,-0.072467,-0.080868,-0.045376,-0.089493,-0.077142,"hit",-0.018625,0.651355,0.745194,"no"
26,3,102,54,0.085,0.024,"Narrow",-0.022343,0.057332,0.003888,0.004871,-0.062776,-0.04336,-0.029217,0.01877,-0.029319,"miss",-0.006976,0.941304,0.959126,"no"
26,3,106,55,0.085,0.024,"Narrow",0.025555,0.061714,0.021521,0.056056,0.029308,0.039428,-0.026104,0.029085,0.019993,"hit",-0.005561,0.989085,0.997935,"no"
26,3,112,56,0.085,0.024,"Narrow",-0.003282,0.071631,-0.012545,-0.035777,0.022332,-0.052013,0.026294,0.022753,0.007532,"miss",0.010815,0.913126,0.985586,"no"
26,3,114,57,0.085,0.024,"Narrow",0.047784,0.064027,0.034585,0.015277,0.048585,0.005576,0.074157,0.095324,0.044972,"hit",-0.002812,0.999583,0.961771,"no"
26,3,116,58,0.085,0.024,"Narrow",0.02375,0.028103,0.016244,0.022075,0.048444,0.023032,0.011433,0.013764,0.01821,"hit",-0.00554,0.988416,0.993557,"no"
26,3,117,59,0.085,0.024,"Narrow",-0.058087,0.032414,-0.061256,-0.082208,-0.049728,-0.040194,-0.050619,-0.067685,-0.05094,"hit",0.007147,0.993384,0.999974,"no"
26,3,120,60,0.085,0.024,"Narrow",-0.020793,0.052378,-0.023496,-0.033193,-0.056785,-0.03372,0.008795,0.010938,-0.025791,"hit",-0.004998,0.965897,0.972557,"no"
26,4,121,61,0.085,0.024,"Narrow",-0.054422,0.0343,-0.044876,-0.04206,-0.067491,-0.031439,-0.04545,-0.085671,-0.047794,"hit",0.006628,0.994478,0.999548,"no"
26,4,124,62,0.085,0.024,"Narrow",0.069474,0.024821,0.080138,0.079551,0.083501,0.065732,0.078696,0.039893,-0.313868,"miss",-0.383343,0,0,"yes"
26,4,127,63,0.085,0.024,"Narrow",0.027982,0.025242,0.026494,0.029606,0.041863,0.043408,0.018628,0.006407,-0.18218,"miss",-0.210163,0,0,"yes"
26,4,130,64,0.085,0.024,"Narrow",-0.028251,0.022268,-0.01901,-0.042686,-0.020741,-0.0194,-0.039664,-0.018763,-0.02534,"hit",0.002911,0.999447,0.998902,"no"
26,4,132,65,0.085,0.024,"Narrow",-0.084913,0.059883,-0.081078,-0.121431,-0.07357,-0.115967,-0.053135,-0.060462,-0.227181,"miss",-0.142268,0,0.002796,"yes"
26,4,133,66,0.085,0.024,"Narrow",-0.094087,0.019771,-0.090637,-0.109941,-0.096891,-0.094607,-0.097056,-0.071942,0.044135,"miss",0.138222,0,0,"yes"
26,4,135,67,0.085,0.024,"Narrow",0.007832,0.031172,0.01063,-0.00233,0.03423,0.000343,0.015034,-0.008119,0.011957,"hit",0.004125,0.982181,0.986445,"no"
26,4,136,68,0.085,0.024,"Narrow",-0.147483,0.056764,-0.150046,-0.132946,-0.161668,-0.12957,-0.107118,-0.206113,-0.124505,"miss",0.022978,0.887959,0.895915,"no"
26,4,141,69,0.085,0.024,"Narrow",-0.085203,0.083016,-0.078205,-0.146196,-0.042077,-0.106218,-0.056117,-0.075405,-0.098572,"miss",-0.01337,0.730086,0.65754,"no"
26,4,142,70,0.085,0.024,"Narrow",-0.067793,0.025332,-0.074511,-0.075803,-0.06975,-0.045402,-0.064515,-0.083493,-0.074199,"hit",-0.006406,0.899521,0.899157,"no"
26,4,143,71,0.085,0.024,"Narrow",-0.023161,0.021361,-0.010745,-0.035097,-0.012284,-0.031425,-0.011924,-0.025076,-0.026581,"miss",-0.00342,0.978833,0.977812,"no"
26,4,144,72,0.085,0.024,"Narrow",-0.081999,0.035091,-0.068618,-0.073054,-0.098646,-0.062345,-0.103561,-0.072391,-0.085784,"miss",-0.003784,0.924311,0.896383,"no"
26,4,148,73,0.085,0.024,"Narrow",0.049926,0.035801,0.036746,0.043414,0.06833,0.022148,0.061028,0.05471,0.067917,"miss",0.017991,0.682117,0.756524,"no"
26,4,150,74,0.085,0.024,"Narrow",-0.113734,0.036324,-0.109302,-0.107421,-0.146158,-0.114253,-0.100105,-0.100735,-0.117421,"hit",-0.003686,0.888035,0.827665,"no"
26,4,152,75,0.085,0.024,"Narrow",0.098583,0.050869,0.104242,0.13572,0.09138,0.089745,0.122499,0.05357,0.101359,"hit",0.002776,0.921085,0.811511,"no"
26,4,153,76,0.085,0.024,"Narrow",0.089,0.04701,0.099067,0.115597,0.109315,0.096027,0.059058,0.065004,0.083694,"miss",-0.005306,0.998699,0.934026,"no"
26,4,154,77,0.085,0.024,"Narrow",-0.117671,0.047931,-0.112403,-0.089371,-0.112562,-0.136352,-0.09125,-0.15882,-0.12291,"hit",-0.005239,0.85405,0.732931,"no"
26,4,155,78,0.085,0.024,"Narrow",-0.00439,0.043366,-0.009423,-0.012826,-0.010374,0.035869,-0.013496,-0.021123,-0.019864,"hit",-0.015474,0.816253,0.918067,"no"
26,4,159,79,0.085,0.024,"Narrow",-0.017753,0.048137,-0.005933,-0.001889,-0.054568,-0.035663,-0.001619,0.004973,-0.011237,"hit",0.006516,0.978218,0.998674,"no"
26,4,160,80,0.085,0.024,"Narrow",-0.003853,0.04292,-0.006266,0.008744,-0.002762,-0.043204,0.002552,0.015407,-0.000901,"hit",0.002951,0.994236,0.99848,"no"
26,5,161,81,0.085,0.024,"Narrow",0.215034,0.038637,0.194544,0.243105,0.208322,0.194196,0.201499,0.228047,0.222819,"miss",0.007785,0.633829,0.469068,"no"
26,5,162,82,0.085,0.024,"Narrow",-0.008039,0.043746,-0.008552,-0.032485,-0.017375,0.012569,-0.030216,0.027314,0.005679,"hit",0.013718,0.869293,0.955486,"no"
26,5,164,83,0.085,0.024,"Narrow",0.090041,0.050706,0.067733,0.08869,0.072647,0.088076,0.135916,0.064879,-0.060308,"miss",-0.150349,0,0.017007,"yes"
26,5,165,84,0.085,0.024,"Narrow",-0.108411,0.046376,-0.100153,-0.113983,-0.087319,-0.089514,-0.1447,-0.106538,0.177455,"miss",0.285866,0,0,"yes"
26,5,170,85,0.085,0.024,"Narrow",-0.075845,0.029462,-0.075552,-0.072901,-0.066258,-0.09941,-0.061383,-0.07927,-0.434404,"miss",-0.35856,0,0,"yes"
26,5,173,86,0.085,0.024,"Narrow",0.125708,0.055847,0.119282,0.091016,0.126899,0.12067,0.169098,0.120855,0.268298,"miss",0.14259,0,0.000721,"yes"
26,5,175,87,0.085,0.024,"Narrow",0.025522,0.054966,0.029285,0.016276,0.061902,0.020771,-0.013474,0.042137,0.057263,"miss",0.031741,0.397507,0.705151,"no"
26,5,176,88,0.085,0.024,"Narrow",-0.070918,0.024685,-0.058583,-0.058437,-0.067413,-0.063838,-0.060437,-0.104464,-0.045751,"hit",0.025167,0.723756,0.740463,"no"
26,5,177,89,0.085,0.024,"Narrow",0.092476,0.054697,0.082888,0.12465,0.087487,0.111094,0.05278,0.08637,0.091896,"hit",-0.000581,0.968771,0.85201,"no"
26,5,178,90,0.085,0.024,"Narrow",0.028111,0.023145,0.01949,0.030424,0.026798,0.009096,0.040755,0.033482,0.025281,"hit",-0.002829,0.999538,0.99932,"no"
26,5,181,91,0.085,0.024,"Narrow",-0.022678,0.058008,-0.023685,-0.046255,-0.056187,-0.029718,0.015669,0.003103,0.017617,"miss",0.040295,0.295707,0.793912,"no"
26,5,185,92,0.085,0.024,"Narrow",-0.010306,0.040158,-0.006801,-0.042178,-0.018394,0.010608,-0.002351,0.000784,0.268205,"miss",0.278511,0,0,"yes"
26,5,186,93,0.085,0.024,"Narrow",-0.003851,0.017428,-0.003505,-0.012172,0.009235,-0.005942,0.002393,-0.012767,0.060434,"miss",0.064284,0.034358,0.003226,"yes"
26,5,187,94,0.085,0.024,"Narrow",0.179754,0.042297,0.185143,0.164554,0.193307,0.212925,0.181208,0.146777,-0.147804,"miss",-0.327559,0,0,"yes"
26,5,191,95,0.085,0.024,"Narrow",-0.012427,0.054016,-0.013699,0.007452,0.023493,-0.042858,-0.005582,-0.044642,-0.004619,"hit",0.007809,0.962136,0.99585,"no"
26,5,193,96,0.085,0.024,"Narrow",0.17939,0.048022,0.184035,0.175939,0.153264,0.207128,0.15381,0.206809,-0.202336,"miss",-0.381726,0,0,"yes"
26,5,194,97,0.085,0.024,"Narrow",-0.025745,0.026448,-0.038455,-0.036878,-0.036208,-0.012874,-0.008895,-0.03387,-0.310007,"miss",-0.284261,0,0,"yes"
26,5,195,98,0.085,0.024,"Narrow",0.000064,0.044216,-0.020295,-0.008369,0.017369,-0.029131,-0.018667,0.039119,-0.002254,"miss",-0.002319,0.995658,0.998357,"no"
26,5,198,99,0.085,0.024,"Narrow",-0.111254,0.083263,-0.110872,-0.073084,-0.103318,-0.182514,-0.093313,-0.104043,-0.114397,"hit",-0.003142,0.900433,0.631671,"no"
26,5,200,100,0.085,0.024,"Narrow",0.043542,0.058253,0.050603,0.083645,0.035546,0.018122,0.013,0.067396,-0.442421,"miss",-0.485963,0,0,"yes"
28,1,1,1,0.085,0.024,"Narrow",0.044501,0.080853,0.059513,0.028639,0.092039,0.00065,0.08766,0.013515,0.023896,"miss",-0.020604,0.783467,0.999959,"no"
28,1,5,2,0.085,0.024,"Narrow",-0.093127,0.029903,-0.099737,-0.106931,-0.086316,-0.073966,-0.109996,-0.088424,-0.069829,"miss",0.023298,0.803008,0.907376,"no"
28,1,7,3,0.085,0.024,"Narrow",0.125468,0.042701,0.112376,0.133764,0.108144,0.116408,0.16142,0.107604,0.102396,"hit",-0.023071,0.856376,0.998405,"no"
28,1,8,4,0.085,0.024,"Narrow",-0.062792,0.054805,-0.05771,-0.069601,-0.085754,-0.075306,-0.015187,-0.06811,-0.06958,"hit",-0.006788,0.899314,0.865236,"no"
28,1,11,5,0.085,0.024,"Narrow",0.014845,0.042595,0.006814,0.023022,0.029436,-0.009008,-0.012729,0.043503,0.025734,"miss",0.01089,0.889746,0.938977,"no"
28,1,12,6,0.085,0.024,"Narrow",0.05991,0.042149,0.052005,0.08559,0.069556,0.036369,0.038746,0.069288,0.036099,"miss",-0.023811,0.73646,0.953333,"no"
28,1,13,7,0.085,0.024,"Narrow",-0.106115,0.020989,-0.132157,-0.112673,-0.091478,-0.101591,-0.118874,-0.10596,-0.134908,"hit",-0.028793,0.334395,0.29221,"no"
28,1,18,8,0.085,0.024,"Narrow",0.06633,0.055229,0.058113,0.0339,0.089226,0.039253,0.054197,0.115073,0.059221,"hit",-0.007109,0.996034,0.964998,"no"
28,1,19,9,0.085,0.024,"Narrow",-0.001437,0.070537,-0.017258,-0.039926,0.040861,-0.001625,0.034741,-0.041237,0.01266,"miss",0.014097,0.85282,0.970254,"no"
28,1,20,10,0.085,0.024,"Narrow",0.160177,0.063174,0.164085,0.155212,0.147007,0.140861,0.217781,0.140026,0.148206,"miss",-0.011971,0.999983,0.681871,"no"
28,1,21,11,0.085,0.024,"Narrow",0.019743,0.023491,0.021909,0.015339,0.013806,0.002708,0.031974,0.03489,0.038091,"miss",0.018348,0.726692,0.720053,"no"
28,1,22,12,0.085,0.024,"Narrow",0.0771,0.028232,0.07755,0.06647,0.089572,0.086366,0.093163,0.049927,0.10211,"miss",0.02501,0.463629,0.511706,"no"
28,1,24,13,0.085,0.024,"Narrow",0.030587,0.012491,0.04791,0.021958,0.030768,0.039604,0.030835,0.029771,0.012154,"miss",-0.018433,0.808298,0.524828,"no"
28,1,25,14,0.085,0.024,"Narrow",-0.033942,0.046147,-0.019503,-0.036118,-0.050098,0.007802,-0.041685,-0.049609,-0.008023,"hit",0.025918,0.639958,0.908374,"no"
28,1,26,15,0.085,0.024,"Narrow",0.017038,0.025865,0.02942,0.030414,0.0102,-0.002503,0.014932,0.032145,-0.003548,"miss",-0.020585,0.737858,0.767555,"no"
28,1,28,16,0.085,0.024,"Narrow",0.056862,0.035888,0.034298,0.03086,0.073386,0.043741,0.068562,0.067761,0.037001,"hit",-0.019861,0.819088,0.947324,"no"
28,1,30,17,0.085,0.024,"Narrow",-0.150432,0.065489,-0.158625,-0.195395,-0.136416,-0.109312,-0.135517,-0.175522,-0.157175,"hit",-0.006743,0.771627,0.490618,"no"
28,1,32,18,0.085,0.024,"Narrow",0.086603,0.032289,0.09307,0.110384,0.079429,0.087855,0.066055,0.089294,0.114529,"miss",0.027926,0.382436,0.466257,"no"
28,1,36,19,0.085,0.024,"Narrow",-0.090077,0.019787,-0.083529,-0.075775,-0.087363,-0.101548,-0.096974,-0.088726,-0.079878,"hit",0.010199,0.98982,0.966577,"no"
28,1,37,20,0.085,0.024,"Narrow",-0.17418,0.05047,-0.167927,-0.138109,-0.191351,-0.195063,-0.19407,-0.15231,-0.182439,"hit",-0.008258,0.695532,0.479657,"no"
28,2,43,21,0.085,0.024,"Narrow",0.049313,0.040449,0.070269,0.074358,0.042466,0.018999,0.048427,0.062317,0.055848,"hit",0.006535,0.919258,0.917003,"no"
28,2,45,22,0.085,0.024,"Narrow",0.044381,0.027479,0.051971,0.061263,0.05702,0.034779,0.02986,0.038983,0.095031,"miss",0.05065,0.09203,0.138235,"no"
28,2,47,23,0.085,0.024,"Narrow",0.008942,0.02304,0.00486,0.005282,0.011826,-0.007304,0.024587,0.010318,0.002822,"hit",-0.006119,0.976067,0.974048,"no"
28,2,48,24,0.085,0.024,"Narrow",-0.02849,0.059923,-0.016564,-0.047079,-0.026878,-0.049696,0.02388,-0.042679,-0.0244,"hit",0.00409,0.996799,0.994194,"no"
28,2,50,25,0.085,0.024,"Narrow",0.251107,0.038201,0.252105,0.245565,0.276101,0.242066,0.225352,0.266452,0.256415,"hit",0.005308,0.629275,0.417301,"no"
28,2,51,26,0.085,0.024,"Narrow",0.078528,0.075346,0.077933,0.134626,0.081608,0.050246,0.037366,0.088797,0.117787,"miss",0.039259,0.189922,0.433031,"no"
28,2,53,27,0.085,0.024,"Narrow",-0.031614,0.053277,-0.029607,-0.03409,-0.01891,-0.01496,-0.079408,-0.010702,-0.041415,"hit",-0.009801,0.887138,0.92049,"no"
28,2,54,28,0.085,0.024,"Narrow",-0.088314,0.016228,-0.080923,-0.092788,-0.085744,-0.097983,-0.09565,-0.069404,-0.085191,"hit",0.003123,0.990661,1,"no"
28,2,58,29,0.085,0.024,"Narrow",0.021694,0.024446,0.036128,0.024379,0.021392,0.025954,0.041594,-0.004849,0.035433,"hit",0.013739,0.825765,0.829221,"no"
28,2,59,30,0.085,0.024,"Narrow",0.06471,0.054505,0.070221,0.108903,0.061049,0.050848,0.036226,0.066524,0.068255,"hit",0.003545,0.945242,0.891377,"no"
28,2,60,31,0.085,0.024,"Narrow",-0.16969,0.05939,-0.162091,-0.174955,-0.132798,-0.174636,-0.214741,-0.151318,-0.13085,"miss",0.038839,0.568945,0.94378,"no"
28,2,61,32,0.085,0.024,"Narrow",-0.200267,0.055508,-0.203553,-0.180601,-0.216654,-0.245571,-0.195878,-0.162631,-0.209769,"hit",-0.009502,0.618484,0.340889,"no"
28,2,62,33,0.085,0.024,"Narrow",-0.089876,0.021734,-0.091817,-0.097977,-0.083255,-0.085925,-0.107009,-0.075212,-0.099244,"hit",-0.009368,0.811905,0.810068,"no"
28,2,65,34,0.085,0.024,"Narrow",-0.063711,0.047539,-0.052761,-0.088352,-0.050524,-0.086288,-0.032614,-0.060777,-0.031742,"miss",0.031969,0.545661,0.924626,"no"
28,2,66,35,0.085,0.024,"Narrow",-0.128621,0.058197,-0.121381,-0.158263,-0.111747,-0.14074,-0.16317,-0.069187,-0.120396,"hit",0.008225,0.998687,0.797598,"no"
28,2,67,36,0.085,0.024,"Narrow",0.080472,0.039659,0.067595,0.076341,0.070189,0.062945,0.114265,0.078619,0.078439,"hit",-0.002033,0.987661,0.945801,"no"
28,2,68,37,0.085,0.024,"Narrow",-0.09204,0.045143,-0.092312,-0.114509,-0.095344,-0.103263,-0.054676,-0.092406,-0.074986,"miss",0.017053,0.91801,0.996941,"no"
28,2,74,38,0.085,0.024,"Narrow",-0.02257,0.03379,-0.044521,0.001948,-0.029144,-0.009639,-0.018181,-0.057835,-0.06277,"miss",-0.0402,0.2386,0.414467,"no"
28,2,77,39,0.085,0.024,"Narrow",0.082107,0.022615,0.074651,0.065869,0.087959,0.091215,0.09257,0.072925,0.060266,"hit",-0.021842,0.816655,0.786007,"no"
28,2,79,40,0.085,0.024,"Narrow",0.026496,0.043954,0.041473,0.006457,0.036356,0.000439,0.053575,0.035651,0.037813,"hit",0.011317,0.8665,0.914619,"no"
28,3,81,41,0.085,0.024,"Narrow",-0.026156,0.033059,-0.026575,0.000547,-0.026405,-0.017574,-0.040128,-0.047222,0.002663,"miss",0.028819,0.554836,0.730889,"no"
28,3,82,42,0.085,0.024,"Narrow",-0.043562,0.029814,-0.036578,-0.029093,-0.049691,-0.041054,-0.067861,-0.030111,-0.036206,"hit",0.007356,0.986166,0.996174,"no"
28,3,84,43,0.085,0.024,"Narrow",0.052133,0.034747,0.047983,0.044397,0.062679,0.079339,0.036501,0.037749,0.08757,"miss",0.035437,0.283369,0.437046,"no"
28,3,85,44,0.085,0.024,"Narrow",-0.03714,0.042812,-0.046783,-0.049086,-0.070564,-0.018105,-0.024291,-0.023652,-0.00241,"miss",0.03473,0.434065,0.786152,"no"
28,3,86,45,0.085,0.024,"Narrow",0.088411,0.023371,0.089269,0.07772,0.073833,0.084998,0.088267,0.117236,0.045802,"miss",-0.042609,0.345483,0.323469,"no"
28,3,90,46,0.085,0.024,"Narrow",0.070869,0.061299,0.077678,0.037543,0.088088,0.039391,0.053454,0.13587,0.088043,"hit",0.017174,0.664457,0.714154,"no"
28,3,91,47,0.085,0.024,"Narrow",-0.026419,0.038181,-0.009364,0.003006,-0.037882,-0.037335,-0.044112,-0.01577,-0.036101,"miss",-0.009682,0.895802,0.925702,"no"
