"Participant","Block","TrialNum","TrialNumByLL","PriorSD","LikelihoodSD","LLType","LLMean","LSD","Coin","Splash1X","Splash2X","Splash3X","Splash4X","Splash5X","NetX","Correct","deltaD","OI","OIc","Outlier"
136,5,172,84,0.085,0.06,"Medium",-0.142737,0.080925,-0.118364,-0.201107,-0.098194,-0.167976,-0.148053,-0.098355,-0.115668,"hit",0.027069,0.919495,0.788987,"no"
136,5,173,85,0.085,0.06,"Medium",0.122322,0.097813,0.065829,0.082962,0.10045,0.202898,0.146346,0.078957,0.183058,"miss",0.060736,0.125538,0.131438,"no"
136,5,176,86,0.085,0.06,"Medium",0.085664,0.131578,0.003174,-0.021012,0.149991,0.058644,0.108597,0.1321,0.082736,"miss",-0.002928,0.876543,0.726371,"no"
136,5,178,87,0.085,0.06,"Medium",0.022955,0.138858,0.031685,0.108073,-0.075465,-0.017154,0.021952,0.077368,-0.223166,"miss",-0.24612,0.00001,0.007173,"yes"
136,5,179,88,0.085,0.06,"Medium",-0.121429,0.050733,-0.104476,-0.113415,-0.158367,-0.139088,-0.129988,-0.066288,-0.071157,"miss",0.050272,0.980471,0.918044,"no"
136,5,181,89,0.085,0.06,"Medium",-0.067381,0.146639,-0.064941,-0.089578,0.061296,-0.09396,-0.038914,-0.175747,-0.018049,"miss",0.049332,0.863987,0.999889,"no"
136,5,182,90,0.085,0.06,"Medium",0.163485,0.032357,0.159242,0.185197,0.179031,0.162909,0.148966,0.141322,0.066038,"miss",-0.097447,0.687785,0.050943,"yes"
136,5,183,91,0.085,0.06,"Medium",0.054791,0.06667,0.052398,0.052179,0.06811,0.064267,0.107952,-0.018553,0.090554,"miss",0.035763,0.55553,0.567185,"no"
136,5,189,92,0.085,0.06,"Medium",0.177122,0.112006,0.132691,0.15537,0.104505,0.210362,0.252255,0.163117,0.168286,"miss",-0.008836,0.603127,0.316437,"no"
136,5,190,93,0.085,0.06,"Medium",-0.103738,0.122349,-0.137687,-0.048129,-0.188958,-0.08007,-0.15945,-0.04208,-0.103691,"miss",0.000047,0.787103,0.610202,"no"
136,5,191,94,0.085,0.06,"Medium",-0.139458,0.130507,-0.138838,-0.139524,-0.061429,-0.204118,-0.215479,-0.076739,-0.104854,"miss",0.034603,0.972423,0.677511,"no"
136,5,192,95,0.085,0.06,"Medium",-0.033153,0.128006,-0.040767,-0.068697,0.072251,-0.014634,-0.091885,-0.062802,0.035235,"miss",0.068388,0.514942,0.816847,"no"
136,5,193,96,0.085,0.06,"Medium",-0.037423,0.033279,-0.067186,-0.033814,-0.054552,-0.034974,-0.01038,-0.053396,0.376101,"miss",0.413525,0,0,"yes"
136,5,194,97,0.085,0.06,"Medium",0.049305,0.139774,0.028713,0.098759,0.02426,0.114243,-0.060869,0.070134,0.25859,"miss",0.209285,0.000034,0.003611,"yes"
136,5,195,98,0.085,0.06,"Medium",0.102126,0.044143,0.056535,0.077451,0.124563,0.097282,0.128886,0.082449,-0.225447,"miss",-0.327573,0,0,"yes"
136,5,196,99,0.085,0.06,"Medium",-0.081638,0.165678,-0.050864,0.033385,-0.183292,-0.053362,-0.136776,-0.068145,0.334548,"miss",0.416186,0,0.000023,"yes"
136,5,197,100,0.085,0.06,"Medium",-0.088862,0.070769,-0.075795,-0.103601,-0.128731,-0.056983,-0.043506,-0.11149,0.395407,"miss",0.484269,0,0,"yes"
138,1,1,1,0.085,0.06,"Medium",0.094864,0.088706,0.081118,0.059854,0.080582,0.083332,0.173759,0.076793,0.105194,"hit",0.01033,0.702068,0.628065,"no"
138,1,3,2,0.085,0.06,"Medium",-0.039618,0.078966,-0.056089,-0.020369,-0.09279,-0.004816,-0.07802,-0.002096,-0.019856,"miss",0.019762,0.991289,0.99971,"no"
138,1,4,3,0.085,0.06,"Medium",0.022333,0.107321,0.024713,0.037512,0.016122,0.112214,-0.028627,-0.025553,0.020724,"hit",-0.001609,0.993196,0.983879,"no"
138,1,10,4,0.085,0.06,"Medium",0.027841,0.035912,0.042566,0.044736,0.037099,0.008916,0.005422,0.043035,0.033578,"hit",0.005737,0.95566,0.958628,"no"
138,1,11,5,0.085,0.06,"Medium",-0.078197,0.0516,-0.036252,-0.116335,-0.088288,-0.093686,-0.058862,-0.033815,-0.083138,"miss",-0.004941,0.824355,0.846098,"no"
138,1,13,6,0.085,0.06,"Medium",0.09674,0.053261,0.107812,0.109407,0.121278,0.064962,0.124754,0.0633,0.104454,"hit",0.007713,0.725522,0.748562,"no"
138,1,15,7,0.085,0.06,"Medium",0.135427,0.116966,0.098326,0.138388,0.072323,0.12782,0.232472,0.106131,0.122327,"miss",-0.013099,0.814049,0.552273,"no"
138,1,16,8,0.085,0.06,"Medium",0.044398,0.118249,0.038027,0.055374,0.116415,-0.048594,0.049006,0.04979,0.040758,"hit",-0.00364,0.975345,0.934366,"no"
138,1,17,9,0.085,0.06,"Medium",0.178092,0.147345,0.156642,0.229172,0.070482,0.11201,0.213494,0.265303,0.140723,"miss",-0.037369,0.908142,0.430497,"no"
138,1,20,10,0.085,0.06,"Medium",0.006135,0.078397,0.062991,0.021749,0.039004,-0.049717,0.044396,-0.024759,0.041786,"miss",0.035652,0.750859,0.804246,"no"
138,1,21,11,0.085,0.06,"Medium",-0.034927,0.037531,-0.046853,-0.040818,-0.033023,-0.051372,-0.002327,-0.047095,-0.01932,"miss",0.015607,0.996792,0.96169,"no"
138,1,25,12,0.085,0.06,"Medium",-0.113156,0.049694,-0.148836,-0.113996,-0.129433,-0.139806,-0.074597,-0.107946,-0.139489,"hit",-0.026333,0.438104,0.452209,"no"
138,1,28,13,0.085,0.06,"Medium",0.076398,0.115351,0.039338,0.144825,-0.004795,0.085303,0.116657,0.040002,0.057951,"miss",-0.018447,0.990277,0.903558,"no"
138,1,29,14,0.085,0.06,"Medium",-0.029031,0.138222,-0.069357,-0.084891,-0.115296,0.000573,0.057566,-0.003109,0.017534,"miss",0.046566,0.759738,0.940695,"no"
138,1,31,15,0.085,0.06,"Medium",0.077289,0.068832,0.077667,0.019453,0.059803,0.082379,0.099057,0.125755,0.042672,"miss",-0.034617,0.984105,0.997271,"no"
138,1,33,16,0.085,0.06,"Medium",0.282535,0.116892,0.256261,0.315451,0.244013,0.266118,0.379588,0.207504,0.295446,"miss",0.012911,0.099806,0.017049,"no"
138,1,35,17,0.085,0.06,"Medium",-0.176942,0.13654,-0.193239,-0.184663,-0.144289,-0.18866,-0.297382,-0.069718,-0.164413,"miss",0.012529,0.648782,0.286036,"no"
138,1,36,18,0.085,0.06,"Medium",0.093914,0.156991,0.036286,0.069775,0.037456,0.069775,0.235192,0.057372,0.013275,"miss",-0.080639,0.611185,0.994344,"yes"
138,1,37,19,0.085,0.06,"Medium",0.025052,0.130011,0.066669,0.050655,0.084929,0.048991,-0.084898,0.025586,0.031545,"miss",0.006493,0.956648,0.94529,"no"
138,1,40,20,0.085,0.06,"Medium",-0.007426,0.10318,-0.03366,0.051398,-0.042146,0.026337,-0.076762,0.004045,-0.019413,"hit",-0.011987,0.958726,0.969724,"no"
138,2,41,21,0.085,0.06,"Medium",0.167441,0.069546,0.114013,0.202392,0.159856,0.153247,0.113259,0.20845,0.16546,"miss",-0.001981,0.558927,0.489632,"no"
138,2,42,22,0.085,0.06,"Medium",-0.040068,0.097602,-0.07305,-0.039823,-0.034553,-0.1,-0.094452,0.06849,-0.038529,"miss",0.001539,0.972373,0.947489,"no"
138,2,44,23,0.085,0.06,"Medium",-0.035377,0.107366,-0.048907,-0.113563,-0.080351,-0.020585,0.011974,0.02564,0.015908,"miss",0.051285,0.729783,0.907938,"no"
138,2,46,24,0.085,0.06,"Medium",-0.204637,0.131279,-0.199828,-0.295941,-0.204663,-0.158791,-0.266994,-0.096795,-0.077913,"miss",0.126724,0.499431,0.970912,"yes"
138,2,47,25,0.085,0.06,"Medium",-0.007732,0.136857,0.064326,-0.067287,0.007962,-0.031243,0.109573,-0.057668,0.017565,"miss",0.025298,0.901078,0.963916,"no"
138,2,48,26,0.085,0.06,"Medium",0.054522,0.066328,-0.004567,0.0145,0.033398,0.101893,0.049821,0.073,0.075493,"miss",0.020971,0.734627,0.734949,"no"
138,2,49,27,0.085,0.06,"Medium",0.029541,0.053808,0.039008,0.020922,0.058238,0.01646,-0.00998,0.062063,0.059175,"miss",0.029634,0.730503,0.712942,"no"
138,2,50,28,0.085,0.06,"Medium",-0.105545,0.104341,-0.094432,-0.182338,-0.112115,-0.073825,-0.043007,-0.116439,-0.137985,"miss",-0.032441,0.398447,0.353324,"no"
138,2,53,29,0.085,0.06,"Medium",0.093097,0.108438,0.099862,0.003493,0.115672,0.149648,0.095554,0.101119,0.103687,"hit",0.01059,0.705952,0.599384,"no"
138,2,59,30,0.085,0.06,"Medium",-0.010779,0.112609,-0.002791,-0.042476,-0.020296,0.088042,-0.052714,-0.026451,-0.024042,"miss",-0.013263,0.944364,0.95762,"no"
138,2,62,31,0.085,0.06,"Medium",0.100317,0.086869,0.084658,0.100629,0.159334,0.074373,0.043306,0.123946,0.119716,"miss",0.019399,0.570369,0.515549,"no"
138,2,63,32,0.085,0.06,"Medium",-0.087819,0.146541,-0.110263,-0.097602,-0.206989,-0.025585,-0.030532,-0.078384,-0.005849,"miss",0.08197,0.570324,0.976176,"yes"
138,2,66,33,0.085,0.06,"Medium",-0.017117,0.118261,-0.023236,0.08476,-0.048085,-0.06739,-0.015938,-0.038931,-0.031006,"hit",-0.013889,0.925582,0.936617,"no"
138,2,70,34,0.085,0.06,"Medium",-0.117862,0.140097,-0.105902,-0.220931,-0.109647,-0.027275,-0.092895,-0.138563,-0.097928,"hit",0.019934,0.927898,0.664139,"no"
138,2,71,35,0.085,0.06,"Medium",-0.043607,0.122402,-0.067459,-0.126158,-0.017154,0.040947,-0.03811,-0.07756,-0.036153,"miss",0.007454,0.990031,0.952432,"no"
138,2,73,36,0.085,0.06,"Medium",-0.173838,0.175955,-0.170659,-0.190812,-0.110793,-0.236565,-0.035726,-0.295293,-0.078132,"miss",0.095706,0.748551,0.841587,"yes"
138,2,75,37,0.085,0.06,"Medium",0.076868,0.104794,0.051529,0.055264,0.16664,0.08779,0.031578,0.043068,0.052376,"hit",-0.024492,0.999769,0.947479,"no"
138,2,76,38,0.085,0.06,"Medium",0.001461,0.10148,-0.032155,-0.063224,0.07631,0.01895,0.002432,-0.027161,0.013738,"miss",0.012276,0.967685,0.980238,"no"
138,2,78,39,0.085,0.06,"Medium",0.123781,0.083823,0.096361,0.191119,0.137064,0.118369,0.078343,0.094009,0.106318,"hit",-0.017463,0.892881,0.770405,"no"
138,2,79,40,0.085,0.06,"Medium",0.050994,0.013974,0.069082,0.04388,0.054966,0.056202,0.041597,0.058327,0.0538,"miss",0.002806,0.924236,0.970362,"no"
138,3,81,41,0.085,0.06,"Medium",-0.255487,0.060648,-0.224189,-0.229281,-0.261215,-0.225752,-0.300972,-0.260214,-0.254378,"miss",0.001109,0.242058,0.236884,"no"
138,3,82,42,0.085,0.06,"Medium",0.053679,0.039786,0.052658,0.037322,0.084495,0.061132,0.062387,0.02306,0.009805,"miss",-0.043874,0.87234,0.653261,"no"
138,3,92,43,0.085,0.06,"Medium",0.040209,0.118778,0.052477,0.018526,-0.035679,0.11703,0.08326,0.017909,0.03833,"hit",-0.001879,0.973714,0.939031,"no"
138,3,98,44,0.085,0.06,"Medium",0.03664,0.109378,0.022838,-0.05971,0.0806,0.060041,0.037368,0.064899,0.040385,"miss",0.003745,0.950107,0.925727,"no"
138,3,99,45,0.085,0.06,"Medium",-0.098191,0.169106,-0.094063,0.043514,-0.128744,-0.178488,-0.131857,-0.095381,-0.076637,"miss",0.021554,0.975455,0.758526,"no"
138,3,100,46,0.085,0.06,"Medium",0.024294,0.11599,0.009278,0.100144,-0.036685,-0.035499,0.031722,0.06179,0.042394,"miss",0.0181,0.870901,0.886613,"no"
138,3,101,47,0.085,0.06,"Medium",-0.033743,0.081697,-0.008948,-0.017132,-0.078677,0.002714,0.013922,-0.089541,-0.035917,"miss",-0.002174,0.964455,0.953487,"no"
138,3,103,48,0.085,0.06,"Medium",0.011789,0.116557,-0.012692,-0.07648,-0.032447,0.047658,0.054492,0.065724,0.05267,"miss",0.040881,0.667085,0.781764,"no"
138,3,105,49,0.085,0.06,"Medium",-0.079432,0.102318,-0.055741,-0.083176,-0.142355,-0.120784,-0.013537,-0.037309,-0.067183,"hit",0.012249,0.96033,0.870428,"no"
138,3,108,50,0.085,0.06,"Medium",0.016984,0.057958,-0.004462,0.036992,0.016146,-0.014952,0.058581,-0.011847,0.010262,"hit",-0.006722,0.999767,0.999626,"no"
138,3,109,51,0.085,0.06,"Medium",-0.007426,0.170408,-0.01052,0.120289,0.055118,-0.028498,-0.087283,-0.096755,0.031949,"miss",0.039375,0.7598,0.909074,"no"
138,3,110,52,0.085,0.06,"Medium",0.045974,0.113443,0.021141,0.018137,0.148518,0.010645,0.034011,0.018558,0.017211,"hit",-0.028763,0.964049,0.999951,"no"
138,3,112,53,0.085,0.06,"Medium",0.060146,0.101641,0.056738,0.009419,0.120404,0.101626,0.011104,0.058176,0.066193,"hit",0.006047,0.872098,0.820025,"no"
138,3,113,54,0.085,0.06,"Medium",0.059715,0.123316,0.0344,-0.018499,0.026352,0.127962,0.116904,0.045857,0.070806,"miss",0.01109,0.824327,0.765381,"no"
138,3,114,55,0.085,0.06,"Medium",0.02368,0.082461,0.044345,0.009732,-0.006502,0.048999,0.090576,-0.024406,0.024433,"miss",0.000754,0.985097,0.979306,"no"
138,3,115,56,0.085,0.06,"Medium",-0.257781,0.120954,-0.223083,-0.232351,-0.215667,-0.363914,-0.272821,-0.204151,-0.239239,"miss",0.018542,0.402308,0.08938,"no"
138,3,116,57,0.085,0.06,"Medium",-0.141589,0.132176,-0.114057,-0.161273,-0.179579,-0.035701,-0.207535,-0.123858,-0.128935,"hit",0.012655,0.787317,0.477953,"no"
138,3,118,58,0.085,0.06,"Medium",-0.099902,0.103503,-0.065411,-0.091174,-0.167999,-0.153691,-0.056386,-0.030258,-0.082491,"miss",0.017411,0.950821,0.816029,"no"
138,3,119,59,0.085,0.06,"Medium",0.037677,0.086228,0.012629,0.05087,0.007877,-0.030846,0.068223,0.092259,0.042767,"miss",0.00509,0.939307,0.924706,"no"
138,3,120,60,0.085,0.06,"Medium",0.113265,0.098545,0.060612,0.19662,0.114174,0.073864,0.129707,0.051959,0.119117,"miss",0.005852,0.682493,0.55206,"no"
138,4,121,61,0.085,0.06,"Medium",0.11713,0.156366,0.123639,0.08291,0.015051,0.138606,0.228464,0.120618,0.134391,"hit",0.017261,0.528669,0.358597,"no"
138,4,123,62,0.085,0.06,"Medium",0.019033,0.167956,0.036676,-0.06206,-0.015784,-0.030563,0.152065,0.051509,0.080958,"miss",0.061925,0.390731,0.600646,"no"
138,4,126,63,0.085,0.06,"Medium",-0.044318,0.065672,-0.042679,-0.037536,0.011712,-0.072101,-0.041937,-0.081726,-0.050108,"hit",-0.00579,0.918517,0.913939,"no"
138,4,127,64,0.085,0.06,"Medium",-0.051373,0.061645,-0.081416,-0.057332,-0.05045,-0.091283,-0.079982,0.022181,-0.040817,"miss",0.010557,0.991442,0.990089,"no"
138,4,129,65,0.085,0.06,"Medium",-0.005202,0.141673,-0.003018,-0.010369,-0.087106,0.07574,-0.077609,0.073333,0.015913,"miss",0.021115,0.927013,0.972642,"no"
138,4,130,66,0.085,0.06,"Medium",0.016957,0.105375,0.010054,0.022078,0.082918,-0.044739,-0.033111,0.057636,0.006784,"hit",-0.010173,0.995863,0.999999,"no"
138,4,133,67,0.085,0.06,"Medium",-0.0903,0.122537,-0.037807,0.002566,-0.09587,-0.089134,-0.046066,-0.222996,-0.053028,"miss",0.037272,0.98948,0.944912,"no"
138,4,134,68,0.085,0.06,"Medium",0.004921,0.080701,0.002601,0.057841,0.025275,-0.014018,-0.049292,0.004799,0.002375,"hit",-0.002547,0.999833,0.999993,"no"
138,4,138,69,0.085,0.06,"Medium",-0.116478,0.130096,-0.069634,-0.028267,-0.092843,-0.188681,-0.173864,-0.098734,-0.096628,"miss",0.01985,0.93059,0.689798,"no"
138,4,139,70,0.085,0.06,"Medium",-0.061154,0.265869,-0.067882,0.006947,-0.235073,-0.105138,0.122112,-0.094615,-0.076307,"hit",-0.015153,0.775655,0.686429,"no"
138,4,141,71,0.085,0.06,"Medium",-0.070271,0.097192,-0.076229,-0.114973,-0.0645,0.005987,-0.04523,-0.132639,-0.060956,"miss",0.009316,0.960948,0.894436,"no"
138,4,142,72,0.085,0.06,"Medium",0.011087,0.052335,0.014128,-0.022432,0.00735,0.041539,-0.010615,0.039594,0.013208,"hit",0.00212,0.993221,0.993547,"no"
138,4,143,73,0.085,0.06,"Medium",-0.054346,0.111645,-0.025364,-0.126053,-0.027,0.022782,-0.079041,-0.062419,-0.06353,"miss",-0.009183,0.860844,0.815209,"no"
138,4,144,74,0.085,0.06,"Medium",-0.068114,0.091716,-0.122784,-0.12373,-0.036462,-0.050471,-0.010299,-0.11961,-0.059427,"miss",0.008688,0.961432,0.9061,"no"
138,4,148,75,0.085,0.06,"Medium",-0.061953,0.107642,-0.058196,-0.035495,-0.15926,-0.030821,-0.043672,-0.04052,-0.025581,"miss",0.036373,0.951084,0.999648,"no"
138,4,149,76,0.085,0.06,"Medium",-0.011062,0.089379,-0.019349,-0.001058,-0.088466,-0.026932,0.019971,0.041176,0.010868,"miss",0.02193,0.935024,0.966975,"no"
138,4,153,77,0.085,0.06,"Medium",-0.139129,0.090817,-0.098563,-0.08229,-0.094089,-0.143267,-0.129548,-0.246451,-0.118249,"miss",0.02088,0.878085,0.696649,"no"
138,4,154,78,0.085,0.06,"Medium",-0.083356,0.141827,-0.056843,-0.107171,-0.126462,0.031132,-0.150347,-0.063935,-0.075666,"miss",0.007691,0.922268,0.765812,"no"
138,4,155,79,0.085,0.06,"Medium",-0.030467,0.10859,-0.013308,0.065983,-0.050718,-0.030145,-0.018822,-0.118634,-0.041893,"miss",-0.011426,0.910528,0.904043,"no"
138,4,157,80,0.085,0.06,"Medium",0.013692,0.042277,0.008547,0.022518,-0.00493,-0.018053,0.024798,0.044128,0.023599,"miss",0.009907,0.958704,0.948618,"no"
138,5,161,81,0.085,0.06,"Medium",0.010952,0.181367,-0.044182,-0.004074,-0.147132,0.078415,0.058829,0.068723,0.049499,"miss",0.038547,0.698376,0.828407,"no"
138,5,162,82,0.085,0.06,"Medium",0.072559,0.060716,0.077617,0.086503,0.107606,0.024991,0.071567,0.072128,0.083042,"hit",0.010483,0.785342,0.784056,"no"
138,5,163,83,0.085,0.06,"Medium",-0.106405,0.074942,-0.089633,-0.106954,-0.144901,-0.10814,-0.153374,-0.018657,-0.122067,"miss",-0.015661,0.591197,0.550021,"no"
138,5,167,84,0.085,0.06,"Medium",0.096443,0.060249,0.042236,0.111912,0.101782,0.048366,0.12876,0.091398,0.111205,"miss",0.014762,0.642471,0.64184,"no"
138,5,168,85,0.085,0.06,"Medium",-0.009254,0.100079,0.005928,0.013547,0.014863,-0.045664,-0.089157,0.060143,0.008412,"hit",0.017665,0.95799,0.982483,"no"
138,5,172,86,0.085,0.06,"Medium",0.102058,0.061877,0.076879,0.104925,0.13527,0.059651,0.076324,0.134118,0.088098,"hit",-0.01396,0.922639,0.91511,"no"
138,5,173,87,0.085,0.06,"Medium",-0.183076,0.146794,-0.104603,-0.084056,-0.193444,-0.287534,-0.203145,-0.147199,-0.169469,"miss",0.013607,0.637102,0.249065,"no"
138,5,174,88,0.085,0.06,"Medium",0.08767,0.039503,0.088189,0.112202,0.086641,0.089658,0.108242,0.041606,0.09878,"hit",0.01111,0.721076,0.769822,"no"
138,5,176,89,0.085,0.06,"Medium",-0.01042,0.124215,0.022715,-0.03499,-0.009068,0.102849,-0.045688,-0.065202,-0.051758,"miss",-0.041338,0.667059,0.790757,"no"
138,5,179,90,0.085,0.06,"Medium",0.020063,0.066749,0.017483,-0.029432,0.009273,0.000143,0.023266,0.097063,0.009857,"hit",-0.010206,0.997485,0.99885,"no"
138,5,181,91,0.085,0.06,"Medium",-0.005459,0.099678,-0.062156,-0.038348,-0.008625,-0.010748,0.085146,-0.054722,-0.007481,"miss",-0.002021,0.997035,0.996852,"no"
138,5,182,92,0.085,0.06,"Medium",0.109099,0.142551,0.13502,0.157315,0.17321,0.174655,0.022456,0.017859,0.168713,"miss",0.059614,0.156402,0.162742,"no"
138,5,184,93,0.085,0.06,"Medium",0.000989,0.071635,0.025806,-0.016819,0.045076,0.043095,-0.024094,-0.042312,-0.017827,"miss",-0.018816,0.933396,0.946437,"no"
138,5,187,94,0.085,0.06,"Medium",0.007391,0.126167,0.000827,0.003443,-0.094904,0.040686,-0.029131,0.116861,0.002717,"hit",-0.004674,0.99901,0.999983,"no"
138,5,189,95,0.085,0.06,"Medium",0.055983,0.130875,0.076003,0.103055,0.077168,-0.062177,0.06772,0.094152,0.099358,"miss",0.043375,0.460618,0.514845,"no"
138,5,190,96,0.085,0.06,"Medium",-0.061626,0.034746,-0.085475,-0.044684,-0.057208,-0.087644,-0.073946,-0.04465,-0.047188,"miss",0.014439,0.992631,0.985932,"no"
138,5,195,97,0.085,0.06,"Medium",-0.01708,0.141994,-0.026881,0.061511,0.046821,-0.039628,-0.113273,-0.040832,0.051502,"miss",0.068582,0.450187,0.747708,"yes"
138,5,196,98,0.085,0.06,"Medium",-0.047924,0.094258,0.011932,-0.072659,0.023417,-0.032962,-0.018276,-0.139143,-0.04859,"miss",-0.000665,0.945919,0.913558,"no"
138,5,197,99,0.085,0.06,"Medium",0.057295,0.023166,0.073206,0.048175,0.053489,0.053459,0.043487,0.087866,0.050248,"miss",-0.007047,0.971343,0.99185,"no"
138,5,199,100,0.085,0.06,"Medium",0.074716,0.058326,0.095035,0.095531,0.027765,0.06611,0.100612,0.083562,0.090034,"hit",0.015317,0.722254,0.724578,"no"
144,1,3,1,0.085,0.06,"Medium",0.046566,0.208326,0.090765,0.010578,-0.115402,0.15477,0.109698,0.073184,0.105306,"hit",0.058741,0.329093,0.460096,"no"
144,1,4,2,0.085,0.06,"Medium",-0.007554,0.132695,-0.022379,0.03995,0.010414,-0.12313,0.033041,0.001956,0.045045,"miss",0.052599,0.602898,0.806809,"no"
144,1,7,3,0.085,0.06,"Medium",-0.090452,0.140173,-0.088415,-0.133585,-0.013796,-0.18801,-0.042156,-0.074715,-0.046931,"miss",0.043521,0.964226,0.953404,"no"
144,1,9,4,0.085,0.06,"Medium",0.144222,0.154006,0.09867,0.140407,0.10204,0.101066,0.283616,0.093982,0.137227,"miss",-0.006995,0.71283,0.384765,"no"
144,1,12,5,0.085,0.06,"Medium",-0.101206,0.164705,-0.110091,-0.111021,0.048077,-0.156259,-0.102849,-0.183976,-0.090611,"miss",0.010595,0.898283,0.659894,"no"
144,1,13,6,0.085,0.06,"Medium",0.037714,0.051645,0.046689,0.052119,-0.000422,0.018306,0.03202,0.086547,0.029822,"miss",-0.007892,0.995647,0.998721,"no"
144,1,14,7,0.085,0.06,"Medium",0.090374,0.073728,0.049125,0.071573,0.150766,0.113805,0.083062,0.032664,0.071615,"miss",-0.018759,0.974594,0.93876,"no"
144,1,15,8,0.085,0.06,"Medium",0.11207,0.147288,0.095804,0.162272,0.0001,0.06529,0.174684,0.158005,0.121597,"miss",0.009526,0.642941,0.450646,"no"
144,1,16,9,0.085,0.06,"Medium",-0.067683,0.042354,-0.086264,-0.061422,-0.095633,-0.091082,-0.054735,-0.035543,-0.041567,"miss",0.026116,0.99738,0.94851,"no"
144,1,17,10,0.085,0.06,"Medium",0.025664,0.127095,0.012281,0.088602,-0.048776,0.071027,0.077973,-0.060509,0.121552,"miss",0.095888,0.110796,0.279778,"yes"
144,1,25,11,0.085,0.06,"Medium",-0.049675,0.132812,-0.031945,-0.009749,-0.140003,0.014703,-0.106893,-0.006434,-0.009448,"miss",0.040227,0.892836,0.997612,"no"
144,1,27,12,0.085,0.06,"Medium",-0.034797,0.107535,-0.027422,-0.124944,-0.063356,-0.006737,-0.00431,0.025364,-0.064341,"miss",-0.029544,0.711083,0.750424,"no"
144,1,29,13,0.085,0.06,"Medium",-0.0772,0.088799,-0.035373,-0.069403,-0.081007,-0.028074,-0.149999,-0.057518,-0.087909,"miss",-0.010709,0.76569,0.713144,"no"
144,1,30,14,0.085,0.06,"Medium",0.122991,0.090836,0.13676,0.055271,0.125411,0.181574,0.111117,0.141582,0.122136,"hit",-0.000855,0.723636,0.586735,"no"
144,1,32,15,0.085,0.06,"Medium",-0.106137,0.061252,-0.102528,-0.08966,-0.056387,-0.102267,-0.117684,-0.164686,-0.081683,"miss",0.024454,0.976567,0.972921,"no"
144,1,33,16,0.085,0.06,"Medium",-0.025284,0.083531,-0.027955,0.040308,-0.013563,-0.009788,-0.065291,-0.078087,-0.048901,"miss",-0.023616,0.813141,0.836008,"no"
144,1,35,17,0.085,0.06,"Medium",0.009361,0.127598,-0.005362,-0.098012,0.052576,0.05823,-0.00655,0.040563,0.040083,"miss",0.030722,0.793821,0.872624,"no"
144,1,37,18,0.085,0.06,"Medium",-0.038515,0.15868,-0.00071,0.086162,0.023197,-0.073483,-0.072603,-0.15585,-0.044759,"miss",-0.006244,0.929404,0.891384,"no"
144,1,38,19,0.085,0.06,"Medium",0.076558,0.219681,0.06222,0.093751,-0.075177,0.234105,0.068678,0.061433,0.06082,"hit",-0.015738,0.981117,0.816036,"no"
144,1,39,20,0.085,0.06,"Medium",0.140989,0.144889,0.142531,0.163015,0.235855,0.087776,0.207578,0.010721,0.107193,"miss",-0.033796,0.966024,0.628989,"no"
144,2,41,21,0.085,0.06,"Medium",-0.009622,0.086131,0.020832,0.061825,-0.034356,-0.014072,-0.050633,-0.010875,-0.037454,"miss",-0.027832,0.823478,0.866617,"no"
144,2,42,22,0.085,0.06,"Medium",0.061907,0.051345,0.012716,0.098273,0.078325,0.031426,0.053913,0.047596,0.097456,"miss",0.035549,0.529596,0.508689,"no"
144,2,43,23,0.085,0.06,"Medium",0.076695,0.087539,0.037254,0.092836,0.122688,0.025913,0.028099,0.113939,0.066853,"miss",-0.009842,0.951723,0.890736,"no"
144,2,44,24,0.085,0.06,"Medium",-0.042237,0.11761,-0.04002,-0.076571,0.058633,-0.032243,-0.088619,-0.072385,-0.075333,"miss",-0.033096,0.638745,0.681231,"no"
144,2,46,25,0.085,0.06,"Medium",-0.122805,0.137631,-0.109707,-0.079622,-0.048481,-0.218115,-0.083694,-0.184113,-0.058912,"miss",0.063893,0.898366,0.942783,"no"
144,2,47,26,0.085,0.06,"Medium",0.123853,0.127509,0.122413,0.144576,0.183132,0.046521,0.052138,0.192899,0.096849,"miss",-0.027005,0.960235,0.711914,"no"
144,2,48,27,0.085,0.06,"Medium",-0.022336,0.096899,-0.040589,0.046799,-0.02352,0.000704,-0.084548,-0.051117,-0.01294,"miss",0.009397,0.999219,0.998749,"no"
144,2,49,28,0.085,0.06,"Medium",0.013972,0.114322,-0.00944,0.020676,0.048509,0.057772,-0.085337,0.028242,0.049547,"miss",0.035575,0.721594,0.810517,"no"
144,2,50,29,0.085,0.06,"Medium",0.020876,0.062517,0.061417,0.024012,0.00952,0.051274,-0.03044,0.050012,0.008511,"miss",-0.012364,0.994089,0.995158,"no"
144,2,53,30,0.085,0.06,"Medium",0.050605,0.115307,0.055116,0.021413,0.143477,0.008746,0.006532,0.072858,0.128717,"miss",0.078112,0.162262,0.274499,"no"
144,2,54,31,0.085,0.06,"Medium",-0.042423,0.101597,-0.073781,-0.036136,0.034782,-0.105764,-0.059979,-0.04502,-0.062642,"hit",-0.020218,0.788474,0.789882,"no"
144,2,57,32,0.085,0.06,"Medium",0.068476,0.100419,0.093863,0.08332,0.132078,0.100948,0.089218,-0.063186,0.089098,"hit",0.020623,0.683986,0.652245,"no"
