"Participant","Block","TrialNum","TrialNumByLL","LikelihoodSD","LLType","LLMean","LSD","Splash1X","Splash2X","Splash3X","Splash4X","Splash5X","NetX","Correct","deltaD","Outlier"
26,1,2,1,0.024,"Narrow",0.004225,0.060226,-0.030376,0.038066,0.036663,-0.007161,-0.016067,0.009327,"hit",0.005103,"no"
26,1,4,2,0.024,"Narrow",0.00057,0.016627,-0.001148,-0.004086,0.01184,-0.010207,0.006452,0.019883,"miss",0.019313,"no"
26,1,9,3,0.024,"Narrow",0.009596,0.054297,0.019854,-0.017757,0.031776,0.04433,-0.030222,-0.013018,"miss",-0.022615,"no"
26,1,11,4,0.024,"Narrow",0.022911,0.034808,-0.005006,0.024683,0.043049,0.020498,0.031332,0.043383,"miss",0.020472,"no"
26,1,17,5,0.024,"Narrow",-0.007397,0.03329,-0.005273,0.012866,-0.03289,-0.012524,0.000835,-0.00474,"hit",0.002657,"no"
26,1,22,6,0.024,"Narrow",0.002695,0.037101,0.027574,0.010185,0.004165,-0.023468,-0.00498,0.004093,"hit",0.001398,"no"
26,1,24,7,0.024,"Narrow",-0.006147,0.080894,0.013642,-0.041637,-0.050506,0.047852,-0.000084,0.003289,"hit",0.009435,"no"
26,1,27,8,0.024,"Narrow",0.018584,0.047073,0.045424,0.032065,0.041302,0.004479,-0.03035,0.027414,"hit",0.00883,"no"
26,1,29,9,0.024,"Narrow",-0.010493,0.059486,0.025839,-0.012415,0.02442,-0.029633,-0.060676,-0.000198,"hit",0.010296,"no"
26,1,30,10,0.024,"Narrow",-0.007011,0.054951,-0.049493,0.003427,0.026241,-0.007202,-0.00803,-0.013752,"hit",-0.006741,"no"
26,2,32,11,0.024,"Narrow",-0.007723,0.065271,0.000053,0.04039,0.016674,-0.024449,-0.071283,0.00777,"miss",0.015494,"no"
26,2,36,12,0.024,"Narrow",-0.005393,0.047107,0.008288,0.023538,-0.021132,-0.036109,-0.001549,-0.003181,"hit",0.002212,"no"
26,2,40,13,0.024,"Narrow",-0.005935,0.033657,0.017097,-0.012868,-0.012964,-0.027515,0.006574,-0.013852,"hit",-0.007917,"no"
26,2,41,14,0.024,"Narrow",0.01131,0.063278,0.050897,-0.036737,0.007394,0.005665,0.029335,0.010419,"hit",-0.000891,"no"
26,2,46,15,0.024,"Narrow",-0.003296,0.033418,-0.002612,0.003728,-0.033783,0.006454,0.009732,-0.007533,"hit",-0.004237,"no"
26,2,47,16,0.024,"Narrow",-0.000654,0.025115,0.017504,-0.017958,-0.001843,-0.000969,-0.000003,0.003039,"hit",0.003693,"no"
26,2,48,17,0.024,"Narrow",0.005622,0.042068,0.029218,-0.028867,0.006853,0.005946,0.01496,0.008327,"hit",0.002705,"no"
26,2,49,18,0.024,"Narrow",-0.002385,0.034236,-0.03021,-0.010562,0.005059,0.012813,0.010976,-0.00074,"hit",0.001645,"no"
26,2,51,19,0.024,"Narrow",0.003238,0.023092,0.015233,-0.008002,-0.00187,-0.009548,0.020379,-0.004604,"hit",-0.007842,"no"
26,2,55,20,0.024,"Narrow",-0.007797,0.085461,0.064016,-0.025341,-0.023428,-0.04772,-0.006511,-0.017566,"hit",-0.009769,"no"
26,3,65,21,0.024,"Narrow",-0.006157,0.052633,-0.041927,-0.022451,0.008079,0.02568,-0.000165,-0.010789,"hit",-0.004632,"no"
26,3,67,22,0.024,"Narrow",-0.00494,0.015547,0.002935,0.003068,-0.010559,-0.014088,-0.006055,-0.006764,"hit",-0.001824,"no"
26,3,70,23,0.024,"Narrow",0.017741,0.061706,0.032505,-0.02194,-0.01702,0.03837,0.05679,0.026189,"hit",0.008448,"no"
26,3,73,24,0.024,"Narrow",-0.00328,0.064075,0.010817,-0.051929,0.035071,0.003253,-0.013613,-0.003181,"hit",0.000099,"no"
26,3,74,25,0.024,"Narrow",0.005975,0.034579,0.018137,0.00813,-0.024358,0.001601,0.026366,0.012748,"hit",0.006773,"no"
26,3,78,26,0.024,"Narrow",-0.009219,0.065368,0.005329,-0.04101,0.035173,-0.041962,-0.003627,-0.005401,"hit",0.003819,"no"
26,3,79,27,0.024,"Narrow",0.001713,0.065013,0.002893,0.027438,0.014702,-0.055877,0.019408,0.013785,"hit",0.012072,"no"
26,3,80,28,0.024,"Narrow",0.006112,0.049785,-0.029979,0.002164,0.033294,-0.008945,0.034026,-0.000906,"hit",-0.007018,"no"
26,3,83,29,0.024,"Narrow",0.011539,0.027457,0.024532,-0.005817,0.011396,-0.00252,0.030105,0.008688,"hit",-0.002851,"no"
26,3,85,30,0.024,"Narrow",-0.020322,0.02349,-0.016356,-0.022169,-0.016766,-0.041726,-0.004593,-0.016823,"hit",0.003499,"no"
28,1,3,1,0.024,"Narrow",-0.005377,0.035537,0.009009,0.007905,-0.032822,0.004627,-0.015606,-0.006414,"hit",-0.001037,"no"
28,1,5,2,0.024,"Narrow",0.02054,0.032912,0.040509,0.021564,0.003037,0.037153,0.000436,0.023369,"hit",0.002829,"no"
28,1,9,3,0.024,"Narrow",-0.014613,0.025834,0.000644,-0.01301,-0.035277,-0.015169,-0.010251,-0.013977,"hit",0.000635,"no"
28,1,11,4,0.024,"Narrow",-0.002511,0.05576,-0.03119,0.03457,-0.003252,-0.030867,0.018183,-0.014295,"hit",-0.011784,"no"
28,1,12,5,0.024,"Narrow",-0.01567,0.05565,-0.031896,-0.005924,-0.035615,0.031579,-0.036492,-0.004233,"hit",0.011436,"no"
28,1,14,6,0.024,"Narrow",0.001681,0.034759,0.006958,0.007263,-0.021675,-0.017219,0.033078,0.010595,"hit",0.008915,"no"
28,1,16,7,0.024,"Narrow",-0.007572,0.04405,-0.009866,-0.03047,-0.009907,-0.033737,0.046121,-0.007266,"hit",0.000306,"no"
28,1,26,8,0.024,"Narrow",-0.004895,0.051139,-0.011791,-0.043297,0.020112,0.016719,-0.006219,-0.008629,"hit",-0.003734,"no"
28,1,29,9,0.024,"Narrow",-0.010701,0.034479,-0.000096,-0.023754,-0.027456,0.014144,-0.016342,-0.007345,"hit",0.003356,"no"
28,1,30,10,0.024,"Narrow",0.012704,0.045325,-0.023693,0.025782,0.03487,0.005614,0.020949,0.019687,"hit",0.006983,"no"
28,2,31,11,0.024,"Narrow",0.005716,0.018519,0.004737,0.009624,0.016395,-0.008859,0.006684,0.000062,"hit",-0.005654,"no"
28,2,32,12,0.024,"Narrow",0.003797,0.029691,0.014891,-0.012646,0.018723,-0.012175,0.010192,0.006216,"hit",0.002419,"no"
28,2,35,13,0.024,"Narrow",0.005314,0.042333,-0.025658,0.032862,0.00915,0.012118,-0.0019,0.00452,"hit",-0.000794,"no"
28,2,36,14,0.024,"Narrow",-0.005804,0.022387,-0.011157,-0.006578,-0.024283,0.001856,0.011143,-0.00419,"hit",0.001614,"no"
28,2,40,15,0.024,"Narrow",0.003594,0.042898,-0.018407,0.010878,0.031148,-0.019193,0.013544,0.000782,"hit",-0.002812,"no"
28,2,43,16,0.024,"Narrow",-0.015992,0.031509,-0.020877,-0.00388,0.004928,-0.008172,-0.051961,-0.020721,"hit",-0.004728,"no"
28,2,50,17,0.024,"Narrow",0.000894,0.07165,-0.025993,0.065144,-0.011152,-0.001427,-0.0221,0.019359,"miss",0.018465,"no"
28,2,53,18,0.024,"Narrow",0.018955,0.030128,-0.002613,0.025401,0.032617,0.006166,0.033202,0.024158,"hit",0.005204,"no"
28,2,57,19,0.024,"Narrow",-0.001238,0.018431,-0.008492,0.013006,-0.009865,0.00181,-0.002649,-0.003796,"hit",-0.002558,"no"
28,2,60,20,0.024,"Narrow",0.011097,0.045398,0.024223,0.046867,0.003934,-0.010198,-0.009341,0.013808,"hit",0.002711,"no"
28,3,61,21,0.024,"Narrow",-0.002528,0.035728,-0.003931,-0.027113,0.015242,0.015627,-0.012465,0.001429,"hit",0.003957,"no"
28,3,62,22,0.024,"Narrow",-0.006552,0.04008,-0.024395,0.004097,-0.020681,-0.028882,0.037101,0.001479,"hit",0.008031,"no"
28,3,63,23,0.024,"Narrow",0.026199,0.031099,0.026738,0.035727,0.051091,0.01611,0.001327,0.027692,"hit",0.001493,"no"
28,3,64,24,0.024,"Narrow",0.015619,0.042453,0.01976,0.053337,0.006438,0.001895,-0.003335,-0.110231,"miss",-0.12585,"yes"
28,3,71,25,0.024,"Narrow",0.001233,0.012572,-0.008618,-0.00341,0.005311,0.002356,0.010524,0.012221,"hit",0.010988,"no"
28,3,74,26,0.024,"Narrow",-0.005411,0.024137,0.012368,-0.011324,-0.020515,-0.003732,-0.00385,0.003226,"hit",0.008637,"no"
28,3,78,27,0.024,"Narrow",-0.001683,0.03503,0.018546,-0.002684,-0.026437,0.01201,-0.009848,0.006534,"hit",0.008217,"no"
28,3,79,28,0.024,"Narrow",0.003269,0.04573,-0.006579,0.032541,-0.019388,-0.018391,0.02816,0.019398,"miss",0.01613,"no"
28,3,80,29,0.024,"Narrow",0.001563,0.018047,0.013518,0.003313,-0.009411,0.007814,-0.007422,-0.001517,"hit",-0.00308,"no"
28,3,86,30,0.024,"Narrow",-0.003638,0.059237,-0.027907,-0.028708,0.035972,0.022036,-0.019581,-0.018699,"miss",-0.015061,"no"
30,1,5,1,0.024,"Narrow",-0.000996,0.041361,-0.008862,-0.028718,-0.017318,0.001646,0.048274,0.007023,"hit",0.008019,"no"
30,1,8,2,0.024,"Narrow",0.00673,0.052733,0.044007,0.026393,-0.001954,0.016334,-0.051131,-0.000192,"hit",-0.006921,"no"
30,1,10,3,0.024,"Narrow",-0.001824,0.039665,0.001264,0.014107,-0.014435,0.027129,-0.037186,-0.003261,"hit",-0.001437,"no"
30,1,15,4,0.024,"Narrow",0.016071,0.048879,0.027217,0.012751,0.021503,-0.02843,0.047313,0.016527,"hit",0.000456,"no"
30,1,19,5,0.024,"Narrow",-0.024484,0.054638,0.010001,-0.062649,-0.01104,-0.03701,-0.021719,-0.02501,"hit",-0.000526,"no"
30,1,21,6,0.024,"Narrow",-0.016668,0.037736,0.01112,-0.00235,-0.034199,-0.017715,-0.040198,-0.015822,"hit",0.000847,"no"
30,1,23,7,0.024,"Narrow",0.006324,0.027176,0.005594,0.028022,0.009841,-0.008964,-0.002872,0.008113,"hit",0.001789,"no"
30,1,24,8,0.024,"Narrow",0.003576,0.0444,0.024748,0.006292,-0.018434,0.031913,-0.02664,-0.000446,"hit",-0.004022,"no"
30,1,26,9,0.024,"Narrow",-0.00467,0.043268,0.030406,0.002938,-0.021175,0.001907,-0.037427,-0.002416,"hit",0.002254,"no"
30,1,30,10,0.024,"Narrow",-0.003114,0.033439,-0.027612,0.008041,0.006732,-0.017757,0.015024,-0.004984,"hit",-0.00187,"no"
30,2,34,11,0.024,"Narrow",-0.020989,0.058453,-0.000871,-0.043451,0.012602,-0.058014,-0.01521,-0.020638,"hit",0.000351,"no"
30,2,37,12,0.024,"Narrow",0.004977,0.028375,-0.011673,0.026848,0.009193,-0.000255,0.000773,0.009306,"hit",0.004329,"no"
30,2,38,13,0.024,"Narrow",0.019487,0.038425,-0.004328,0.040377,0.000446,0.027206,0.033737,0.019504,"hit",0.000017,"no"
30,2,42,14,0.024,"Narrow",0.001092,0.050909,0.005896,0.027569,-0.025031,0.030783,-0.033756,0.004645,"hit",0.003553,"no"
30,2,44,15,0.024,"Narrow",0.018471,0.020308,0.017673,0.01556,0.033857,0.00558,0.019683,0.019247,"hit",0.000776,"no"
30,2,54,16,0.024,"Narrow",0.00648,0.046264,-0.001474,-0.015877,0.03469,0.031889,-0.016826,0.015716,"hit",0.009236,"no"
30,2,56,17,0.024,"Narrow",-0.007127,0.020824,-0.004942,-0.019955,-0.007539,-0.018762,0.015565,-0.006496,"hit",0.000631,"no"
30,2,57,18,0.024,"Narrow",-0.004308,0.02128,-0.001788,0.01468,-0.009238,-0.005318,-0.019877,-0.004948,"hit",-0.00064,"no"
30,2,58,19,0.024,"Narrow",0.007656,0.032936,0.016813,0.008535,0.031705,-0.011474,-0.007297,0.009668,"hit",0.002012,"no"
30,2,60,20,0.024,"Narrow",0.008437,0.017152,0.011265,0.016109,0.010627,-0.006441,0.010625,0.006036,"hit",-0.002401,"no"
30,3,62,21,0.024,"Narrow",0.002286,0.057573,-0.016179,-0.041074,0.023772,-0.005307,0.050217,0.015066,"hit",0.01278,"yes"
30,3,67,22,0.024,"Narrow",0.003149,0.03167,-0.012148,0.02283,-0.01508,0.002947,0.017198,0.001367,"hit",-0.001783,"no"
30,3,69,23,0.024,"Narrow",0.016055,0.042955,0.007976,-0.014422,0.044701,0.020973,0.021049,0.015525,"hit",-0.00053,"no"
30,3,73,24,0.024,"Narrow",0.008909,0.030029,-0.00343,0.032385,0.00587,0.019155,-0.009436,0.00656,"hit",-0.002349,"no"
30,3,76,25,0.024,"Narrow",0.016107,0.033621,0.006057,-0.0028,0.018882,0.000809,0.057588,0.027304,"hit",0.011196,"yes"
30,3,80,26,0.024,"Narrow",0.009122,0.039551,0.004988,0.028514,0.004808,0.036981,-0.02968,0.005106,"hit",-0.004017,"no"
30,3,84,27,0.024,"Narrow",-0.006194,0.019658,0.00067,-0.021001,-0.005883,0.004641,-0.009398,-0.006783,"hit",-0.000588,"no"
30,3,87,28,0.024,"Narrow",0.013032,0.022728,0.012236,0.011122,0.014715,0.03342,-0.006335,0.01573,"hit",0.002699,"no"
30,3,88,29,0.024,"Narrow",0.001443,0.030736,0.00624,-0.014878,-0.001337,-0.017726,0.034916,0.006795,"hit",0.005352,"no"
30,3,90,30,0.024,"Narrow",-0.006878,0.037365,-0.028966,0.012756,-0.025758,0.00515,0.002426,-0.004109,"hit",0.002769,"no"
32,1,1,1,0.024,"Narrow",-0.004287,0.048839,-0.01606,-0.000249,0.033329,-0.032834,-0.005622,-0.00051,"hit",0.003777,"no"
32,1,4,2,0.024,"Narrow",0.014176,0.043096,-0.009513,0.046405,0.006966,0.026719,0.000304,0.014169,"hit",-0.000008,"no"
32,1,9,3,0.024,"Narrow",0.002402,0.026332,-0.007491,0.025961,-0.00267,0.000812,-0.0046,0.009666,"hit",0.007263,"no"
32,1,18,4,0.024,"Narrow",-0.00734,0.025562,-0.01224,-0.004007,0.011021,-0.024108,-0.007368,-0.006398,"hit",0.000942,"no"
32,1,19,5,0.024,"Narrow",0.019855,0.038453,0.001415,0.040179,0.041978,0.00522,0.010485,0.020915,"hit",0.00106,"no"
32,1,20,6,0.024,"Narrow",-0.023951,0.056542,0.002899,-0.063075,-0.003525,-0.045877,-0.010176,-0.026203,"hit",-0.002253,"no"
32,1,22,7,0.024,"Narrow",-0.016656,0.044605,-0.023713,0.020899,-0.035683,-0.029573,-0.015211,-0.00925,"hit",0.007407,"no"
32,1,27,8,0.024,"Narrow",-0.008149,0.043454,-0.015817,0.013424,-0.032482,0.018435,-0.024307,-0.008171,"hit",-0.000021,"no"
32,1,28,9,0.024,"Narrow",0.003093,0.033438,0.030567,0.01239,-0.005576,0.003387,-0.025305,0.003151,"hit",0.000058,"no"
32,1,29,10,0.024,"Narrow",-0.006129,0.017573,0.005531,-0.017485,-0.002632,-0.002092,-0.013968,-0.006488,"hit",-0.000358,"no"
32,2,32,11,0.024,"Narrow",-0.022487,0.035348,-0.013009,0.000736,-0.046832,-0.020849,-0.03248,-0.022534,"hit",-0.000047,"no"
32,2,34,12,0.024,"Narrow",-0.001745,0.037943,0.022035,-0.024682,0.014442,-0.009889,-0.01063,0.001269,"hit",0.003014,"no"
32,2,35,13,0.024,"Narrow",-0.010976,0.040105,-0.026357,0.00053,-0.040426,0.006645,0.004726,-0.011705,"hit",-0.000729,"no"
32,2,36,14,0.024,"Narrow",0.010619,0.059437,0.033928,-0.026438,-0.016502,0.039703,0.022405,0.017214,"hit",0.006595,"no"
32,2,45,15,0.024,"Narrow",0.005443,0.040169,-0.00045,0.014693,0.035678,-0.01809,-0.004619,0.01246,"hit",0.007018,"no"
32,2,46,16,0.024,"Narrow",-0.00702,0.050141,-0.005072,0.034247,-0.013087,-0.034339,-0.016848,0.001,"hit",0.00802,"no"
32,2,47,17,0.024,"Narrow",-0.006391,0.042004,-0.012959,-0.032627,0.015824,0.016063,-0.018253,-0.002297,"hit",0.004094,"no"
32,2,53,18,0.024,"Narrow",0.000303,0.025571,-0.004426,0.01226,-0.01072,0.018131,-0.013728,0.001654,"hit",0.001351,"no"
32,2,55,19,0.024,"Narrow",-0.010446,0.050178,0.005918,-0.052203,-0.02442,-0.003537,0.022011,-0.007439,"hit",0.003007,"no"
32,2,57,20,0.024,"Narrow",-0.01177,0.046016,-0.004259,0.008242,-0.008794,-0.052112,-0.001929,-0.010615,"hit",0.001155,"no"
32,3,61,21,0.024,"Narrow",0.007091,0.032914,0.018424,-0.002802,0.027491,-0.013902,0.006243,0.000591,"hit",-0.0065,"no"
32,3,69,22,0.024,"Narrow",0.012554,0.044831,-0.004943,-0.022616,0.023263,0.021081,0.045984,0.030618,"miss",0.018064,"no"
32,3,70,23,0.024,"Narrow",-0.018422,0.029724,-0.012644,-0.043915,-0.015475,-0.025471,0.005397,-0.009032,"hit",0.00939,"no"
32,3,73,24,0.024,"Narrow",-0.014856,0.066179,0.034596,0.008312,-0.039103,-0.008002,-0.070083,0.00449,"miss",0.019346,"no"
32,3,77,25,0.024,"Narrow",0.017555,0.068181,0.024081,-0.021921,0.064787,0.039616,-0.018788,0.028303,"hit",0.010748,"no"
32,3,78,26,0.024,"Narrow",-0.013248,0.022376,0.005558,-0.018693,-0.007154,-0.01904,-0.026912,-0.079449,"miss",-0.066201,"yes"
32,3,80,27,0.024,"Narrow",0.002269,0.076081,-0.011063,-0.005016,-0.044758,0.059896,0.012288,-0.009525,"hit",-0.011794,"no"
32,3,83,28,0.024,"Narrow",-0.001525,0.056836,0.011324,-0.023066,-0.042625,0.02668,0.020062,0.020138,"miss",0.021663,"yes"
32,3,86,29,0.024,"Narrow",-0.001574,0.028629,-0.019409,0.000174,0.004717,0.01914,-0.012494,0.007416,"hit",0.00899,"no"
32,3,88,30,0.024,"Narrow",0.007512,0.056114,0.049088,0.019115,-0.027029,0.008086,-0.011702,0.01982,"hit",0.012308,"no"
34,1,2,1,0.024,"Narrow",-0.008362,0.042959,0.016207,0.013844,-0.019944,-0.032532,-0.019384,0.011045,"miss",0.019407,"bad"
34,1,4,2,0.024,"Narrow",-0.004374,0.039365,-0.023421,-0.001444,0.01781,0.017716,-0.032529,0.017847,"miss",0.022221,"bad"
34,1,11,3,0.024,"Narrow",-0.021816,0.051062,-0.061772,-0.007713,-0.00497,0.000223,-0.034848,0.003436,"miss",0.025252,"bad"
34,1,13,4,0.024,"Narrow",-0.009208,0.045866,0.027069,0.003613,-0.028966,-0.008104,-0.039653,-0.00701,"hit",0.002198,"bad"
34,1,16,5,0.024,"Narrow",0.0132,0.04832,-0.004169,-0.019674,0.042553,0.019086,0.028202,0.017207,"hit",0.004007,"bad"
34,1,17,6,0.024,"Narrow",-0.005707,0.076568,0.009869,0.006792,-0.069138,-0.029493,0.053436,0.002094,"hit",0.007801,"bad"
34,1,18,7,0.024,"Narrow",-0.012614,0.034984,-0.035948,-0.024061,0.001752,0.005852,-0.010662,-0.017725,"hit",-0.005112,"bad"
34,1,19,8,0.024,"Narrow",-0.00144,0.03799,0.027487,-0.011067,-0.023836,-0.003689,0.003906,-0.002737,"hit",-0.001298,"bad"
34,1,21,9,0.024,"Narrow",0.002968,0.044601,0.001088,-0.009677,-0.01623,0.041079,-0.00142,0.009616,"hit",0.006648,"bad"
34,1,25,10,0.024,"Narrow",0.000063,0.020718,0.013546,-0.00516,-0.014134,0.004293,0.001772,-0.000158,"hit",-0.000222,"bad"
34,2,33,11,0.024,"Narrow",0.002415,0.111135,-0.059744,0.020083,0.08886,0.01076,-0.047887,0.041947,"miss",0.039533,"bad"
34,2,44,12,0.024,"Narrow",-0.00283,0.022381,-0.001938,0.01267,-0.018853,-0.001331,-0.0047,-0.01126,"hit",-0.00843,"bad"
34,2,46,13,0.024,"Narrow",-0.002349,0.053325,-0.026182,-0.031158,-0.003908,0.034654,0.014848,0.00775,"hit",0.010099,"bad"
34,2,47,14,0.024,"Narrow",0.00526,0.021775,-0.004417,0.006552,0.009058,-0.010797,0.025905,0.011195,"hit",0.005935,"bad"
34,2,48,15,0.024,"Narrow",0.000023,0.037145,-0.009175,-0.015678,-0.02106,0.021262,0.024767,0.005832,"hit",0.005809,"bad"
34,2,49,16,0.024,"Narrow",0.002882,0.027553,0.008903,-0.011787,0.013305,0.020381,-0.016392,0.001546,"hit",-0.001336,"bad"
34,2,51,17,0.024,"Narrow",0.001768,0.029077,0.011384,0.012925,-0.012881,0.018575,-0.021162,0.002593,"hit",0.000825,"bad"
34,2,53,18,0.024,"Narrow",-0.001473,0.012181,-0.010138,0.000371,0.00493,0.003415,-0.005945,0.004348,"hit",0.005821,"bad"
34,2,56,19,0.024,"Narrow",0.004419,0.068946,-0.031945,-0.012985,-0.011995,0.057173,0.021847,0.014055,"hit",0.009635,"bad"
34,2,57,20,0.024,"Narrow",0.001654,0.037237,-0.009811,-0.019004,0.030365,0.001161,0.005562,-0.007967,"hit",-0.009621,"bad"
34,3,62,21,0.024,"Narrow",-0.005837,0.030039,-0.010818,-0.030227,0.009003,0.00109,0.001767,-0.249123,"miss",-0.243286,"bad"
34,3,64,22,0.024,"Narrow",0.008318,0.040985,0.009065,0.039871,-0.017095,0.002186,0.007564,0.024733,"miss",0.016415,"bad"
34,3,66,23,0.024,"Narrow",-0.004183,0.018133,-0.009471,0.004325,-0.014532,0.006674,-0.007913,0.005173,"hit",0.009356,"bad"
34,3,70,24,0.024,"Narrow",-0.001983,0.033477,0.020763,-0.003869,0.011799,0.002743,-0.041352,-0.00588,"hit",-0.003897,"bad"
34,3,71,25,0.024,"Narrow",-0.00573,0.055084,0.021046,-0.000224,-0.05282,-0.007304,0.010652,-0.001819,"hit",0.003911,"bad"
34,3,74,26,0.024,"Narrow",0.007508,0.06334,0.013547,0.027215,-0.047912,0.029928,0.014759,0.012793,"hit",0.005286,"bad"
34,3,79,27,0.024,"Narrow",-0.006774,0.035369,-0.032624,-0.022294,0.001737,0.006342,0.012969,0.042008,"miss",0.048782,"bad"
34,3,82,28,0.024,"Narrow",0.003716,0.028493,0.001614,0.004029,0.01933,-0.019549,0.013157,-0.002552,"hit",-0.006269,"bad"
34,3,83,29,0.024,"Narrow",-0.011002,0.059076,-0.030511,0.040327,-0.032072,-0.015625,-0.017132,-0.018466,"hit",-0.007463,"bad"
34,3,90,30,0.024,"Narrow",-0.008398,0.032023,0.017381,-0.000022,-0.005667,-0.018762,-0.034922,-0.023728,"miss",-0.015329,"bad"
40,1,4,1,0.024,"Narrow",-0.01593,0.027607,-0.036985,-0.005975,-0.002684,-0.010467,-0.023537,-0.134122,"miss",-0.118192,"yes"
40,1,9,2,0.024,"Narrow",-0.016123,0.062526,-0.042077,0.012894,0.01214,-0.05584,-0.007733,-0.022553,"hit",-0.006429,"no"
40,1,12,3,0.024,"Narrow",0.008533,0.023488,0.008756,0.022197,-0.010297,0.007433,0.014575,-0.028771,"miss",-0.037304,"no"
40,1,15,4,0.024,"Narrow",0.00475,0.015121,0.000064,-0.005976,0.012959,0.009523,0.007178,0.010644,"hit",0.005894,"no"
40,1,16,5,0.024,"Narrow",-0.012421,0.026998,-0.022299,-0.031404,-0.000671,-0.001287,-0.006443,-0.010636,"hit",0.001785,"no"
40,1,17,6,0.024,"Narrow",-0.001252,0.045887,-0.021935,0.000624,-0.012806,0.037762,-0.009905,-0.025082,"miss",-0.02383,"no"
40,1,19,7,0.024,"Narrow",0.000746,0.055859,0.028807,-0.014317,0.037509,-0.023605,-0.024663,0.015251,"hit",0.014505,"no"
40,1,25,8,0.024,"Narrow",0.01532,0.038309,-0.001084,-0.001793,0.043872,0.008041,0.027564,0.039963,"miss",0.024643,"no"
40,1,27,9,0.024,"Narrow",-0.003919,0.038438,-0.036832,0.005981,-0.007106,-0.009588,0.027947,-0.017243,"hit",-0.013324,"no"
40,1,28,10,0.024,"Narrow",-0.011019,0.047139,-0.029904,0.020759,0.012694,-0.022848,-0.035793,-0.006346,"hit",0.004672,"no"
40,2,31,11,0.024,"Narrow",0.00206,0.075665,0.016429,0.00126,-0.044323,0.058833,-0.0219,0.012693,"hit",0.010634,"no"
40,2,35,12,0.024,"Narrow",-0.007632,0.020423,-0.015544,0.006892,0.000924,-0.006251,-0.02418,-0.008042,"hit",-0.00041,"no"
40,2,37,13,0.024,"Narrow",0.022159,0.046765,0.040547,0.057704,0.012251,0.004428,-0.004136,0.012817,"hit",-0.009342,"no"
40,2,38,14,0.024,"Narrow",0.002082,0.014874,0.012307,0.002849,0.00624,-0.007452,-0.003536,-0.010704,"hit",-0.012786,"no"
40,2,44,15,0.024,"Narrow",-0.003907,0.050198,0.017527,-0.044522,0.005825,-0.017466,0.019102,0.006545,"hit",0.010452,"no"
40,2,47,16,0.024,"Narrow",-0.001937,0.056647,0.042891,-0.021935,-0.029918,0.002091,-0.002815,0.012937,"hit",0.014874,"no"
40,2,48,17,0.024,"Narrow",0.010915,0.06909,-0.021411,-0.010372,-0.006255,0.064856,0.027757,-0.004658,"miss",-0.015573,"no"
40,2,52,18,0.024,"Narrow",0.010605,0.03031,-0.001751,-0.005326,0.029891,0.022369,0.007845,0.008325,"hit",-0.00228,"no"
40,2,54,19,0.024,"Narrow",0.001522,0.03732,0.015389,0.020643,-0.022029,0.014126,-0.020516,-0.019631,"miss",-0.021154,"no"
40,2,57,20,0.024,"Narrow",0.007256,0.039135,-0.004741,-0.007422,-0.004863,0.039087,0.014219,-0.00481,"hit",-0.012066,"no"
40,3,62,21,0.024,"Narrow",-0.001721,0.041919,-0.005158,0.028536,-0.029892,-0.006816,0.004723,-0.005653,"hit",-0.003932,"no"
40,3,66,22,0.024,"Narrow",-0.001373,0.078758,0.001763,0.018558,-0.055374,0.051188,-0.023001,-0.017936,"miss",-0.016562,"no"
40,3,67,23,0.024,"Narrow",0.017009,0.020875,0.007922,0.019544,0.001336,0.020101,0.036145,-0.00405,"miss",-0.02106,"no"
40,3,68,24,0.024,"Narrow",0.011091,0.044524,0.031283,-0.027456,0.019369,0.013106,0.019154,0.007885,"hit",-0.003206,"no"
40,3,70,25,0.024,"Narrow",-0.003221,0.04446,0.006119,0.023893,-0.009969,-0.036471,0.000324,0.005806,"hit",0.009026,"no"
40,3,77,26,0.024,"Narrow",0.016432,0.040136,0.03404,0.04263,-0.006301,0.014886,-0.003095,-0.00841,"miss",-0.024842,"no"
40,3,83,27,0.024,"Narrow",0.018354,0.004426,0.019946,0.014809,0.017155,0.018057,0.0218,0.048737,"miss",0.030384,"no"
40,3,84,28,0.024,"Narrow",-0.011624,0.023132,-0.010212,0.00185,-0.012084,0.001232,-0.038904,-0.000023,"hit",0.011601,"no"
40,3,89,29,0.024,"Narrow",0.005966,0.02405,0.01352,0.009049,0.02432,-0.002179,-0.01488,0.028509,"miss",0.022543,"no"
40,3,90,30,0.024,"Narrow",-0.001244,0.041672,0.002141,0.004332,-0.036946,0.018974,0.005281,0.014931,"miss",0.016175,"no"
44,1,1,1,0.024,"Narrow",0.005071,0.042076,-0.020483,0.03692,-0.001622,-0.001676,0.012217,0.006939,"hit",0.001868,"no"
44,1,2,2,0.024,"Narrow",-0.0047,0.049933,-0.041561,0.012943,0.016232,0.012496,-0.023611,-0.007674,"hit",-0.002973,"no"
44,1,6,3,0.024,"Narrow",0.004022,0.0587,0.045172,0.030027,-0.016486,-0.018584,-0.020021,0.007425,"hit",0.003403,"no"
44,1,7,4,0.024,"Narrow",0.001486,0.050894,-0.023186,-0.018437,-0.02172,0.004977,0.065795,0.015903,"hit",0.014417,"no"
44,1,16,5,0.024,"Narrow",0.014174,0.064233,-0.001707,-0.014136,0.069172,0.007622,0.009918,0.016576,"hit",0.002403,"no"
